"MKT","Alpha","HML","value","fevals","gevals","niter","convcode","kkt1","kkt2","xtime","Factor","Type","max.quarter","SMB","HDY","QLT","MOM","ESG","LOV"
0.672234633120858,0.017507578463474,2.35455817064586,43831952151.0511,56,56,NA,0,FALSE,TRUE,241.530000000002,"HML","BO",40,NA,NA,NA,NA,NA,NA
0.718663580435634,0.0177450588099058,-0.962333778998221,1645365451.26374,57,57,NA,0,FALSE,TRUE,222.029999999999,"HML","DD",40,NA,NA,NA,NA,NA,NA
-0.417205888148293,0.0234651288345155,2.50820059612624,323665477.387259,58,58,NA,0,FALSE,TRUE,228.18,"HML","FOF",40,NA,NA,NA,NA,NA,NA
-0.964466852903184,0.0234041191708342,1.83306625567912,421255189.153973,51,51,NA,0,FALSE,TRUE,192.59,"HML","INF",40,NA,NA,NA,NA,NA,NA
1.1809058403757,0.00922072531645379,3.71888467384118,109752241.9822,39,39,NA,0,FALSE,TRUE,148.990000000002,"HML","MEZZ",40,NA,NA,NA,NA,NA,NA
NA,NA,NA,8.98846567431158e+307,NA,NA,NA,9999,NA,NA,3.15000000000146,"HML","NATRES",40,NA,NA,NA,NA,NA,NA
0.690889005978229,0.0179502653720673,-0.857943871078005,1815398864.33844,44,44,NA,0,FALSE,TRUE,171.02,"HML","PD",40,NA,NA,NA,NA,NA,NA
NA,NA,NA,8.98846567431158e+307,NA,NA,NA,9999,NA,NA,239.549999999999,"HML","PE",40,NA,NA,NA,NA,NA,NA
-0.93013715120274,0.0199714787503338,4.05993567501275,8064250885.99449,47,47,NA,0,FALSE,TRUE,186.93,"HML","RE",40,NA,NA,NA,NA,NA,NA
-0.577345354190316,0.0239024077871001,3.90101909212556,291359813.776029,62,62,NA,0,FALSE,TRUE,236.130000000001,"HML","SEC",40,NA,NA,NA,NA,NA,NA
2.42213468481848,-0.000795150229423544,-0.938335843726368,4012588933.46643,32,32,NA,0,FALSE,TRUE,129.98,"HML","VC",40,NA,NA,NA,NA,NA,NA
0.878205020571907,0.0192633633158729,NA,45407652881.9114,33,33,NA,0,FALSE,TRUE,137.949999999997,"SMB","BO",40,-0.161694316764388,NA,NA,NA,NA,NA
NA,NA,NA,8.98846567431158e+307,NA,NA,NA,9999,NA,NA,220.639999999999,"SMB","DD",40,NA,NA,NA,NA,NA,NA
NA,NA,NA,8.98846567431158e+307,NA,NA,NA,9999,NA,NA,122.169999999998,"SMB","FOF",40,NA,NA,NA,NA,NA,NA
0.070034193459449,0.0221669228376435,NA,441662499.849356,44,44,NA,0,FALSE,TRUE,169.73,"SMB","INF",40,-1.14822947965751,NA,NA,NA,NA,NA
1.42042140325615,0.00195127619604769,NA,128365910.031998,45,45,NA,0,FALSE,TRUE,169.950000000001,"SMB","MEZZ",40,1.88468587445973,NA,NA,NA,NA,NA
NA,NA,NA,8.98846567431158e+307,NA,NA,NA,9999,NA,NA,3.29000000000087,"SMB","NATRES",40,NA,NA,NA,NA,NA,NA
0.304947398789859,0.0171137428921559,NA,1848091067.50558,57,57,NA,0,FALSE,TRUE,219.599999999999,"SMB","PD",40,0.765593052118092,NA,NA,NA,NA,NA
0.596227750280612,0.0223723286791704,NA,47690361976.0323,44,44,NA,0,FALSE,TRUE,182.16,"SMB","PE",40,-0.486646920372115,NA,NA,NA,NA,NA
-0.811895906379276,0.0437368483950058,NA,7961482142.26968,46,46,NA,0,FALSE,TRUE,177.529999999999,"SMB","RE",40,-3.44694255588026,NA,NA,NA,NA,NA
-1.15200485475074,0.0389776661685545,NA,331842665.139409,36,36,NA,0,FALSE,TRUE,135.549999999999,"SMB","SEC",40,-0.662206110841578,NA,NA,NA,NA,NA
2.0143808289471,0.030453223630507,NA,3123229147.89836,52,52,NA,0,FALSE,TRUE,213.360000000001,"SMB","VC",40,-5.40468754829233,NA,NA,NA,NA,NA
0.896337060671482,0.0186028367031324,NA,45412847646.1989,36,36,NA,0,FALSE,FALSE,151.940000000002,"HDY","BO",40,NA,-0.0961803451930814,NA,NA,NA,NA
0.578106816140453,0.0197002907023303,NA,1713109676.96093,38,38,NA,0,FALSE,TRUE,145.52,"HDY","DD",40,NA,-0.166762268108674,NA,NA,NA,NA
