"MKT","HML","value","fevals","gevals","niter","convcode","kkt1","kkt2","xtime","Factor","Type","max.quarter","SMB","HDY","QLT","MOM","ESG","LOV"
2.35403689125417,2.80241691610032,81329456685.2506,9,9,NA,0,TRUE,TRUE,38.54,"HML","BO",40,NA,NA,NA,NA,NA,NA
1.50329516451503,-2.515704283114,4379787220.71182,7,7,NA,0,TRUE,TRUE,20.53,"HML","DD",40,NA,NA,NA,NA,NA,NA
2.56679500002531,3.46079229827779,803881357.382629,10,10,NA,0,TRUE,TRUE,29.92,"HML","FOF",40,NA,NA,NA,NA,NA,NA
1.31346426484945,-0.239052165302449,862780076.992183,7,7,NA,0,TRUE,TRUE,20.18,"HML","INF",40,NA,NA,NA,NA,NA,NA
1.9746086092403,4.3422390564784,140178153.754795,8,8,NA,0,TRUE,TRUE,23.59,"HML","MEZZ",40,NA,NA,NA,NA,NA,NA
-0.473719611607337,1.35638036730548,2113778750.15606,10,10,NA,0,TRUE,TRUE,28.64,"HML","NATRES",40,NA,NA,NA,NA,NA,NA
1.48906460395549,-2.34374489684122,4772747166.67374,7,7,NA,0,TRUE,TRUE,21.31,"HML","PD",40,NA,NA,NA,NA,NA,NA
2.26722290261529,2.34047557960319,91191494517.8083,9,9,NA,0,TRUE,TRUE,30.5700000000001,"HML","PE",40,NA,NA,NA,NA,NA,NA
0.871314274785472,5.37753978864605,13551945306.7245,10,10,NA,0,TRUE,TRUE,32.46,"HML","RE",40,NA,NA,NA,NA,NA,NA
1.61888060927422,7.49530150160856,657478404.357995,11,11,NA,0,TRUE,TRUE,32.28,"HML","SEC",40,NA,NA,NA,NA,NA,NA
2.40115804598758,-0.924574860461777,4295567123.58052,8,8,NA,0,TRUE,TRUE,25.41,"HML","VC",40,NA,NA,NA,NA,NA,NA
2.36120020332889,2.80088664590222,83680627322.552,9,9,NA,0,TRUE,TRUE,30.0599999999999,"HML","BO",41,NA,NA,NA,NA,NA,NA
1.49522724093531,-2.53483476936717,4496127990.08858,7,7,NA,0,TRUE,TRUE,19.77,"HML","DD",41,NA,NA,NA,NA,NA,NA
2.56334904740123,3.47079511525068,815504650.780528,10,10,NA,0,TRUE,TRUE,31.62,"HML","FOF",41,NA,NA,NA,NA,NA,NA
1.3016013028436,-0.241167454224156,878475790.19244,7,7,NA,0,TRUE,TRUE,19.7199999999999,"HML","INF",41,NA,NA,NA,NA,NA,NA
1.97787863668008,4.322945100578,145135268.349041,8,8,NA,0,TRUE,TRUE,22.7,"HML","MEZZ",41,NA,NA,NA,NA,NA,NA
-0.474847835641288,1.35092849071762,2148122487.10233,10,10,NA,0,TRUE,TRUE,30.1999999999999,"HML","NATRES",41,NA,NA,NA,NA,NA,NA
1.48057475199851,-2.36129558715104,4899797050.31626,7,7,NA,0,TRUE,TRUE,19.8700000000001,"HML","PD",41,NA,NA,NA,NA,NA,NA
2.27412952731302,2.34048450998211,93695716822.9084,9,9,NA,0,TRUE,TRUE,30.98,"HML","PE",41,NA,NA,NA,NA,NA,NA
0.866795921956178,5.36283085207341,13858172617.1856,10,10,NA,0,TRUE,TRUE,29.5200000000002,"HML","RE",41,NA,NA,NA,NA,NA,NA
1.60793997359908,7.47489740982172,669305447.946188,11,11,NA,0,TRUE,TRUE,33.2800000000002,"HML","SEC",41,NA,NA,NA,NA,NA,NA
2.3811385858354,-0.998215955160437,4419871416.49662,8,8,NA,0,TRUE,TRUE,24.7199999999998,"HML","VC",41,NA,NA,NA,NA,NA,NA
2.36822911951838,2.79547913309924,85979670277.0047,9,9,NA,0,TRUE,TRUE,29.75,"HML","BO",42,NA,NA,NA,NA,NA,NA
1.48667233120744,-2.55526794395743,4613452107.53341,7,7,NA,0,TRUE,TRUE,20.03,"HML","DD",42,NA,NA,NA,NA,NA,NA
2.55956142909387,3.48136662361947,826512316.131204,10,10,NA,0,TRUE,TRUE,30.9300000000001,"HML","FOF",42,NA,NA,NA,NA,NA,NA
1.28871809683732,-0.237279230222381,893182798.103883,7,7,NA,0,TRUE,TRUE,19.8599999999999,"HML","INF",42,NA,NA,NA,NA,NA,NA
