"MKT","HML","value","fevals","gevals","niter","convcode","kkt1","kkt2","xtimes","Factor","Type","max.quarter","lambda","CV.key","weighting","datetime","validation.error","SMB","HDY","QLT","MOM","ESG","LOV"
1.06804152026928,NA,-1.68444862783358,48,62,25,1,TRUE,TRUE,183.665,"MOM","INF",40,0,"ALL","EW",2020-03-13 17:05:55,-1.68444862783358,NA,NA,NA,2.25776320691473,NA,NA
1.39025423831118,NA,-1.6833903039067,58,64,30,1,TRUE,TRUE,203.53,"ESG","INF",40,0,"ALL","EW",2020-03-13 17:10:34,-1.6833903039067,NA,NA,NA,NA,20.1220356689418,NA
1.26985540692009,NA,-1.82560107193685,79,92,42,1,FALSE,TRUE,274.671,"LOV","INF",40,0,"ALL","EW",2020-03-13 17:16:25,-1.82560107193685,NA,NA,NA,NA,NA,4.26598540660696
1.667775970674,3.99880631310797,-1.23717583261735,36,28,14,1,TRUE,TRUE,113.681,"HML","MEZZ",40,0,"ALL","EW",2020-03-13 16:52:52,-1.23717583261735,NA,NA,NA,NA,NA,NA
0.93632824000948,NA,-1.24811834853564,50,50,21,1,TRUE,TRUE,179.944,"SMB","MEZZ",40,0,"ALL","EW",2020-03-13 16:57:33,-1.24811834853564,2.29305621306858,NA,NA,NA,NA,NA
1.04864433252623,NA,-1.3051969336263,68,72,34,1,TRUE,TRUE,242.174,"HDY","MEZZ",40,0,"ALL","EW",2020-03-13 17:03:24,-1.3051969336263,NA,4.75622849734049,NA,NA,NA,NA
2.02746279391751,NA,-1.15669631287849,68,63,30,1,FALSE,TRUE,229.915,"QLT","MEZZ",40,0,"ALL","EW",2020-03-13 17:08:59,-1.15669631287849,NA,NA,0.758111856235154,NA,NA,NA
1.14534126602023,NA,-1.24460168861292,61,67,31,1,FALSE,TRUE,221.321,"MOM","MEZZ",40,0,"ALL","EW",2020-03-13 17:14:22,-1.24460168861292,NA,NA,NA,1.76835800559678,NA,NA
1.09388776676907,NA,-1.22348099688746,61,66,31,1,FALSE,TRUE,219.912,"ESG","MEZZ",40,0,"ALL","EW",2020-03-13 17:19:42,-1.22348099688746,NA,NA,NA,NA,21.1377851915971,NA
1.63414386013638,NA,-1.40467567869594,67,84,29,1,TRUE,TRUE,262.736,"LOV","MEZZ",40,0,"ALL","EW",2020-03-13 17:25:49,-1.40467567869594,NA,NA,NA,NA,NA,4.05920796590887
1.00798718311834,1.00981985172363,-1.10344729362157,54,63,27,1,TRUE,TRUE,189.129,"HML","NATRES",40,0,"ALL","EW",2020-03-13 17:14:36,-1.10344729362157,NA,NA,NA,NA,NA,NA
0.511139743473239,NA,-1.14739868403855,42,33,16,1,TRUE,TRUE,123.934,"SMB","NATRES",40,0,"ALL","EW",2020-03-13 17:17:55,-1.14739868403855,2.43176069925344,NA,NA,NA,NA,NA
0.973717851566852,NA,-1.13714609941188,36,36,15,1,TRUE,TRUE,119.259,"HDY","NATRES",40,0,"ALL","EW",2020-03-13 17:21:10,-1.13714609941188,NA,3.58241146288809,NA,NA,NA,NA
1.01770013641201,NA,-1.09236295602239,104,108,46,1,FALSE,TRUE,345.111,"QLT","NATRES",40,0,"ALL","EW",2020-03-13 17:28:13,-1.09236295602239,NA,NA,0.0764694186674633,NA,NA,NA
0.991141301265613,NA,-1.13711143626625,12,32,10,0,TRUE,TRUE,73.991,"MOM","NATRES",40,0,"ALL","EW",2020-03-13 17:30:42,-1.13711143626625,NA,NA,NA,3.02656695795384,NA,NA
0.844209066070842,NA,-1.09804173519408,73,83,33,1,TRUE,TRUE,261.477,"ESG","NATRES",40,0,"ALL","EW",2020-03-13 17:36:21,-1.09804173519408,NA,NA,NA,NA,10.4003223811171,NA
1.19734725237898,NA,-1.18120260568221,110,179,53,1,TRUE,TRUE,474.58,"LOV","NATRES",40,0,"ALL","EW",2020-03-13 17:45:36,-1.18120260568221,NA,NA,NA,NA,NA,3.23652554691164
1.59440733761638,2.68631168533582,-0.302360865525637,76,100,38,1,TRUE,TRUE,349.003,"HML","PD",40,0,"ALL","EW",2020-03-13 17:24:42,-0.302360865525637,NA,NA,NA,NA,NA,NA
0.653389337486086,NA,-0.363278304490298,38,31,15,1,TRUE,TRUE,136.081999999999,"SMB","PD",40,0,"ALL","EW",2020-03-13 17:29:02,-0.363278304490298,2.40880330753294,NA,NA,NA,NA,NA
1.0309945572306,NA,-0.404179854287749,48,59,24,1,TRUE,TRUE,215.175999999999,"HDY","PD",40,0,"ALL","EW",2020-03-13 17:34:53,-0.404179854287749,NA,4.49147997959929,NA,NA,NA,NA
1.97167327615523,NA,-0.268852223729168,19,38,15,0,TRUE,TRUE,112.530000000001,"QLT","PD",40,0,"ALL","EW",2020-03-13 17:38:47,-0.268852223729168,NA,NA,2.31824635341128,NA,NA,NA
0.946745313881189,NA,-0.372820292287062,49,78,29,0,TRUE,TRUE,252.087,"MOM","PD",40,0,"ALL","EW",2020-03-13 17:45:20,-0.372820292287062,NA,NA,NA,2.50675090361368,NA,NA
1.14852539390478,NA,-0.302126167223507,56,57,24,1,TRUE,TRUE,218.42,"ESG","PD",40,0,"ALL","EW",2020-03-13 17:51:05,-0.302126167223507,NA,NA,NA,NA,16.3792693774752,NA
1.65090660896879,NA,-0.53672617384441,45,58,22,1,TRUE,TRUE,198.995,"LOV","PD",40,0,"ALL","EW",2020-03-13 17:56:39,-0.53672617384441,NA,NA,NA,NA,NA,4.00341346422875
2.18294817836261,2.30866505204299,1.88690882214941,26,62,22,0,TRUE,TRUE,277.236,"HML","PE",40,0,"ALL","EW",2020-03-13 17:35:56,1.88690882214941,NA,NA,NA,NA,NA,NA
1.49953860856793,NA,1.82259021251887,40,71,25,0,TRUE,TRUE,346.039,"SMB","PE",40,0,"ALL","EW",2020-03-13 17:47:48,1.82259021251887,2.65188273923092,NA,NA,NA,NA,NA
1.65061528760698,NA,1.78504777714327,37,48,20,1,TRUE,TRUE,243.763999999999,"HDY","PE",40,0,"ALL","EW",2020-03-13 17:57:15,1.78504777714327,NA,5.10073786423992,NA,NA,NA,NA
2.80900992119876,NA,1.89094730173333,44,76,26,1,TRUE,TRUE,377.373000000001,"QLT","PE",40,0,"ALL","EW",2020-03-13 18:09:51,1.89094730173333,NA,NA,2.75053513770509,NA,NA,NA
1.60181539762431,NA,1.76766685223825,55,79,26,1,TRUE,TRUE,417.710999999999,"MOM","PE",40,0,"ALL","EW",2020-03-13 18:23:24,1.76766685223825,NA,NA,NA,3.02299631705603,NA,NA
1.65798401499162,NA,1.82401614335464,56,53,20,1,TRUE,TRUE,342.148,"ESG","PE",40,0,"ALL","EW",2020-03-13 18:35:11,1.82401614335464,NA,NA,NA,NA,22.9662891766358,NA
1.94592497169019,NA,1.61950845646724,37,32,16,1,TRUE,TRUE,219.252,"LOV","PE",40,0,"ALL","EW",2020-03-13 18:43:56,1.61950845646724,NA,NA,NA,NA,NA,5.32946989791878
0.979862787675846,3.47883825292246,0.169599215312612,20,44,18,0,TRUE,TRUE,129.237,"HML","RE",40,0,"ALL","EW",2020-03-13 17:49:40,0.169599215312612,NA,NA,NA,NA,NA,NA
0.495173176645402,NA,0.191672770490696,84,110,39,1,TRUE,TRUE,369.897,"SMB","RE",40,0,"ALL","EW",2020-03-13 17:58:46,0.191672770490696,1.78489111322167,NA,NA,NA,NA,NA
0.695494037688547,NA,0.173880446912144,47,59,24,1,TRUE,TRUE,211.433,"HDY","RE",40,0,"ALL","EW",2020-03-13 18:04:42,0.173880446912144,NA,3.03549629020932,NA,NA,NA,NA
1.59207485391992,NA,0.200245957853978,45,78,29,0,TRUE,TRUE,241.012,"QLT","RE",40,0,"ALL","EW",2020-03-13 18:11:12,0.200245957853978,NA,NA,2.32557915238129,NA,NA,NA
0.168648527372445,NA,0.0801458447611316,46,44,22,1,TRUE,TRUE,176.364,"MOM","RE",40,0,"ALL","EW",2020-03-13 18:16:24,0.0801458447611316,NA,NA,NA,3.79639874787062,NA,NA
0.738390913688707,NA,0.176673234310063,54,64,26,1,TRUE,TRUE,234.888,"ESG","RE",40,0,"ALL","EW",2020-03-13 18:22:47,0.176673234310063,NA,NA,NA,NA,17.6782668888262,NA
0.954286928210945,NA,-0.040440572639478,58,60,28,1,FALSE,TRUE,233.773,"LOV","RE",40,0,"ALL","EW",2020-03-13 18:29:08,-0.040440572639478,NA,NA,NA,NA,NA,5.1167946924969
2.1579501433562,5.27785461882253,-1.7163838032918,77,75,36,1,FALSE,TRUE,253.138,"HML","SEC",40,0,"ALL","EW",2020-03-13 18:02:09,-1.7163838032918,NA,NA,NA,NA,NA,NA
1.90922269118243,NA,-1.73548773162501,105,100,48,1,FALSE,TRUE,338.122,"SMB","SEC",40,0,"ALL","EW",2020-03-13 18:09:06,-1.73548773162501,3.27438359121464,NA,NA,NA,NA,NA
1.70831359405312,NA,-1.74567610059974,69,69,32,1,TRUE,TRUE,226.997,"HDY","SEC",40,0,"ALL","EW",2020-03-13 18:14:10,-1.74567610059974,NA,5.43366175336003,NA,NA,NA,NA
2.90245190995377,NA,-1.59134564921666,146,225,80,1,TRUE,TRUE,608.082,"QLT","SEC",40,0,"ALL","EW",2020-03-13 18:25:41,-1.59134564921666,NA,NA,1.69219694916813,NA,NA,NA
1.66987398847568,NA,-1.88252907967198,73,106,36,0,FALSE,TRUE,299.539000000001,"MOM","SEC",40,0,"ALL","EW",2020-03-13 18:31:58,-1.88252907967198,NA,NA,NA,3.4319345728435,NA,NA
1.9640266710913,NA,-1.67720275414556,24,41,19,0,TRUE,FALSE,110.472000000002,"ESG","SEC",40,0,"ALL","EW",2020-03-13 18:35:06,-1.67720275414556,NA,NA,NA,NA,17.0070025844488,NA
1.89062105872002,NA,-1.98202014354842,200,390,137,1,FALSE,TRUE,855.68,"LOV","SEC",40,0,"ALL","EW",2020-03-13 18:50:26,-1.98202014354842,NA,NA,NA,NA,NA,4.83113437233975
2.08503003839231,-1.56247086002022,1.52503132241076,18,43,16,0,TRUE,TRUE,147.281999999999,"HML","VC",40,0,"ALL","EW",2020-03-13 18:34:40,1.52503132241076,NA,NA,NA,NA,NA,NA
2.2729871466854,NA,1.52450124800896,16,36,13,0,TRUE,TRUE,127.807,"SMB","VC",40,0,"ALL","EW",2020-03-13 18:39:47,1.52450124800896,-1.04271147253112,NA,NA,NA,NA,NA
2.07428492441767,NA,1.53168826450651,17,42,15,0,TRUE,TRUE,142.259,"HDY","VC",40,0,"ALL","EW",2020-03-13 18:44:57,1.53168826450651,NA,-1.17253819369773,NA,NA,NA,NA
2.45170692976703,NA,1.49188892032843,42,56,21,1,TRUE,TRUE,176.602000000001,"QLT","VC",40,0,"ALL","EW",2020-03-13 18:50:37,1.49188892032843,NA,NA,3.73725225220622,NA,NA,NA
2.06162981139284,NA,1.53991803069178,54,69,26,1,TRUE,TRUE,202.949000000001,"MOM","VC",40,0,"ALL","EW",2020-03-13 18:56:42,1.53991803069178,NA,NA,NA,0.0163020081797626,NA,NA
2.00439309639868,NA,1.53979424230637,59,83,27,1,TRUE,TRUE,233.366,"ESG","VC",40,0,"ALL","EW",2020-03-13 19:03:31,1.53979424230637,NA,NA,NA,NA,0.821576350846779,NA
2.08386952881964,NA,1.53372795110568,53,45,18,1,TRUE,TRUE,162.115,"LOV","VC",40,0,"ALL","EW",2020-03-13 19:08:45,1.53372795110568,NA,NA,NA,NA,NA,0.800847187004505
