"MKT","HML","value","fevals","gevals","niter","convcode","kkt1","kkt2","xtimes","Factor","Type","max.quarter","lambda","CV.key","weighting","error.fun","datetime","validation.error","SMB","HDY","QLT","MOM","ESG","LOV"
1.79907046552648,1.82565221372699,1.83796520463191,33,63,22,0,TRUE,TRUE,273.563,"HML","BO",60,0,"ALL","EW","log_L1",2020-03-15 21:10:21,1.83796520463191,NA,NA,NA,NA,NA,NA
1.25502899997372,NA,1.8043517238839,34,29,13,1,TRUE,TRUE,168.141,"SMB","BO",60,0,"ALL","EW","log_L1",2020-03-15 21:17:08,1.8043517238839,2.06833581384812,NA,NA,NA,NA,NA
1.42480910751546,NA,1.78744183913478,45,56,24,1,TRUE,TRUE,262.432,"HDY","BO",60,0,"ALL","EW","log_L1",2020-03-15 21:26:22,1.78744183913478,NA,3.96972080811468,NA,NA,NA,NA
2.08962838483634,NA,1.83971873788278,45,43,19,1,TRUE,TRUE,234.911,"QLT","BO",60,0,"ALL","EW","log_L1",2020-03-15 21:34:17,1.83971873788278,NA,NA,1.87363572870109,NA,NA,NA
1.4206502880192,NA,1.78866516273448,41,55,20,1,TRUE,TRUE,251.839,"MOM","BO",60,0,"ALL","EW","log_L1",2020-03-15 21:42:18,1.78866516273448,NA,NA,NA,2.18676180100201,NA,NA
1.4438971851236,NA,1.82666192564172,33,56,21,0,TRUE,TRUE,201.393,"ESG","BO",60,0,"ALL","EW","log_L1",2020-03-15 21:49:05,1.82666192564172,NA,NA,NA,NA,14.9647027637187,NA
1.77623626122335,NA,1.71812158313045,47,84,27,0,TRUE,TRUE,296.27,"LOV","BO",60,0,"ALL","EW","log_L1",2020-03-15 21:58:09,1.71812158313045,NA,NA,NA,NA,NA,3.7572451462795
1.26704659488369,2.03081847294339,-0.676032208781543,47,51,24,1,TRUE,TRUE,183.399,"HML","DD",60,0,"ALL","EW","log_L1",2020-03-15 21:06:04,-0.676032208781543,NA,NA,NA,NA,NA,NA
0.372890125231395,NA,-0.763877543180258,70,113,39,0,FALSE,TRUE,347.399,"SMB","DD",60,0,"ALL","EW","log_L1",2020-03-15 21:14:26,-0.763877543180258,2.17088718331978,NA,NA,NA,NA,NA
0.722424578289755,NA,-0.767249683394845,74,118,41,0,TRUE,TRUE,349.23,"HDY","DD",60,0,"ALL","EW","log_L1",2020-03-15 21:22:52,-0.767249683394845,NA,3.84098059304986,NA,NA,NA,NA
1.47077088683898,NA,-0.668509362395383,42,43,21,1,FALSE,TRUE,155.913,"QLT","DD",60,0,"ALL","EW","log_L1",2020-03-15 21:27:23,-0.668509362395383,NA,NA,2.16986472191966,NA,NA,NA
0.752354178760156,NA,-0.736500084909622,86,104,35,1,FALSE,TRUE,339.97,"MOM","DD",60,0,"ALL","EW","log_L1",2020-03-15 21:35:02,-0.736500084909622,NA,NA,NA,2.0974268234026,NA,NA
