"MKT","HML","value","fevals","gevals","niter","convcode","kkt1","kkt2","xtime","Factor","Type","max.quarter","SMB","HDY","QLT","MOM","ESG","LOV"
2.32107757888081,2.87637152844964,89392672254.0394,9,9,NA,0,TRUE,TRUE,35.2599999999948,"HML","BO",40,NA,NA,NA,NA,NA,NA
1.43781611852365,-2.18714690458855,4873646458.5105,6,6,NA,0,TRUE,TRUE,18.0599999999977,"HML","DD",40,NA,NA,NA,NA,NA,NA
2.54648357104643,3.39960483394838,899972327.014471,10,10,NA,0,TRUE,TRUE,36.1399999999994,"HML","FOF",40,NA,NA,NA,NA,NA,NA
1.58642008172555,0.587434318083179,2054611602.85126,8,8,NA,0,TRUE,TRUE,26.1399999999994,"HML","INF",40,NA,NA,NA,NA,NA,NA
1.75810695784244,4.28619149343771,230929876.781852,8,8,NA,0,TRUE,TRUE,25.679999999993,"HML","MEZZ",40,NA,NA,NA,NA,NA,NA
-0.450912920985361,1.32578420159405,2364436654.03272,11,11,NA,0,TRUE,TRUE,40.1900000000023,"HML","NATRES",40,NA,NA,NA,NA,NA,NA
1.42526749855103,-2.0229910952218,5379532268.55136,7,7,NA,0,TRUE,TRUE,22.6699999999983,"HML","PD",40,NA,NA,NA,NA,NA,NA
2.23540444172581,2.44919326465527,100453308887.86,9,9,NA,0,TRUE,TRUE,33.7299999999959,"HML","PE",40,NA,NA,NA,NA,NA,NA
0.994888476265908,2.73828280495432,16879852222.5962,8,8,NA,0,TRUE,TRUE,26,"HML","RE",40,NA,NA,NA,NA,NA,NA
1.63915801299756,7.5993102158493,827584110.665566,10,10,NA,0,TRUE,TRUE,35.2999999999884,"HML","SEC",40,NA,NA,NA,NA,NA,NA
2.35895554569579,-0.808817294140625,4727207601.38367,8,8,NA,0,TRUE,TRUE,28.6399999999994,"HML","VC",40,NA,NA,NA,NA,NA,NA
2.34593112811373,2.84247381378301,100522277298.205,9,9,NA,0,TRUE,TRUE,32.2700000000041,"HML","BO",45,NA,NA,NA,NA,NA,NA
1.40128351647801,-2.28100908020597,5469746486.21594,6,6,NA,0,TRUE,TRUE,19.8300000000017,"HML","DD",45,NA,NA,NA,NA,NA,NA
2.52413070222956,3.43521321077879,951633609.756763,9,9,NA,0,TRUE,TRUE,28.679999999993,"HML","FOF",45,NA,NA,NA,NA,NA,NA
1.5235445609236,0.661241795187801,2128290209.8249,7,7,NA,0,TRUE,TRUE,23.6399999999994,"HML","INF",45,NA,NA,NA,NA,NA,NA
1.70445784238692,4.36052216368025,255991013.047463,8,8,NA,0,TRUE,TRUE,24.2799999999988,"HML","MEZZ",45,NA,NA,NA,NA,NA,NA
-0.463080295945598,1.27417552474389,2522829104.95787,11,11,NA,0,TRUE,TRUE,36.5500000000029,"HML","NATRES",45,NA,NA,NA,NA,NA,NA
1.38724406975276,-2.1073399894139,6024587416.4016,7,7,NA,0,TRUE,TRUE,23.4900000000052,"HML","PD",45,NA,NA,NA,NA,NA,NA
2.25887300730848,2.43163556259014,112278447453.53,9,9,NA,0,TRUE,TRUE,33.4599999999919,"HML","PE",45,NA,NA,NA,NA,NA,NA
0.984852252187525,2.76432260910965,18296770182.7169,8,8,NA,0,TRUE,TRUE,27.3800000000047,"HML","RE",45,NA,NA,NA,NA,NA,NA
1.62654095488178,7.55286516076365,868096225.036789,11,11,NA,0,TRUE,TRUE,40.6499999999942,"HML","SEC",45,NA,NA,NA,NA,NA,NA
2.29550864928922,-1.19220255686268,5323794380.44916,8,8,NA,0,TRUE,TRUE,28.8899999999994,"HML","VC",45,NA,NA,NA,NA,NA,NA
2.33997001312131,2.77163675670777,110328153227.111,9,9,NA,0,TRUE,TRUE,31.5800000000017,"HML","BO",50,NA,NA,NA,NA,NA,NA
1.32881454266733,-2.31623018961022,5922499075.02408,7,7,NA,0,TRUE,TRUE,23.8300000000017,"HML","DD",50,NA,NA,NA,NA,NA,NA
2.50381588768443,3.45290861025184,985494595.830724,9,9,NA,0,TRUE,TRUE,30.4200000000128,"HML","FOF",50,NA,NA,NA,NA,NA,NA
