"MKT","HML","value","fevals","gevals","niter","convcode","kkt1","kkt2","xtimes","Factor","Type","max.quarter","SMB","HDY","QLT","MOM","ESG","LOV"
2.24589865661768,NA,2749926089.43872,8,8,NA,0,TRUE,TRUE,95.5859999999811,"QLT","DD",40,NA,NA,3.68315647869309,NA,NA,NA
3.33567952660231,NA,1086585163.60456,14,14,NA,0,TRUE,TRUE,350.015000000014,"QLT","FOF",40,NA,NA,2.76991127520231,NA,NA,NA
2.45220842737579,NA,1999076337.77446,9,9,NA,0,TRUE,TRUE,68.8420000000042,"QLT","INF",40,NA,NA,3.29837349338144,NA,NA,NA
1.90452453908158,NA,299517588.801928,9,9,NA,0,TRUE,TRUE,96.0610000000161,"QLT","MEZZ",40,NA,NA,-1.00389103114379,NA,NA,NA
0.0860828149040062,NA,2512657220.07505,11,11,NA,0,TRUE,TRUE,92.6440000000002,"QLT","NATRES",40,NA,NA,1.86071045869803,NA,NA,NA
2.23522032910082,NA,3180292062.88272,9,9,NA,0,TRUE,TRUE,167.891999999993,"QLT","PD",40,NA,NA,3.6604731107614,NA,NA,NA
3.04259410014346,NA,107975277495.041,12,12,NA,0,TRUE,TRUE,1365.576,"QLT","PE",40,NA,NA,2.7359776976452,NA,NA,NA
1.7939068604078,NA,17802666712.608,10,10,NA,0,TRUE,TRUE,245.549000000028,"QLT","RE",40,NA,NA,3.60281250488736,NA,NA,NA
2.82296468850318,NA,1721340690.20817,11,11,NA,0,TRUE,TRUE,94.5590000000084,"QLT","SEC",40,NA,NA,1.62795439606955,NA,NA,NA
2.6129519199649,NA,4648915609.63633,10,10,NA,0,TRUE,TRUE,515.65399999998,"QLT","VC",40,NA,NA,2.59961072661003,NA,NA,NA
1.65964734409855,NA,63409156472.4833,11,11,NA,0,TRUE,TRUE,764.312999999995,"MOM","BO",40,NA,NA,NA,3.98982642868688,NA,NA
1.21105670758717,NA,2568271560.82462,9,9,NA,0,TRUE,TRUE,96.5929999999935,"MOM","DD",40,NA,NA,NA,3.64948313633463,NA,NA
1.98984263259024,NA,879018950.753963,10,10,NA,0,TRUE,TRUE,238.584999999992,"MOM","FOF",40,NA,NA,NA,2.12230383703634,NA,NA
1.26017604436406,NA,1916409697.45126,9,9,NA,0,TRUE,TRUE,64.6539999999804,"MOM","INF",40,NA,NA,NA,2.72342635549634,NA,NA
1.29699725841302,NA,210828832.780951,9,9,NA,0,TRUE,TRUE,91.9679999999935,"MOM","MEZZ",40,NA,NA,NA,2.63725368190087,NA,NA
-0.893381439568496,NA,2283266822.83152,9,9,NA,0,TRUE,TRUE,74.417999999976,"MOM","NATRES",40,NA,NA,NA,3.27125611941093,NA,NA
1.20543399975698,NA,2875610505.66526,8,8,NA,0,TRUE,TRUE,150.084999999992,"MOM","PD",40,NA,NA,NA,3.52084765062423,NA,NA
1.56675998209295,NA,69097677494.3086,11,11,NA,0,TRUE,TRUE,1273.549,"MOM","PE",40,NA,NA,NA,3.9694969651513,NA,NA
0.277711792671963,NA,12564947798.5993,9,9,NA,0,TRUE,TRUE,222.988000000012,"MOM","RE",40,NA,NA,NA,5.19185101447666,NA,NA
1.21320022905939,NA,893783075.135513,10,10,NA,0,TRUE,TRUE,85.9139999999898,"MOM","SEC",40,NA,NA,NA,4.75965690058965,NA,NA
2.40622000162523,NA,4836456087.15114,9,9,NA,0,TRUE,TRUE,464.717999999993,"MOM","VC",40,NA,NA,NA,-0.340819259741904,NA,NA
1.91596342926415,NA,81883463879.3944,17,17,NA,0,TRUE,TRUE,1211.106,"ESG","BO",40,NA,NA,NA,NA,19.7872370843048,NA
1.36425346150446,NA,5680587242.08616,14,14,NA,0,TRUE,TRUE,153.214000000007,"ESG","DD",40,NA,NA,NA,NA,-4.41096143951811,NA
1.6263022258652,NA,689519664.544265,17,17,NA,0,TRUE,TRUE,403.771999999997,"ESG","FOF",40,NA,NA,NA,NA,30.811651362518,NA
1.2896336063947,NA,2057987868.00965,12,12,NA,0,TRUE,TRUE,90.3969999999972,"ESG","INF",40,NA,NA,NA,NA,13.3158391838304,NA
1.56960424765716,NA,262139928.314549,15,15,NA,0,TRUE,TRUE,153.364000000001,"ESG","MEZZ",40,NA,NA,NA,NA,18.2268934394251,NA
-0.266193700600084,NA,2540662614.15473,13,13,NA,0,TRUE,TRUE,107.566000000021,"ESG","NATRES",40,NA,NA,NA,NA,0.921773222530265,NA
1.34968093377991,NA,6145519278.85845,13,13,NA,0,TRUE,TRUE,244.081000000006,"ESG","PD",40,NA,NA,NA,NA,-3.76892363156793,NA
1.85791593670182,NA,92243997923.2058,16,16,NA,0,TRUE,TRUE,1866.29999999999,"ESG","PE",40,NA,NA,NA,NA,18.3137541822707,NA
0.506976521939426,NA,15946282721.7575,15,15,NA,0,TRUE,TRUE,371.739000000001,"ESG","RE",40,NA,NA,NA,NA,25.0680050379325,NA
1.85333662740336,NA,1276295944.9678,16,16,NA,0,TRUE,TRUE,140.280999999988,"ESG","SEC",40,NA,NA,NA,NA,24.6125153664265,NA
2.32844302420765,NA,4865913838.78454,14,14,NA,0,TRUE,TRUE,707.823000000004,"ESG","VC",40,NA,NA,NA,NA,1.62486383038769,NA
2.05728773367843,NA,54728360447.6628,11,11,NA,0,TRUE,TRUE,792.231,"LOV","BO",40,NA,NA,NA,NA,NA,4.80625273781335
1.89052019854334,NA,2672141141.05524,9,9,NA,0,TRUE,TRUE,105.419000000024,"LOV","DD",40,NA,NA,NA,NA,NA,3.84972867194345
1.62865059440947,NA,360492299.52021,13,13,NA,0,TRUE,TRUE,320.266000000003,"LOV","FOF",40,NA,NA,NA,NA,NA,6.32966276089399
1.29608705360128,NA,1094689973.27281,9,9,NA,0,TRUE,TRUE,72.2269999999844,"LOV","INF",40,NA,NA,NA,NA,NA,5.47434911435073
1.91847851077044,NA,135976278.492622,8,8,NA,0,TRUE,TRUE,84.7320000000182,"LOV","MEZZ",40,NA,NA,NA,NA,NA,3.7715688502283
-0.499595671175532,NA,2293475428.25496,9,9,NA,0,TRUE,TRUE,81.3859999999986,"LOV","NATRES",40,NA,NA,NA,NA,NA,2.86332720575667
1.88730028479962,NA,2846160790.21561,9,9,NA,0,TRUE,TRUE,184.01999999999,"LOV","PD",40,NA,NA,NA,NA,NA,3.85168334960893
1.96904021562914,NA,58679106431.063,11,11,NA,0,TRUE,TRUE,1275.948,"LOV","PE",40,NA,NA,NA,NA,NA,4.88070679700642
0.952475273630626,NA,10975516784.2248,10,10,NA,0,TRUE,TRUE,245.749000000011,"LOV","RE",40,NA,NA,NA,NA,NA,5.95400893285615
1.83255739560179,NA,576121806.862945,12,12,NA,0,TRUE,TRUE,102.626999999979,"LOV","SEC",40,NA,NA,NA,NA,NA,5.63926003857048
2.45397664306521,NA,4860715839.66584,8,8,NA,0,TRUE,TRUE,408.608000000007,"LOV","VC",40,NA,NA,NA,NA,NA,0.238023095366954
