"","MKT","Alpha","HML","value","fevals","gevals","niter","convcode","kkt1","kkt2","xtime","SE.MKT","SE.Alpha","SE.HML","Wald.p.value.MKT_1","SE.MKT.indep","SE.Alpha.indep","SE.HML.indep","Factor","Type","max.month","lambda","kernel.bandwidth","CV.key","weighting","error.fun","sdf.model","datetime","validation.error","SMB","SE.SMB","SE.SMB.indep","HDY","SE.HDY","SE.HDY.indep","QLT","SE.QLT","SE.QLT.indep","MOM","SE.MOM","SE.MOM.indep","ESG","SE.ESG","SE.ESG.indep","LOV","SE.LOV","SE.LOV.indep"
"Nelder-Mead",1.29117519655196,-0.00130283156799702,-0.305316851349181,0.00286250535782822,160,NA,NA,0,TRUE,TRUE,0.809999999999491,6.43554627960249e-06,0.00044543742160802,1.08535342553204e-05,1,2.58644849623164e-06,0.0001601637191176,5.04451668778292e-06,"HML","ALL",210,0,12,"ALL","FW_VYP","L2_Lasso","linear",2023-05-10 16:19:07,0.00286250535782822,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Nelder-Mead1",1.24101896978978,0.000225328106242894,NA,0.00274535551031041,144,NA,NA,0,TRUE,FALSE,0.759999999999309,4.45200404370763e-06,0.000744142978934801,NA,1,2.05355304356458e-06,0.000268096554201794,NA,"SMB","ALL",210,0,12,"ALL","FW_VYP","L2_Lasso","linear",2023-05-10 16:19:12,0.00274535551031041,-0.476114227052416,1.41434815886411e-05,7.440331188474e-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Nelder-Mead2",1.2408136617028,-0.00070780755977607,NA,0.00283531002515493,160,NA,NA,0,TRUE,FALSE,0.859999999999673,4.56001839832331e-06,0.000417701196913166,NA,1,1.79654100752696e-06,0.000150307691555063,NA,"HDY","ALL",210,0,12,"ALL","FW_VYP","L2_Lasso","linear",2023-05-10 16:19:18,0.00283531002515493,NA,NA,NA,-0.577994558195042,7.80394750825234e-06,4.05266886282892e-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Nelder-Mead3",1.43090538769917,-0.00049804149275554,NA,0.00301484650809242,168,NA,NA,0,TRUE,FALSE,1.0600000000004,0.000579395639034897,0.0379942575994226,NA,0.999999999998093,0.000203135910949238,0.0136756635833622,NA,"QLT","ALL",210,0,12,"ALL","FW_VYP","L2_Lasso","linear",2023-05-10 16:19:22,0.00301484650809242,NA,NA,NA,NA,NA,NA,-0.273857531625143,0.00165821918812702,0.000648534168679442,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Nelder-Mead4",1.60089921670243,0.000184129018578519,NA,0.00300013915967819,164,NA,NA,0,TRUE,FALSE,1,1.83035976167112e-05,0.00121349160148902,NA,0.999999999999947,6.76069207819975e-06,0.000437166779037115,NA,"MOM","ALL",210,0,12,"ALL","FW_VYP","L2_Lasso","linear",2023-05-10 16:19:28,0.00300013915967819,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.983756097886372,7.02805744907241e-05,2.53012911545618e-05,NA,NA,NA,NA,NA,NA
"Nelder-Mead5",1.3795781322801,-0.0010329632002036,NA,0.00266924712725508,218,NA,NA,0,TRUE,FALSE,1.36000000000058,1.87524193940136e-05,0.00120388846832445,NA,0.999999999989996,6.72882741180658e-06,0.000433026659478961,NA,"ESG","ALL",210,0,12,"ALL","FW_VYP","L2_Lasso","linear",2023-05-10 16:19:32,0.00266924712725508,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.51981064011098,5.01230874159598e-05,1.97161526938202e-05,NA,NA,NA
"Nelder-Mead6",1.06857451923596,0.00125062405859539,NA,0.00261723365940571,210,NA,NA,0,TRUE,FALSE,1.28999999999996,1.82153181326204e-05,0.00114095711833393,NA,1,7.01569522031401e-06,0.00041163295465831,NA,"LOV","ALL",210,0,12,"ALL","FW_VYP","L2_Lasso","linear",2023-05-10 16:19:39,0.00261723365940571,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.824755018098767,1.00771604686649e-05,9.41654838488508e-06
"Nelder-Mead7",1.4619813455847,-0.000973472784097715,-0.299677566793724,0.00259248078205753,174,NA,NA,0,TRUE,TRUE,1.19000000000051,5.94399472666273e-06,0.000373232628522542,8.17823564762536e-06,1,2.35032606609763e-06,0.000134665030121896,3.75131749611e-06,"HML","BO",210,0,12,"ALL","FW_VYP","L2_Lasso","linear",2023-05-10 16:19:43,0.00259248078205753,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Nelder-Mead11",1.43827826346501,0.000258672870681714,NA,0.00257547996920351,202,NA,NA,0,TRUE,FALSE,1.35999999999967,4.47268511411156e-06,0.000370527344915791,NA,1,1.76387364229039e-06,0.000134032412993875,NA,"SMB","BO",210,0,12,"ALL","FW_VYP","L2_Lasso","linear",2023-05-10 16:19:47,0.00257547996920351,-0.416662234727942,8.3646624566864e-06,3.88126077891802e-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Nelder-Mead21",1.44708382879322,-0.000511638220319718,NA,0.00261402658201548,204,NA,NA,0,TRUE,FALSE,1.4399999999996,4.12017316489182e-06,0.000282416588482796,NA,1,1.57253035496836e-06,0.000101993254976996,NA,"HDY","BO",210,0,12,"ALL","FW_VYP","L2_Lasso","linear",2023-05-10 16:19:54,0.00261402658201548,NA,NA,NA,-0.478422517878222,6.17327610888416e-06,2.86319911448531e-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Nelder-Mead31",1.52933510325446,0.00126391383810491,NA,0.00258371624697842,146,NA,NA,0,TRUE,FALSE,0.989999999999782,9.34015625214574e-05,0.0142545702956733,NA,0.99999999999804,3.28421514646202e-05,0.00516838845554856,NA,"QLT","BO",210,0,12,"ALL","FW_VYP","L2_Lasso","linear",2023-05-10 16:19:59,0.00258371624697842,NA,NA,NA,NA,NA,NA,-0.605155054732789,0.000367872995676711,0.000164996312133663,NA,NA,NA,NA,NA,NA,NA,NA,NA
