"","MKT","Alpha","HML","value","fevals","gevals","niter","convcode","kkt1","kkt2","xtime","SE.MKT","SE.Alpha","SE.HML","Wald.p.value.MKT_1","SE.MKT.indep","SE.Alpha.indep","SE.HML.indep","Factor","Type","max.month","lambda","kernel.bandwidth","CV.key","weighting","error.fun","sdf.model","datetime","validation.error","SMB","SE.SMB","SE.SMB.indep","HDY","SE.HDY","SE.HDY.indep","QLT","SE.QLT","SE.QLT.indep","MOM","SE.MOM","SE.MOM.indep","ESG","SE.ESG","SE.ESG.indep","LOV","SE.LOV","SE.LOV.indep"
"Nelder-Mead",0.935114463159224,-0.00078637805506106,-0.910881014604066,9.07286784070801e-06,324,NA,NA,0,TRUE,FALSE,1.9399999999996,2.1680674463757e-06,0.000174235737814904,2.00074381979033e-06,1,8.33343870764164e-07,5.8878356956361e-05,1.10729093896281e-06,"HML","ALL",180,0,12,"ALL","EW_VYP","L1_Ridge","linear",2023-05-10 17:22:06,9.07286784070801e-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Nelder-Mead1",0.806678353129374,0.00367625021467012,NA,8.43661909955338e-06,216,NA,NA,0,TRUE,TRUE,1.4399999999996,2.27673810716471e-06,0.000189881784930267,NA,1,1.05954399282273e-06,7.23740603328984e-05,NA,"SMB","ALL",180,0,12,"ALL","EW_VYP","L1_Ridge","linear",2023-05-10 17:22:13,8.43661909955338e-06,-1.1186621543784,1.4168289192354e-06,9.15565657309609e-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Nelder-Mead2",0.68690773566613,0.00183012899209412,NA,8.09145807857438e-06,216,NA,NA,0,TRUE,FALSE,1.30999999999949,2.65635635250148e-06,0.000218268036358038,NA,1,9.93175833395105e-07,7.59580600756263e-05,NA,"HDY","ALL",180,0,12,"ALL","EW_VYP","L1_Ridge","linear",2023-05-10 17:22:20,8.09145807857438e-06,NA,NA,NA,-1.69508800154812,2.39921498914628e-06,1.52978281686419e-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Nelder-Mead3",1.45062293750186,-0.00298599261470152,NA,1.18170863318532e-05,304,NA,NA,0,TRUE,TRUE,1.68000000000029,1.34480204023047e-06,0.000321628908520176,NA,1,4.5542274534161e-07,0.000108615123478823,NA,"QLT","ALL",180,0,12,"ALL","EW_VYP","L1_Ridge","linear",2023-05-10 17:22:25,1.18170863318532e-05,NA,NA,NA,NA,NA,NA,0.73112910449129,9.23597332549487e-06,3.56806385364067e-06,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Nelder-Mead4",1.38198315413543,-0.0037855067420741,NA,1.16132203240043e-05,502,NA,NA,1,TRUE,TRUE,2.63999999999942,5.42757618680153e-06,0.000450541049535432,NA,0.999999999999997,1.83770291048915e-06,0.000152054423545218,NA,"MOM","ALL",180,0,12,"ALL","EW_VYP","L1_Ridge","linear",2023-05-10 17:22:32,1.16132203240043e-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.45022694037237,1.32839169343504e-05,5.32672960454272e-06,NA,NA,NA,NA,NA,NA
"Nelder-Mead5",1.38265056021682,-0.00118402441197137,NA,9.43172988192177e-06,502,NA,NA,1,FALSE,FALSE,2.75,2.82291409919575e-06,0.000338182132327947,NA,0.999999999999762,9.52388489195712e-07,0.000114278708033953,NA,"ESG","ALL",180,0,12,"ALL","EW_VYP","L1_Ridge","linear",2023-05-10 17:22:39,9.43172988192177e-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.2581485422402,8.42754853694808e-06,3.81430752834755e-06,NA,NA,NA
"Nelder-Mead6",0.802432072576231,0.00313199090451578,NA,8.97243941319875e-06,358,NA,NA,0,TRUE,TRUE,1.82999999999993,1.67566835793473e-06,0.000185871186381707,NA,1,6.89988859215388e-07,6.73625570539443e-05,NA,"LOV","ALL",180,0,12,"ALL","EW_VYP","L1_Ridge","linear",2023-05-10 17:22:49,8.97243941319875e-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.48607480283264,2.38402555045819e-06,1.35509956703669e-06
"Nelder-Mead7",0.833611669523393,0.00146389966682182,-0.747865258159115,4.67491680534358e-06,386,NA,NA,0,TRUE,TRUE,2.58999999999924,5.68672969347418e-06,0.000408732271695902,8.74798199139696e-06,1,2.19223505019924e-06,0.000140916052255683,3.06103548055544e-06,"HML","BO",180,0,12,"ALL","EW_VYP","L1_Ridge","linear",2023-05-10 17:23:00,4.67491680534358e-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Nelder-Mead11",0.925174058262622,0.00374876219897979,NA,4.43973158236154e-06,330,NA,NA,0,TRUE,TRUE,1.76999999999953,1.86388316634479e-06,0.000215483794789779,NA,1,7.94231559675529e-07,7.65255777643465e-05,NA,"SMB","BO",180,0,12,"ALL","EW_VYP","L1_Ridge","linear",2023-05-10 17:23:09,4.43973158236154e-06,-0.901078260797005,2.2383057697386e-06,1.42423365640701e-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Nelder-Mead21",0.69267456729651,0.00315173391688148,NA,4.55730167875335e-06,330,NA,NA,0,TRUE,TRUE,1.9399999999996,2.13420675661466e-06,0.000207186213926574,NA,1,8.20956302394957e-07,7.33571988083402e-05,NA,"HDY","BO",180,0,12,"ALL","EW_VYP","L1_Ridge","linear",2023-05-10 17:23:18,4.55730167875335e-06,NA,NA,NA,-1.42041591701038,3.86885108308212e-06,1.37544501376942e-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
