"","MKT","Alpha","HML","value","fevals","gevals","niter","convcode","kkt1","kkt2","xtime","SE.MKT","SE.Alpha","SE.HML","Wald.p.value.MKT_1","SE.MKT.indep","SE.Alpha.indep","SE.HML.indep","Factor","Type","max.month","lambda","kernel.bandwidth","CV.key","weighting","error.fun","sdf.model","datetime","validation.error","SMB","SE.SMB","SE.SMB.indep","HDY","SE.HDY","SE.HDY.indep","QLT","SE.QLT","SE.QLT.indep","MOM","SE.MOM","SE.MOM.indep","ESG","SE.ESG","SE.ESG.indep","LOV","SE.LOV","SE.LOV.indep"
"Nelder-Mead",1.11624511938018,-0.000222407203392855,-0.438509647330542,0.00920823405730704,354,NA,NA,0,FALSE,FALSE,2,3.21153997653408e-06,0.000220908562480234,1.78664374241339e-06,1,1.29194587092436e-06,7.95428405470271e-05,1.71786080223491e-06,"HML","ALL",180,0,12,"ALL","FW_VYP","L1_Ridge","linear",2023-05-10 15:31:31,0.00920823405730704,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Nelder-Mead1",1.38535342690454,-0.00068438844447883,NA,0.00887148435573425,342,NA,NA,0,FALSE,TRUE,2.05000000000018,8.93300109491342e-07,0.000116810648359566,NA,1,3.8526622398624e-07,4.20349143730637e-05,NA,"SMB","ALL",180,0,12,"ALL","FW_VYP","L1_Ridge","linear",2023-05-10 15:31:40,0.00887148435573425,-0.407026494106728,2.88503876771665e-06,1.34445491577658e-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Nelder-Mead2",1.36463391458349,-0.00139784194192378,NA,0.0090727649231931,226,NA,NA,0,FALSE,TRUE,1.17000000000007,1.51906395951434e-06,0.000135819920415959,NA,1,5.9713315703214e-07,4.88295840706142e-05,NA,"HDY","ALL",180,0,12,"ALL","FW_VYP","L1_Ridge","linear",2023-05-10 15:31:47,0.0090727649231931,NA,NA,NA,-0.454649721603918,2.84164335901823e-06,1.39233510553529e-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Nelder-Mead3",1.51540761249801,-0.001253805610426,NA,0.00970808836969793,330,NA,NA,0,FALSE,TRUE,1.84000000000015,3.16614026964388e-07,0.000136459452700593,NA,1,1.16691925598051e-07,4.90688868975587e-05,NA,"QLT","ALL",180,0,12,"ALL","FW_VYP","L1_Ridge","linear",2023-05-10 15:31:52,0.00970808836969793,NA,NA,NA,NA,NA,NA,-0.14965106181295,4.78767886878434e-06,1.75190677234705e-06,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Nelder-Mead4",1.60872447064727,-0.00127652504007431,NA,0.00951439525499131,338,NA,NA,0,FALSE,TRUE,1.98000000000002,3.77357747875134e-07,0.000122195713504023,NA,1,1.64175890030989e-07,4.39385803047191e-05,NA,"MOM","ALL",180,0,12,"ALL","FW_VYP","L1_Ridge","linear",2023-05-10 15:31:57,0.00951439525499131,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.376018859561952,4.36424855973016e-06,1.59182751375727e-06,NA,NA,NA,NA,NA,NA
"Nelder-Mead5",1.33588650788631,-0.000637667054692906,NA,0.00862126465757854,490,NA,NA,0,FALSE,FALSE,2.62000000000035,1.66784311370348e-06,0.000211854301859748,NA,0.999999999999993,5.97468614227681e-07,7.62412112035469e-05,NA,"ESG","ALL",180,0,12,"ALL","FW_VYP","L1_Ridge","linear",2023-05-10 15:32:03,0.00862126465757854,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.73036306325509,4.9728081130036e-06,2.3321595184622e-06,NA,NA,NA
"Nelder-Mead6",1.19785641538831,0.000334717635541583,NA,0.0085730945483285,502,NA,NA,0,FALSE,FALSE,2.94999999999982,2.17793724695768e-06,0.000207421397535597,NA,1,8.92763334076054e-07,7.47393497745964e-05,NA,"LOV","ALL",180,0,12,"ALL","FW_VYP","L1_Ridge","linear",2023-05-10 15:32:16,0.0085730945483285,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.58304381757708,2.9471269570101e-06,1.90419878949958e-06
"Nelder-Mead7",1.59677216071252,-0.00188842875751791,-0.319265657491522,0.00831909576754293,328,NA,NA,0,FALSE,TRUE,2.05999999999995,2.1015327040904e-06,0.00015854655929638,2.93062085172604e-06,1,8.51551438343122e-07,5.71010937325802e-05,1.45618458813297e-06,"HML","BO",180,0,12,"ALL","FW_VYP","L1_Ridge","linear",2023-05-10 15:32:21,0.00831909576754293,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Nelder-Mead11",1.60253296777605,-0.000768568198598952,NA,0.00850141630476418,290,NA,NA,0,FALSE,TRUE,1.53999999999996,8.70086253138728e-07,0.000132260304648201,NA,1,3.88981238510374e-07,4.77400124539893e-05,NA,"SMB","BO",180,0,12,"ALL","FW_VYP","L1_Ridge","linear",2023-05-10 15:32:25,0.00850141630476418,-0.442311624418917,2.41509906357658e-06,1.23838986451764e-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Nelder-Mead21",1.59619258849691,-0.00153260654623347,NA,0.00863231277570565,226,NA,NA,0,FALSE,FALSE,1.15000000000009,1.33489212923945e-06,0.000130796504912938,NA,1,5.26465532509692e-07,4.71396563820077e-05,NA,"HDY","BO",180,0,12,"ALL","FW_VYP","L1_Ridge","linear",2023-05-10 15:32:29,0.00863231277570565,NA,NA,NA,-0.494141732517814,2.11477237531134e-06,1.14324014678673e-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Nelder-Mead31",1.65632623675164,0.000607885502787521,NA,0.0083923089190759,242,NA,NA,0,FALSE,TRUE,1.52999999999975,3.55690757121802e-07,0.000151862074149052,NA,1,1.59731316750828e-07,5.4976559593772e-05,NA,"QLT","BO",180,0,12,"ALL","FW_VYP","L1_Ridge","linear",2023-05-10 15:32:33,0.0083923089190759,NA,NA,NA,NA,NA,NA,-0.605601404158323,3.06399404482982e-06,1.53267839631604e-06,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Nelder-Mead41",1.87145473421191,0.00426738946097081,NA,0.00769563231622447,334,NA,NA,0,FALSE,TRUE,1.92000000000007,1.01272691193071e-06,0.000126504203624732,NA,1,3.83579456916538e-07,4.73706225918975e-05,NA,"MOM","BO",180,0,12,"ALL","FW_VYP","L1_Ridge","linear",2023-05-10 15:32:42,0.00769563231622447,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.30802982885855,3.84547895132264e-06,1.43128386678601e-06,NA,NA,NA,NA,NA,NA
"Nelder-Mead51",1.31399219498432,0.00115157372515503,NA,0.00744894037572137,398,NA,NA,0,FALSE,FALSE,2.53999999999996,1.83972303458049e-06,0.000304967429931487,NA,0.999999999999999,6.64409204867171e-07,0.000110545272608455,NA,"ESG","BO",180,0,12,"ALL","FW_VYP","L1_Ridge","linear",2023-05-10 15:32:48,0.00744894037572137,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.96006000205264,2.37371195492558e-06,2.24284112223403e-06,NA,NA,NA
