"","MKT","Alpha","HML","value","fevals","gevals","niter","convcode","kkt1","kkt2","xtime","SE.MKT","SE.Alpha","SE.HML","Wald.p.value.MKT_1","SE.MKT.indep","SE.Alpha.indep","SE.HML.indep","Factor","Type","max.month","lambda","kernel.bandwidth","CV.key","weighting","error.fun","sdf.model","datetime","validation.error","SMB","SE.SMB","SE.SMB.indep","HDY","SE.HDY","SE.HDY.indep","QLT","SE.QLT","SE.QLT.indep","MOM","SE.MOM","SE.MOM.indep","ESG","SE.ESG","SE.ESG.indep","LOV","SE.LOV","SE.LOV.indep"
"Nelder-Mead",1.30040092322926,-0.00133403668877864,-0.316335700316295,0.00249071268535784,100,NA,NA,0,TRUE,TRUE,0.480000000000473,6.30442486437645e-06,0.000381048785943565,8.61719368619588e-06,1,2.48772025495956e-06,0.000137005895761534,4.14189797535307e-06,"HML","ALL",180,0,12,"ALL","FW_VYP","L2_Lasso","linear",2023-05-10 16:12:37,0.00249071268535784,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Nelder-Mead1",1.25388606605668,0.000191624551766632,NA,0.00239028497206153,158,NA,NA,0,TRUE,FALSE,0.800000000000182,0.564109229769252,0.736553883448197,NA,0.999272175007481,0.203172615846804,0.265299334089575,NA,"SMB","ALL",180,0,12,"ALL","FW_VYP","L2_Lasso","linear",2023-05-10 16:12:43,0.00239028497206153,-0.474434275833662,0.596976302897158,0.215072681203292,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Nelder-Mead2",1.2488704107393,-0.000714723327591233,NA,0.00246897731994922,146,NA,NA,0,TRUE,FALSE,0.729999999999563,8.01836971450017e-05,0.00173093344702631,NA,0.999999999999878,2.92285577883518e-05,0.000622858992201167,NA,"HDY","ALL",180,0,12,"ALL","FW_VYP","L2_Lasso","linear",2023-05-10 16:12:48,0.00246897731994922,NA,NA,NA,-0.591350545262795,0.000165370538749128,5.98074661136725e-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Nelder-Mead3",1.46393863526196,-0.000889957230945214,NA,0.00269026306267618,126,NA,NA,0,TRUE,FALSE,0.609999999999673,0.000144812528020174,0.00269672514367207,NA,0.999999999999999,5.16820713826694e-05,0.000970160392391631,NA,"QLT","ALL",180,0,12,"ALL","FW_VYP","L2_Lasso","linear",2023-05-10 16:12:52,0.00269026306267618,NA,NA,NA,NA,NA,NA,-0.18612101959247,0.000282315707793442,0.00010177067220043,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Nelder-Mead4",1.57269387508181,-0.000578294352685348,NA,0.00268501896135655,190,NA,NA,0,TRUE,FALSE,0.900000000000546,8.34904417541525e-06,0.00218443664296385,NA,0.999999999999976,3.48851625454873e-06,0.00078618836009361,NA,"MOM","ALL",180,0,12,"ALL","FW_VYP","L2_Lasso","linear",2023-05-10 16:12:59,0.00268501896135655,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.610881026881087,8.2661729747912e-05,3.0128606669119e-05,NA,NA,NA,NA,NA,NA
"Nelder-Mead5",1.40144572823925,-0.00112258101235416,NA,0.00236589392970791,206,NA,NA,0,TRUE,FALSE,1.69999999999982,8.48670455222826e-06,0.000712631923063831,NA,0.999999999998872,3.04251165588078e-06,0.000256297576424559,NA,"ESG","ALL",180,0,12,"ALL","FW_VYP","L2_Lasso","linear",2023-05-10 16:13:05,0.00236589392970791,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.75965999778756,2.73736599857924e-05,1.09229973086981e-05,NA,NA,NA
"Nelder-Mead6",1.11043673910089,0.00102193630184443,NA,0.00231132222869116,168,NA,NA,0,TRUE,FALSE,0.789999999999964,3.5147127413679e-05,0.001117779449211,NA,0.999999999999997,1.29803384499383e-05,0.000403142230605143,NA,"LOV","ALL",180,0,12,"ALL","FW_VYP","L2_Lasso","linear",2023-05-10 16:13:14,0.00231132222869116,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.755156244579181,3.25876750750451e-05,1.54113016964774e-05
"Nelder-Mead7",1.46923723574348,-0.00104017434023237,-0.346892745608368,0.00219316307994592,156,NA,NA,0,TRUE,TRUE,0.760000000000218,5.08242598434902e-06,0.00034192995777088,9.61788730908126e-06,1,2.02312193341768e-06,0.00012335449705516,4.00160483456926e-06,"HML","BO",180,0,12,"ALL","FW_VYP","L2_Lasso","linear",2023-05-10 16:13:17,0.00219316307994592,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Nelder-Mead11",1.4522785868005,0.000296250013944071,NA,0.00219119890508513,154,NA,NA,0,TRUE,TRUE,0.859999999999673,1.00413189532644e-05,0.000615507973629668,NA,1,3.83592199395256e-06,0.000222668245522109,NA,"SMB","BO",180,0,12,"ALL","FW_VYP","L2_Lasso","linear",2023-05-10 16:13:23,0.00219119890508513,-0.452671538032074,1.85804526191623e-05,7.71608872175426e-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Nelder-Mead21",1.45001297264845,-0.000499858184154815,NA,0.00222648322905565,134,NA,NA,0,TRUE,FALSE,0.710000000000036,0.000162337560213617,0.00296747743936768,NA,0.999999999999633,5.91537443133066e-05,0.00107169982758736,NA,"HDY","BO",180,0,12,"ALL","FW_VYP","L2_Lasso","linear",2023-05-10 16:13:29,0.00222648322905565,NA,NA,NA,-0.557378414713487,0.000331233477006328,0.000119073171546377,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Nelder-Mead31",1.58540633118207,0.000644352081127295,NA,0.00227446504654493,118,NA,NA,0,TRUE,FALSE,0.920000000000073,1.01965263247871e-05,0.000834929828774677,NA,1,3.592111677208e-06,0.000302280520782123,NA,"QLT","BO",180,0,12,"ALL","FW_VYP","L2_Lasso","linear",2023-05-10 16:13:32,0.00227446504654493,NA,NA,NA,NA,NA,NA,-0.466666031642387,2.93394256442704e-05,1.18011199505303e-05,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Nelder-Mead41",1.8609856086708,0.00650418933062869,NA,0.00203841746894246,314,NA,NA,0,TRUE,FALSE,2.14000000000033,0.000286805873908671,0.0265808872830619,NA,0.999999979070405,0.000291145584873745,0.0151124979908098,NA,"MOM","BO",180,0,12,"ALL","FW_VYP","L2_Lasso","linear",2023-05-10 16:13:41,0.00203841746894246,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.82453386403963,0.00140255577902414,0.000575532004315878,NA,NA,NA,NA,NA,NA
"Nelder-Mead51",1.54914591191091,-0.000362490791441237,NA,0.00186663027371797,178,NA,NA,0,TRUE,FALSE,1.21000000000004,5.28554895926859e-06,0.000443110172074629,NA,0.999999999999393,1.90598147797282e-06,0.00016007577622638,NA,"ESG","BO",180,0,12,"ALL","FW_VYP","L2_Lasso","linear",2023-05-10 16:13:45,0.00186663027371797,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.75576324639614,1.31980309244344e-05,5.50467572849039e-06,NA,NA,NA
"Nelder-Mead61",1.14878110509012,0.00245565434479775,NA,0.00191869188041523,140,NA,NA,0,TRUE,FALSE,1,0.00259340246138836,0.021383912236738,NA,0.999999789365181,0.000944964088300648,0.00777932259427099,NA,"LOV","BO",180,0,12,"ALL","FW_VYP","L2_Lasso","linear",2023-05-10 16:13:50,0.00191869188041523,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.11443436016106,0.00860085717454002,0.0031470642082951
"Nelder-Mead8",1.05206570456864,0.00311185872102423,1.43899761134124,0.000503300289673626,132,NA,NA,0,TRUE,TRUE,0.579999999999927,0.00185600177905964,0.0726547744109083,0.0038364529070574,0.999999958191056,0.000765826583012935,0.031263416518793,0.00167343766841992,"HML","DD",180,0,12,"ALL","FW_VYP","L2_Lasso","linear",2023-05-10 16:13:53,0.000503300289673626,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Nelder-Mead12",1.11854016631298,-0.00344403336797568,NA,0.000322144895854757,166,NA,NA,0,TRUE,TRUE,1,0.0357849228219041,0.616832428680676,NA,0.999683507289267,0.0146530863867648,0.245955069374378,NA,"SMB","DD",180,0,12,"ALL","FW_VYP","L2_Lasso","linear",2023-05-10 16:13:57,0.000322144895854757,1.62822636570153,0.0612615077698088,0.0241244924325814,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Nelder-Mead22",1.20970377454104,0.000381581454182092,NA,0.000375644242526433,218,NA,NA,0,TRUE,FALSE,1.10999999999967,0.000376233141917579,0.00574412830048994,NA,0.999999994714269,0.000148745906493683,0.00229855476997737,NA,"HDY","DD",180,0,12,"ALL","FW_VYP","L2_Lasso","linear",2023-05-10 16:14:01,0.000375644242526433,NA,NA,NA,2.49453364639535,0.00105511694590685,0.00041420187400849,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Nelder-Mead32",0.376626643304898,0.00959006060712046,NA,0.000552520898216611,150,NA,NA,0,TRUE,FALSE,0.849999999999454,0.00050623752811742,0.022164617162664,NA,0.999999995554048,0.000278401273609173,0.0154639522196997,NA,"QLT","DD",180,0,12,"ALL","FW_VYP","L2_Lasso","linear",2023-05-10 16:14:06,0.000552520898216611,NA,NA,NA,NA,NA,NA,-2.02794481058837,0.00100166024357469,0.000461598799158491,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Nelder-Mead42",1.1240750239459,0.00872665676973749,NA,0.000376370501991016,182,NA,NA,0,TRUE,FALSE,1.11999999999989,0.00202174053662329,0.0458133099238126,NA,0.999999970320124,0.00112700919967185,0.0348045394501402,NA,"MOM","DD",180,0,12,"ALL","FW_VYP","L2_Lasso","linear",2023-05-10 16:14:13,0.000376370501991016,NA,NA,NA,NA,NA,NA,NA,NA,NA,-3.88067434869337,0.0012057201541673,0.000908941721711424,NA,NA,NA,NA,NA,NA
"Nelder-Mead52",0.883202944043583,0.00212551580796597,NA,0.000607530527943102,186,NA,NA,0,TRUE,FALSE,1,0.0191534498216492,0.566960479553983,NA,0.967030651881617,0.00819857486654357,0.243323210414189,NA,"ESG","DD",180,0,12,"ALL","FW_VYP","L2_Lasso","linear",2023-05-10 16:14:16,0.000607530527943102,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.5682525991887,0.0353567842767538,0.0141696678412365,NA,NA,NA
"Nelder-Mead62",1.03520075616826,0.000248357028282253,NA,0.000641394953352584,122,NA,NA,0,TRUE,FALSE,0.609999999999673,0.00100495693558115,0.174703021054377,NA,0.999999999270701,0.000466995376694069,0.069891417436784,NA,"LOV","DD",180,0,12,"ALL","FW_VYP","L2_Lasso","linear",2023-05-10 16:14:19,0.000641394953352584,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.645840832398057,0.0021480801907987,0.00232788409616563
"Nelder-Mead9",2.04512483966904,-0.00513107713900191,0.345568668230028,6.18648474779458e-05,152,NA,NA,0,TRUE,FALSE,0.449999999999818,0.00135893512715087,0.114352821560633,0.00405143312118059,0.99999998959691,0.000587600575914115,0.0494421359005829,0.001849816483986,"HML","FOF",180,0,12,"ALL","FW_VYP","L2_Lasso","linear",2023-05-10 16:14:21,6.18648474779458e-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Nelder-Mead13",1.29125356122493,-0.00119929040466487,NA,6.13665343280523e-05,180,NA,NA,0,TRUE,FALSE,0.610000000000582,2.14904485744996e-05,0.000985471820977601,NA,0.999999999999975,9.29845303616541e-06,0.000430366867779922,NA,"SMB","FOF",180,0,12,"ALL","FW_VYP","L2_Lasso","linear",2023-05-10 16:14:24,6.13665343280523e-05,-0.86157080149565,6.16672190988859e-05,2.87526230207651e-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Nelder-Mead23",2.24032818828905,-0.00593490342074967,NA,6.14592326138598e-05,140,NA,NA,0,TRUE,FALSE,0.359999999999673,0.00162373005362526,0.119509102863778,NA,0.999999866242378,0.00069145634550845,0.0516974560667804,NA,"HDY","FOF",180,0,12,"ALL","FW_VYP","L2_Lasso","linear",2023-05-10 16:14:26,6.14592326138598e-05,NA,NA,NA,1.10213384103753,0.00474897544866525,0.00208133036890967,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Nelder-Mead33",1.17237057006122,0.011928441323056,NA,5.96762305777545e-05,170,NA,NA,0,TRUE,FALSE,0.480000000000473,0.00500051137698426,0.0941489826647583,NA,0.999999905395622,0.0025230324888838,0.0590982492485159,NA,"QLT","FOF",180,0,12,"ALL","FW_VYP","L2_Lasso","linear",2023-05-10 16:14:29,5.96762305777545e-05,NA,NA,NA,NA,NA,NA,-4.19598719951419,0.00162177980488183,0.00102189656364655,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Nelder-Mead43",-0.603253665256174,0.010173563959405,NA,4.88991193870367e-05,302,NA,NA,0,TRUE,FALSE,1,0.00991155629080159,0.335882711552314,NA,0.999034831582993,0.00612749842818892,0.213838714339499,NA,"MOM","FOF",180,0,12,"ALL","FW_VYP","L2_Lasso","linear",2023-05-10 16:14:32,4.88991193870367e-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.44488603289705,0.0389385035187292,0.0189546749786315,NA,NA,NA,NA,NA,NA
"Nelder-Mead53",1.94702440903776,-0.0052958552423765,NA,6.07455351942393e-05,160,NA,NA,0,TRUE,FALSE,0.550000000000182,0.0014252762110378,0.117980126592126,NA,0.999995813752778,0.000617062660770753,0.0510145842949586,NA,"ESG","FOF",180,0,12,"ALL","FW_VYP","L2_Lasso","linear",2023-05-10 16:14:35,6.07455351942393e-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-5.53186944262269,0.00488726210665253,0.0022006954221667,NA,NA,NA
"Nelder-Mead63",2.25361838779419,-0.00774708022049497,NA,6.10988709104856e-05,182,NA,NA,0,TRUE,FALSE,0.659999999999854,0.00260634140587325,0.14072539877707,NA,0.99999981157052,0.00111351651438815,0.0610076964716031,NA,"LOV","FOF",180,0,12,"ALL","FW_VYP","L2_Lasso","linear",2023-05-10 16:14:37,6.10988709104856e-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.773375277975153,0.00589676781130161,0.00257841657102698
"Nelder-Mead10",-0.217757239876913,0.00628088973016136,-0.694847599115267,0.000380363256209622,150,NA,NA,0,TRUE,FALSE,0.520000000000437,0.000795126537963796,0.0301382426039789,0.00276412690381248,0.999999999405329,0.000449007238201953,0.0302760033357693,0.00147679134512914,"HML","INF",180,0,12,"ALL","FW_VYP","L2_Lasso","linear",2023-05-10 16:14:41,0.000380363256209622,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Nelder-Mead14",-1.18335811392864,0.0214500743198711,NA,0.000274040500004183,220,NA,NA,0,TRUE,FALSE,0.789999999999964,4.86352293823005e-05,0.00118851094750147,NA,0.999999999985682,3.02940950256656e-05,0.000736307895342982,NA,"SMB","INF",180,0,12,"ALL","FW_VYP","L2_Lasso","linear",2023-05-10 16:14:45,0.000274040500004183,-2.70112598481963,9.13062044925143e-05,5.4028860806535e-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Nelder-Mead24",-2.17764233684132,0.0235331270751694,NA,0.000343387566479504,252,NA,NA,0,TRUE,TRUE,0.949999999999818,0.00662364376155106,0.348829586746275,NA,0.999030220878895,0.00414375047020491,0.219216386694983,NA,"HDY","INF",180,0,12,"ALL","FW_VYP","L2_Lasso","linear",2023-05-10 16:14:50,0.000343387566479504,NA,NA,NA,-3.7441155633896,0.033513150179455,0.020374926784057,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Nelder-Mead34",-0.957970406069064,0.00730515888840684,NA,0.000330542268317604,376,NA,NA,0,TRUE,FALSE,1.27000000000044,4.53225358983559e-06,0.000162833721367135,NA,0.99999999999874,4.87510155993037e-06,0.000156879627762278,NA,"QLT","INF",180,0,12,"ALL","FW_VYP","L2_Lasso","linear",2023-05-10 16:14:53,0.000330542268317604,NA,NA,NA,NA,NA,NA,6.26818654617862,2.81067607237253e-05,1.85841853899045e-05,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Nelder-Mead44",0.0386564396840242,0.00415572779906126,NA,0.000355855606167794,220,NA,NA,0,TRUE,FALSE,0.910000000000764,4.44368629661581e-05,0.000628117020598713,NA,0.999999999999976,3.92780330148309e-05,0.000544754958962513,NA,"MOM","INF",180,0,12,"ALL","FW_VYP","L2_Lasso","linear",2023-05-10 16:14:56,0.000355855606167794,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.91171936015104,4.67824873109227e-05,5.53295933670708e-05,NA,NA,NA,NA,NA,NA
