"","MKT","Alpha","HML","value","fevals","gevals","niter","convcode","kkt1","kkt2","xtime","SE.MKT","SE.Alpha","SE.HML","Wald.p.value.MKT_1","SE.MKT.indep","SE.Alpha.indep","SE.HML.indep","Factor","Type","max.month","lambda","kernel.bandwidth","CV.key","weighting","error.fun","sdf.model","datetime","validation.error","SMB","SE.SMB","SE.SMB.indep","HDY","SE.HDY","SE.HDY.indep","QLT","SE.QLT","SE.QLT.indep","MOM","SE.MOM","SE.MOM.indep","ESG","SE.ESG","SE.ESG.indep","LOV","SE.LOV","SE.LOV.indep"
"Nelder-Mead",1.16563725903921,-0.000320305753914541,-0.3340889869887,0.00738895504321743,360,NA,NA,0,FALSE,TRUE,1.77999999999975,4.14063225460896e-06,0.000330751401376234,2.88334008581869e-06,1,1.71869167479109e-06,0.000119078916998074,2.65032917984705e-06,"HML","ALL",120,0,12,"ALL","FW_VYP","L1_Ridge","linear",2023-05-10 15:15:08,0.00738895504321743,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Nelder-Mead1",1.01900722622536,0.0022681800368135,NA,0.00705570899669616,286,NA,NA,0,FALSE,TRUE,0.940000000000055,1.37998557448963e-06,0.000155862689404491,NA,1,5.79183404171593e-07,5.69917651724409e-05,NA,"SMB","ALL",120,0,12,"ALL","FW_VYP","L1_Ridge","linear",2023-05-10 15:15:15,0.00705570899669616,-0.562605765540032,1.40614760334657e-06,1.33512980635701e-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Nelder-Mead2",1.05107639200316,0.000763237813249125,NA,0.00738389803237556,606,NA,NA,0,FALSE,FALSE,2.44000000000005,2.68075096667867e-06,0.000214714694576602,NA,1,1.04281079560945e-06,7.74111029979584e-05,NA,"HDY","ALL",120,0,12,"ALL","FW_VYP","L1_Ridge","linear",2023-05-10 15:15:28,0.00738389803237556,NA,NA,NA,-0.721624221528117,1.98218661289037e-06,1.7181951278512e-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Nelder-Mead3",1.5816969788892,-0.00147433647955251,NA,0.00792202185172706,368,NA,NA,0,FALSE,TRUE,1.57000000000016,3.53480160132512e-07,0.000184854173541549,NA,1,1.4060190190556e-07,6.64512348492831e-05,NA,"QLT","ALL",120,0,12,"ALL","FW_VYP","L1_Ridge","linear",2023-05-10 15:15:33,0.00792202185172706,NA,NA,NA,NA,NA,NA,-0.128861124205367,6.17576867117344e-06,2.26158322542762e-06,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Nelder-Mead4",1.65237138978579,-0.000870911191173594,NA,0.00780191301580533,498,NA,NA,0,FALSE,TRUE,2.15999999999985,3.80033094364241e-07,0.000143508189510372,NA,1,1.74301978969453e-07,5.16296278173276e-05,NA,"MOM","ALL",120,0,12,"ALL","FW_VYP","L1_Ridge","linear",2023-05-10 15:15:39,0.00780191301580533,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.610930949092658,5.0642389344219e-06,1.8483711359235e-06,NA,NA,NA,NA,NA,NA
"Nelder-Mead5",1.39574901434828,-0.000832626071439831,NA,0.00744840570682063,406,NA,NA,0,FALSE,FALSE,1.70000000000027,2.19988081873015e-06,0.000266208130875849,NA,0.999999999999999,7.87332912989012e-07,9.57780264953365e-05,NA,"ESG","ALL",120,0,12,"ALL","FW_VYP","L1_Ridge","linear",2023-05-10 15:15:45,0.00744840570682063,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.78983634499124,8.16598721808592e-06,3.45366843557207e-06,NA,NA,NA
"Nelder-Mead6",1.15706955025238,0.000970588717898784,NA,0.00708199155725153,430,NA,NA,0,FALSE,TRUE,1.69000000000005,2.30172674895088e-06,0.000219947593896455,NA,1,9.47032886282835e-07,7.93194443006586e-05,NA,"LOV","ALL",120,0,12,"ALL","FW_VYP","L1_Ridge","linear",2023-05-10 15:15:55,0.00708199155725153,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.459896512074582,1.91152944818689e-06,1.78790896123149e-06
"Nelder-Mead7",1.05320565452871,0.00171574397635805,-0.522476392101376,0.00658978676437672,308,NA,NA,0,FALSE,TRUE,1.44000000000005,6.62193368080908e-06,0.000606767386027193,6.46449344164461e-06,1,2.81538231129375e-06,0.000220256669029721,4.18446703950169e-06,"HML","BO",120,0,12,"ALL","FW_VYP","L1_Ridge","linear",2023-05-10 15:16:03,0.00658978676437672,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Nelder-Mead11",1.15193033504925,0.00283701253171591,NA,0.00677834718767249,324,NA,NA,0,FALSE,TRUE,1.36000000000013,1.67367072971734e-06,0.000194726652932241,NA,1,6.9727694192979e-07,7.09184719450353e-05,NA,"SMB","BO",120,0,12,"ALL","FW_VYP","L1_Ridge","linear",2023-05-10 15:16:12,0.00677834718767249,-0.715687808140252,1.78332419864219e-06,1.59163755306318e-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Nelder-Mead21",1.11934884744653,0.00167224977311698,NA,0.00693036765979371,450,NA,NA,0,FALSE,TRUE,2.07999999999993,3.93517934544963e-06,0.000273791218589812,NA,1,1.50412595165484e-06,9.93758398861835e-05,NA,"HDY","BO",120,0,12,"ALL","FW_VYP","L1_Ridge","linear",2023-05-10 15:16:22,0.00693036765979371,NA,NA,NA,-0.873627915154846,2.61861929345568e-06,2.22720769549418e-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
