"","MKT","Alpha","HML","value","fevals","gevals","niter","convcode","kkt1","kkt2","xtime","SE.MKT","SE.Alpha","SE.HML","Wald.p.value.MKT_1","SE.MKT.indep","SE.Alpha.indep","SE.HML.indep","Factor","Type","max.month","lambda","kernel.bandwidth","CV.key","weighting","error.fun","sdf.model","datetime","validation.error","SMB","SE.SMB","SE.SMB.indep","HDY","SE.HDY","SE.HDY.indep","QLT","SE.QLT","SE.QLT.indep","MOM","SE.MOM","SE.MOM.indep","ESG","SE.ESG","SE.ESG.indep","LOV","SE.LOV","SE.LOV.indep"
"Nelder-Mead",1.29810102087776,-0.00112473960648315,-0.296112603433239,0.00199221664223084,242,NA,NA,0,TRUE,TRUE,1.11999999999989,1.36081550093959e-05,0.00101606017336167,2.44861152376142e-05,1,5.54051308189014e-06,0.000365426449431801,1.14791394381988e-05,"HML","ALL",120,0,12,"ALL","FW_VYP","L2_Lasso","linear",2023-05-10 16:00:13,0.00199221664223084,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Nelder-Mead1",1.24522047297822,0.000358541454411212,NA,0.00191088166807163,144,NA,NA,0,TRUE,FALSE,0.510000000000218,1.4153878257251e-05,0.000588995485497927,NA,1,5.26998157736292e-06,0.000212236062780372,NA,"SMB","ALL",120,0,12,"ALL","FW_VYP","L2_Lasso","linear",2023-05-10 16:00:18,0.00191088166807163,-0.459100026998437,2.33017827081056e-05,9.2527781342421e-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Nelder-Mead2",1.25158586246298,-0.000556966182448383,NA,0.00198498236959738,172,NA,NA,0,TRUE,FALSE,0.7800000000002,1.27155111923135e-05,0.000597409463368696,NA,1,4.74512634297642e-06,0.00021501618048496,NA,"HDY","ALL",120,0,12,"ALL","FW_VYP","L2_Lasso","linear",2023-05-10 16:00:24,0.00198498236959738,NA,NA,NA,-0.552494053078785,2.009264923452e-05,8.19371928207416e-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Nelder-Mead3",1.49292223818186,-0.000836768286688214,NA,0.00213978414098927,132,NA,NA,0,TRUE,FALSE,0.630000000000109,0.000383806040584356,0.0253526514998609,NA,0.999999999999949,0.000134445467141869,0.00912142682615382,NA,"QLT","ALL",120,0,12,"ALL","FW_VYP","L2_Lasso","linear",2023-05-10 16:00:28,0.00213978414098927,NA,NA,NA,NA,NA,NA,-0.186990249650943,0.00132973739800318,0.000480397155267096,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Nelder-Mead4",1.49079534657379,-0.00145880159179873,NA,0.00215234891361575,140,NA,NA,0,TRUE,FALSE,0.75,0.000433784687829779,0.0278417898283832,NA,0.99999999999104,0.000158610492700453,0.0100087688705428,NA,"MOM","ALL",120,0,12,"ALL","FW_VYP","L2_Lasso","linear",2023-05-10 16:00:31,0.00215234891361575,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0489823430708403,0.0014321306428492,0.00051718938735154,NA,NA,NA,NA,NA,NA
"Nelder-Mead5",1.40327285530995,-0.00103654530831299,NA,0.00193197865119038,242,NA,NA,0,TRUE,FALSE,1.03999999999996,4.61334875973151e-05,0.00171203114562988,NA,0.999999999951902,1.65682012294346e-05,0.000615799919335579,NA,"ESG","ALL",120,0,12,"ALL","FW_VYP","L2_Lasso","linear",2023-05-10 16:00:35,0.00193197865119038,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.80081746105378,0.000113555862896031,4.2297261133317e-05,NA,NA,NA
"Nelder-Mead6",1.1430836766022,0.000874776452463782,NA,0.0018893976335768,198,NA,NA,0,TRUE,FALSE,0.949999999999818,0.00670259315894187,0.0208328221721208,NA,0.999999937680853,0.00241948685221507,0.00751349217383013,NA,"LOV","ALL",120,0,12,"ALL","FW_VYP","L2_Lasso","linear",2023-05-10 16:00:42,0.0018893976335768,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.658381401152977,0.0107926360947303,0.00390283959731094
"Nelder-Mead7",1.4726953640205,-0.000735669002603264,-0.328904237130004,0.00170957078252713,216,NA,NA,0,TRUE,TRUE,1.01999999999998,0.000338555059743317,0.0285290424961863,0.000566935951571453,0.999999999998999,0.000139958549793882,0.010298458818754,0.000274366691753637,"HML","BO",120,0,12,"ALL","FW_VYP","L2_Lasso","linear",2023-05-10 16:00:46,0.00170957078252713,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Nelder-Mead11",1.46442726456722,0.000489294695319627,NA,0.00171294553200621,136,NA,NA,0,TRUE,TRUE,0.659999999999854,3.80870495645944e-06,0.000674105383721388,NA,1,1.78419259549162e-06,0.00024397269338177,NA,"SMB","BO",120,0,12,"ALL","FW_VYP","L2_Lasso","linear",2023-05-10 16:00:49,0.00171294553200621,-0.423268526696617,1.30387140898849e-05,6.57816260609904e-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Nelder-Mead21",1.47466005635641,-0.000286328977042154,NA,0.00174577139855578,178,NA,NA,0,TRUE,FALSE,0.730000000000018,6.24531547576286e-06,0.000674089034926735,NA,1,2.51071174701584e-06,0.000243558248904932,NA,"HDY","BO",120,0,12,"ALL","FW_VYP","L2_Lasso","linear",2023-05-10 16:00:55,0.00174577139855578,NA,NA,NA,-0.501665050213378,1.16144709998475e-05,6.15856496553986e-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
