"","MKT","Alpha","HML","value","fevals","gevals","niter","convcode","kkt1","kkt2","xtime","SE.MKT","SE.Alpha","SE.HML","Wald.p.value.MKT_1","SE.MKT.indep","SE.Alpha.indep","SE.HML.indep","Factor","Type","max.month","lambda","kernel.bandwidth","CV.key","weighting","error.fun","sdf.model","datetime","validation.error","SMB","SE.SMB","SE.SMB.indep","HDY","SE.HDY","SE.HDY.indep","QLT","SE.QLT","SE.QLT.indep","MOM","SE.MOM","SE.MOM.indep","ESG","SE.ESG","SE.ESG.indep","LOV","SE.LOV","SE.LOV.indep"
"Nelder-Mead",1.22268750135194,-0.00200630782986033,-0.621758531663755,2.98328722318202e-06,168,NA,NA,0,TRUE,TRUE,1.21000000000004,5.34728348517998e-06,0.000383803097234771,6.61287255577271e-06,1,2.02170983690133e-06,0.000129674445110866,3.4033508616021e-06,"HML","ALL",240,0,12,"ALL","EW_VYP","L2_Lasso","linear",2023-05-10 16:57:17,2.98328722318202e-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Nelder-Mead1",1.16410355123303,0.000884801988616625,NA,2.76169596084258e-06,132,NA,NA,0,TRUE,FALSE,0.909999999999854,2.07127147360396e-05,0.00160723462302068,NA,0.999999999999963,8.04860627949251e-06,0.000558534405303726,NA,"SMB","ALL",240,0,12,"ALL","EW_VYP","L2_Lasso","linear",2023-05-10 16:57:22,2.76169596084258e-06,-0.898798194498612,5.91584471978311e-05,2.35882989198882e-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Nelder-Mead2",1.06530970237358,-0.00043179388587235,NA,2.80737295592504e-06,154,NA,NA,0,TRUE,FALSE,1.05000000000018,0.00380330473678395,0.169409476269124,NA,0.999999821173967,0.00133373278259328,0.0572454962912886,NA,"HDY","ALL",240,0,12,"ALL","EW_VYP","L2_Lasso","linear",2023-05-10 16:57:29,2.80737295592504e-06,NA,NA,NA,-1.23922035282438,0.00731097066524339,0.00274601678078773,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Nelder-Mead3",1.57885223974107,-0.00347790150635384,NA,3.45108156416526e-06,138,NA,NA,0,TRUE,FALSE,0.8799999999992,0.000929123139651649,0.0483740200618227,NA,0.999999999030871,0.000308817601951906,0.0163300459979122,NA,"QLT","ALL",240,0,12,"ALL","EW_VYP","L2_Lasso","linear",2023-05-10 16:57:32,3.45108156416526e-06,NA,NA,NA,NA,NA,NA,0.348837324987053,0.00239531082923003,0.000831352795814135,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Nelder-Mead4",1.2819670030072,-0.00308335328024886,NA,3.44175531531817e-06,192,NA,NA,0,TRUE,FALSE,1.30000000000018,0.000828131129072989,0.046060195439929,NA,0.999999996488887,0.000279645052624025,0.015553499750493,NA,"MOM","ALL",240,0,12,"ALL","EW_VYP","L2_Lasso","linear",2023-05-10 16:57:36,3.44175531531817e-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.21624288657003,0.00164287049521427,0.000604172164917064,NA,NA,NA,NA,NA,NA
"Nelder-Mead5",1.54312933520424,-0.00202081486235872,NA,2.82945582887592e-06,204,NA,NA,0,TRUE,FALSE,1.22999999999956,0.0207647024745738,0.622230206139631,NA,0.932726765991522,0.00701273759920224,0.210227481353862,NA,"ESG","ALL",240,0,12,"ALL","EW_VYP","L2_Lasso","linear",2023-05-10 16:57:40,2.82945582887592e-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.4550353460397,0.0520050170855076,0.0177110324143234,NA,NA,NA
"Nelder-Mead6",0.99408306714475,0.00185533193794025,NA,2.78482207474587e-06,164,NA,NA,0,TRUE,FALSE,1.06999999999971,0.0392399502668654,0.997740584299245,NA,0.999555394628571,0.0138988985749774,0.347239168012145,NA,"LOV","ALL",240,0,12,"ALL","EW_VYP","L2_Lasso","linear",2023-05-10 16:57:46,2.78482207474587e-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.41682759903475,0.0824228118901765,0.0300318669618394
"Nelder-Mead7",1.27282279516421,-0.000123233147920774,-0.189595485290527,1.57892860174411e-06,192,NA,NA,0,TRUE,TRUE,1.23999999999978,0.00080903529066859,0.076496961438782,0.00124074045176158,0.999999999995626,0.00033519962315692,0.0259458798826173,0.000702566477522627,"HML","BO",240,0,12,"ALL","EW_VYP","L2_Lasso","linear",2023-05-10 16:57:50,1.57892860174411e-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Nelder-Mead11",1.23831855293014,0.000886092310611023,NA,1.55384065021365e-06,158,NA,NA,0,TRUE,TRUE,0.949999999999818,4.54980306389913e-06,0.000665517714413245,NA,1,1.95803994438134e-06,0.0002287087149789,NA,"SMB","BO",240,0,12,"ALL","EW_VYP","L2_Lasso","linear",2023-05-10 16:57:56,1.55384065021365e-06,-0.327531532863279,9.64637414353355e-06,6.11258020835369e-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Nelder-Mead21",1.22869112551898,0.000315753281841227,NA,1.57072686341072e-06,190,NA,NA,0,TRUE,FALSE,1.34000000000015,3.04683350531412e-05,0.00179161449057272,NA,0.999999999999998,1.09516477460684e-05,0.000607997084210526,NA,"HDY","BO",240,0,12,"ALL","EW_VYP","L2_Lasso","linear",2023-05-10 16:58:03,1.57072686341072e-06,NA,NA,NA,-0.384098030157274,6.27612235581795e-05,2.49694627927488e-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Nelder-Mead31",1.39247136201739,0.00115994438303939,NA,1.52526212787801e-06,134,NA,NA,0,TRUE,FALSE,0.780000000000655,0.000888877412821661,0.058050321946054,NA,0.999999999818192,0.000304292395853077,0.0199561092058183,NA,"QLT","BO",240,0,12,"ALL","EW_VYP","L2_Lasso","linear",2023-05-10 16:58:08,1.52526212787801e-06,NA,NA,NA,NA,NA,NA,-0.55833795050417,0.00205887215271415,0.000817725152252052,NA,NA,NA,NA,NA,NA,NA,NA,NA
