"","MKT","Alpha","HML","value","fevals","gevals","niter","convcode","kkt1","kkt2","xtime","SE.MKT","SE.Alpha","SE.HML","Wald.p.value.MKT_1","SE.MKT.indep","SE.Alpha.indep","SE.HML.indep","Factor","Type","max.month","lambda","kernel.bandwidth","CV.key","weighting","error.fun","sdf.model","datetime","validation.error","SMB","SE.SMB","SE.SMB.indep","HDY","SE.HDY","SE.HDY.indep","QLT","SE.QLT","SE.QLT.indep","MOM","SE.MOM","SE.MOM.indep","ESG","SE.ESG","SE.ESG.indep","LOV","SE.LOV","SE.LOV.indep"
"Nelder-Mead",1.02710456767354,-0.000866082772926552,-0.767959643299738,7.65466919385722e-06,516,NA,NA,0,TRUE,FALSE,2.26999999999953,2.90458732383607e-06,0.000253990690187156,2.55993507960554e-06,1,1.14144263111066e-06,8.58296264847178e-05,2.07398818189751e-06,"HML","ALL",120,0,12,"ALL","EW_VYP","L1_Ridge","linear",2023-05-10 17:05:18,7.65466919385722e-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Nelder-Mead1",0.84690981625157,0.00336746991591842,NA,7.03716075347196e-06,240,NA,NA,0,TRUE,TRUE,1.03000000000065,1.95384105762652e-06,0.000201603405324743,NA,1,8.57478876715574e-07,7.31493615789592e-05,NA,"SMB","ALL",120,0,12,"ALL","EW_VYP","L1_Ridge","linear",2023-05-10 17:05:25,7.03716075347196e-06,-1.07188590890411,1.47958829034945e-06,1.3457533972962e-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Nelder-Mead2",0.706937542392939,0.00171813467011078,NA,6.90440739083244e-06,618,NA,NA,0,TRUE,FALSE,2.32000000000062,1.85268003450783e-06,0.000163595787051989,NA,1,6.98094697121702e-07,5.69214288040625e-05,NA,"HDY","ALL",120,0,12,"ALL","EW_VYP","L1_Ridge","linear",2023-05-10 17:05:37,6.90440739083244e-06,NA,NA,NA,-1.60129617226304,1.81451132329591e-06,1.1373401333971e-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Nelder-Mead3",1.53246297457975,-0.00309231094184252,NA,9.39385714508446e-06,316,NA,NA,0,TRUE,TRUE,1.44999999999982,1.48934787241492e-06,0.000261048301014718,NA,1,4.93597174367231e-07,8.81505255379238e-05,NA,"QLT","ALL",120,0,12,"ALL","EW_VYP","L1_Ridge","linear",2023-05-10 17:05:42,9.39385714508446e-06,NA,NA,NA,NA,NA,NA,0.713990629627553,8.04341846625515e-06,3.04935346049761e-06,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Nelder-Mead4",1.48555205192447,-0.00392011948104121,NA,9.22082256945083e-06,392,NA,NA,0,TRUE,TRUE,1.82999999999993,2.04955441699584e-06,0.000237915891684133,NA,1,6.98477306745485e-07,8.02850875542971e-05,NA,"MOM","ALL",120,0,12,"ALL","EW_VYP","L1_Ridge","linear",2023-05-10 17:05:48,9.22082256945083e-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.20979188664678,7.77399480520925e-06,2.88133435720633e-06,NA,NA,NA,NA,NA,NA
"Nelder-Mead5",1.41392445901059,-0.00130197505735469,NA,8.0133214693385e-06,248,NA,NA,0,TRUE,FALSE,0.909999999999854,5.16495224908853e-06,0.000628288527383455,NA,0.999999999998442,1.7423543782599e-06,0.000212309364003245,NA,"ESG","ALL",120,0,12,"ALL","EW_VYP","L1_Ridge","linear",2023-05-10 17:05:52,8.0133214693385e-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.2792790787855,1.7254880909518e-05,7.31013061000882e-06,NA,NA,NA
"Nelder-Mead6",0.80617053131965,0.00308683066879506,NA,7.64687499314137e-06,462,NA,NA,0,FALSE,TRUE,2.05000000000018,2.07526939543318e-06,0.000209568234135021,NA,1,8.40401112999108e-07,7.59333558216777e-05,NA,"LOV","ALL",120,0,12,"ALL","EW_VYP","L1_Ridge","linear",2023-05-10 17:06:03,7.64687499314137e-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.47042741315193,2.35245004588809e-06,1.47055280031959e-06
"Nelder-Mead7",1.06444459427744,0.00132679322137728,-0.389760121598368,3.59957891603594e-06,272,NA,NA,0,TRUE,TRUE,1.10000000000036,3.40405531187917e-06,0.000246044126653607,2.86210402693224e-06,1,1.33305084777121e-06,8.46075578577922e-05,1.79300237464404e-06,"HML","BO",120,0,12,"ALL","EW_VYP","L1_Ridge","linear",2023-05-10 17:06:11,3.59957891603594e-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Nelder-Mead11",1.03739890982389,0.00275305199917837,NA,3.63957429730003e-06,498,NA,NA,0,TRUE,TRUE,1.89999999999964,1.5726491781213e-06,0.000214212323640091,NA,1,6.92221734570839e-07,7.57081256627744e-05,NA,"SMB","BO",120,0,12,"ALL","EW_VYP","L1_Ridge","linear",2023-05-10 17:06:22,3.63957429730003e-06,-0.481300196253161,2.54706918116887e-06,1.43230775434272e-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Nelder-Mead21",0.839921014520651,0.00260005522868201,NA,3.61973284965191e-06,244,NA,NA,0,TRUE,TRUE,1.03999999999996,2.38221962259672e-06,0.000236012461812775,NA,1,9.19105314601818e-07,8.26362764065009e-05,NA,"HDY","BO",120,0,12,"ALL","EW_VYP","L1_Ridge","linear",2023-05-10 17:06:29,3.61973284965191e-06,NA,NA,NA,-1.01942154931126,4.12138525338039e-06,1.47046933124675e-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
