"","MKT","Alpha","HML","value","fevals","gevals","niter","convcode","kkt1","kkt2","xtime","SE.MKT","SE.Alpha","SE.HML","Wald.p.value.MKT_1","SE.MKT.indep","SE.Alpha.indep","SE.HML.indep","Factor","Type","max.month","lambda","kernel.bandwidth","CV.key","weighting","error.fun","sdf.model","datetime","validation.error","SMB","SE.SMB","SE.SMB.indep","HDY","SE.HDY","SE.HDY.indep","QLT","SE.QLT","SE.QLT.indep","MOM","SE.MOM","SE.MOM.indep","ESG","SE.ESG","SE.ESG.indep","LOV","SE.LOV","SE.LOV.indep"
"Nelder-Mead",1.38441384577807,-0.00193488789545233,-0.32151074635465,0.0102141964408699,206,NA,NA,0,FALSE,TRUE,1.21000000000004,1.52162409525022e-06,0.0001190229430542,2.35743704086734e-06,1,6.23133533666351e-07,4.27593272612479e-05,1.19732199004419e-06,"HML","ALL",210,0,12,"ALL","FW_VYP","L1_Ridge","linear",2023-05-10 15:39:51,0.0102141964408699,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Nelder-Mead1",1.38389913116436,-0.000833748447860199,NA,0.00998476333470265,282,NA,NA,0,FALSE,TRUE,1.63999999999987,9.45927434561126e-07,0.000124140791904907,NA,1,4.08488342202707e-07,4.4664050599544e-05,NA,"SMB","ALL",210,0,12,"ALL","FW_VYP","L1_Ridge","linear",2023-05-10 15:39:56,0.00998476333470265,-0.325609018251641,3.06926143039179e-06,1.42614453051414e-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Nelder-Mead2",1.36783800968272,-0.00141930733765635,NA,0.010176369060126,350,NA,NA,0,FALSE,TRUE,1.92000000000007,1.42533708287361e-06,0.000129771415268401,NA,1,5.61533641460169e-07,4.66536948686954e-05,NA,"HDY","ALL",210,0,12,"ALL","FW_VYP","L1_Ridge","linear",2023-05-10 15:40:05,0.010176369060126,NA,NA,NA,-0.45375455965872,2.64676139275963e-06,1.31491560423555e-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Nelder-Mead3",1.51545301038029,-0.00125395962530032,NA,0.0107313715653299,474,NA,NA,0,FALSE,TRUE,2.71000000000004,3.24004747397492e-07,0.000136602640333822,NA,1,1.1869326217849e-07,4.91203646257011e-05,NA,"QLT","ALL",210,0,12,"ALL","FW_VYP","L1_Ridge","linear",2023-05-10 15:40:12,0.0107313715653299,NA,NA,NA,NA,NA,NA,-0.149636638904644,4.79222517486341e-06,1.75349551975326e-06,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Nelder-Mead4",1.64955161762793,-0.000846594609807037,NA,0.0105131309633102,276,NA,NA,0,FALSE,TRUE,1.38000000000011,2.04396504975103e-07,0.00012923189909414,NA,1,1.18875507161503e-07,4.6494962465799e-05,NA,"MOM","ALL",210,0,12,"ALL","FW_VYP","L1_Ridge","linear",2023-05-10 15:40:16,0.0105131309633102,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.621353039303961,4.41304249538753e-06,1.61423130248355e-06,NA,NA,NA,NA,NA,NA
"Nelder-Mead5",1.46333082159529,-0.00161041006423042,NA,0.00950456332948697,320,NA,NA,0,FALSE,FALSE,1.98999999999978,7.24416003829949e-07,0.000135514680560664,NA,0.999999999999998,2.58678565077246e-07,4.87058254015839e-05,NA,"ESG","ALL",210,0,12,"ALL","FW_VYP","L1_Ridge","linear",2023-05-10 15:40:21,0.00950456332948697,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.64216837012207,4.3730345646395e-06,1.62856870530873e-06,NA,NA,NA
"Nelder-Mead6",1.18637457136325,0.000428510637367112,NA,0.00959947174345803,426,NA,NA,0,FALSE,FALSE,2.59000000000015,3.46096450763393e-06,0.000275373096103506,NA,1,1.37414867197712e-06,9.92361243983964e-05,NA,"LOV","ALL",210,0,12,"ALL","FW_VYP","L1_Ridge","linear",2023-05-10 15:40:32,0.00959947174345803,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.609466871469371,4.79478303649137e-06,2.69101388250795e-06
"Nelder-Mead7",1.60769536980885,-0.00194017490158925,-0.313213294139844,0.0095395009982575,280,NA,NA,0,FALSE,TRUE,1.67000000000007,1.79471740626777e-06,0.000141316105401209,2.60536326401573e-06,1,7.32875208517978e-07,5.08903371005284e-05,1.2927169103715e-06,"HML","BO",210,0,12,"ALL","FW_VYP","L1_Ridge","linear",2023-05-10 15:40:37,0.0095395009982575,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Nelder-Mead11",1.6071293928914,-0.000956973715677254,NA,0.00971125295639391,304,NA,NA,0,FALSE,TRUE,1.80000000000018,9.64293954442662e-07,0.000133710432261567,NA,1,4.17674755910199e-07,4.82450102690628e-05,NA,"SMB","BO",210,0,12,"ALL","FW_VYP","L1_Ridge","linear",2023-05-10 15:40:42,0.00971125295639391,-0.340609586281191,2.57468340603601e-06,1.267943538745e-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Nelder-Mead21",1.59642277473761,-0.00153315982459512,NA,0.00982643891124663,254,NA,NA,0,FALSE,TRUE,1.47000000000025,1.31571907554862e-06,0.000128750475942373,NA,1,5.18846947427013e-07,4.64022090698967e-05,NA,"HDY","BO",210,0,12,"ALL","FW_VYP","L1_Ridge","linear",2023-05-10 15:40:46,0.00982643891124663,NA,NA,NA,-0.489830463456609,2.11870919087648e-06,1.13284513748556e-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Nelder-Mead31",1.64938411625111,0.000630229245575887,NA,0.00934843384712524,474,NA,NA,0,FALSE,TRUE,2.38999999999987,3.45574558537647e-07,0.000169907605418314,NA,1,1.53629120821798e-07,6.15124336569941e-05,NA,"QLT","BO",210,0,12,"ALL","FW_VYP","L1_Ridge","linear",2023-05-10 15:40:53,0.00934843384712524,NA,NA,NA,NA,NA,NA,-0.609132226508624,3.60203420618685e-06,1.75634856218195e-06,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Nelder-Mead41",1.87126434356116,0.00426682637735578,NA,0.00853627912655991,410,NA,NA,0,FALSE,TRUE,2.76999999999998,9.84188219447245e-07,0.000127094182749552,NA,1,3.74288492579351e-07,4.75913646712421e-05,NA,"MOM","BO",210,0,12,"ALL","FW_VYP","L1_Ridge","linear",2023-05-10 15:41:03,0.00853627912655991,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.30762943683886,3.85736418719561e-06,1.435614678874e-06,NA,NA,NA,NA,NA,NA
"Nelder-Mead51",1.40380308624024,0.00105647642766507,NA,0.00818352391860756,474,NA,NA,0,FALSE,FALSE,3.22000000000025,1.75915575558399e-06,0.000187484883585279,NA,0.99999999999999,6.36060164919854e-07,6.79440421578173e-05,NA,"ESG","BO",210,0,12,"ALL","FW_VYP","L1_Ridge","linear",2023-05-10 15:41:10,0.00818352391860756,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.53545003484108,3.42995236002912e-06,1.88483559854244e-06,NA,NA,NA
"Nelder-Mead61",0.959530761867687,0.00395675458922232,NA,0.00865519440051538,318,NA,NA,0,FALSE,TRUE,2.05999999999995,3.47074957133333e-06,0.000248256875063835,NA,1,1.35853543786709e-06,9.19958441658228e-05,NA,"LOV","BO",210,0,12,"ALL","FW_VYP","L1_Ridge","linear",2023-05-10 15:41:19,0.00865519440051538,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.0549673719596,2.00878169827325e-06,9.73882207792591e-07
"Nelder-Mead8",0.860843006149774,0.00311587746457368,0.967756002035196,0.0014590149043038,284,NA,NA,0,FALSE,TRUE,1.55000000000018,2.8758886508673e-06,0.000278388357397705,4.74349711178099e-06,1,1.3187159183016e-06,0.000119797797846722,3.23601802775877e-06,"HML","DD",210,0,12,"ALL","FW_VYP","L1_Ridge","linear",2023-05-10 15:41:23,0.0014590149043038,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Nelder-Mead12",1.02496666823483,-0.00181926166570633,NA,0.00106910226193374,278,NA,NA,0,FALSE,TRUE,1.51999999999998,5.7710219534141e-07,9.67774533511437e-05,NA,1,3.96830514680337e-07,3.85611895133385e-05,NA,"SMB","DD",210,0,12,"ALL","FW_VYP","L1_Ridge","linear",2023-05-10 15:41:27,0.00106910226193374,1.43024487816892,2.83391051143793e-06,1.51155750814657e-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Nelder-Mead22",1.05019615917223,0.00158749576292158,NA,0.00125147930079794,248,NA,NA,0,FALSE,FALSE,1.36000000000013,3.83423495999662e-06,0.000377800870622067,NA,0.999999999999997,1.60359375822913e-06,0.000151885002642809,NA,"HDY","DD",210,0,12,"ALL","FW_VYP","L1_Ridge","linear",2023-05-10 15:41:31,0.00125147930079794,NA,NA,NA,2.14912145451016,1.00800614314931e-05,5.54616889649794e-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
