"","MKT","Alpha","HML","value","fevals","gevals","niter","convcode","kkt1","kkt2","xtime","SE.MKT","SE.Alpha","SE.HML","Wald.p.value.MKT_1","SE.MKT.indep","SE.Alpha.indep","SE.HML.indep","Factor","Type","max.month","lambda","kernel.bandwidth","CV.key","weighting","error.fun","sdf.model","datetime","validation.error","SMB","SE.SMB","SE.SMB.indep","HDY","SE.HDY","SE.HDY.indep","QLT","SE.QLT","SE.QLT.indep","MOM","SE.MOM","SE.MOM.indep","ESG","SE.ESG","SE.ESG.indep","LOV","SE.LOV","SE.LOV.indep"
"Nelder-Mead",0.952883990202393,-0.000560249483460952,-0.701769686834137,1.08825288014422e-05,310,NA,NA,0,FALSE,FALSE,1.73000000000047,3.78308435435024e-06,0.000273584942702947,2.59292669652841e-06,1,1.4412418581895e-06,9.24492360000317e-05,2.04884972690098e-06,"HML","ALL",240,0,12,"ALL","EW_VYP","L1_Ridge","linear",2023-05-10 17:39:57,1.08825288014422e-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Nelder-Mead1",1.0801523075444,0.00159463226515149,NA,9.77054463634397e-06,290,NA,NA,0,TRUE,TRUE,1.92999999999938,1.18502802834726e-06,0.000175577256533087,NA,1,5.25438367997226e-07,6.10781330189696e-05,NA,"SMB","ALL",240,0,12,"ALL","EW_VYP","L1_Ridge","linear",2023-05-10 17:40:06,9.77054463634397e-06,-0.899856786339271,2.26763276883868e-06,1.66256740264459e-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Nelder-Mead2",0.768381022639414,0.00119642774914036,NA,9.56105688875905e-06,368,NA,NA,0,TRUE,FALSE,2.40999999999985,1.85295444500607e-06,0.000181662552572581,NA,1,7.07311513850242e-07,6.31573930835894e-05,NA,"HDY","ALL",240,0,12,"ALL","EW_VYP","L1_Ridge","linear",2023-05-10 17:40:16,9.56105688875905e-06,NA,NA,NA,-1.63179484530223,2.26872285219361e-06,1.28378916280632e-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Nelder-Mead3",1.50499352547631,-0.00309205324854768,NA,1.34001281106134e-05,474,NA,NA,0,TRUE,TRUE,2.77999999999975,2.1673505896542e-06,0.000508796253952123,NA,1,7.31432762139408e-07,0.000171809902171849,NA,"QLT","ALL",240,0,12,"ALL","EW_VYP","L1_Ridge","linear",2023-05-10 17:40:24,1.34001281106134e-05,NA,NA,NA,NA,NA,NA,0.600512519400661,1.5831397300547e-05,5.99409064640745e-06,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Nelder-Mead4",1.4841070574386,-0.00391662566566601,NA,1.3238285569056e-05,430,NA,NA,0,TRUE,TRUE,2.97999999999956,2.49834921410505e-06,0.000259015672276273,NA,0.999999999999999,8.48908743676969e-07,8.74055041108862e-05,NA,"MOM","ALL",240,0,12,"ALL","EW_VYP","L1_Ridge","linear",2023-05-10 17:40:30,1.3238285569056e-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.2035805720283,8.85416422082273e-06,3.25317015032439e-06,NA,NA,NA,NA,NA,NA
"Nelder-Mead5",1.36256535378663,-0.000794790319693164,NA,1.08664404102977e-05,502,NA,NA,1,TRUE,FALSE,3.19999999999982,4.3139428869681e-06,0.000470980009463037,NA,0.999999999999611,1.45536711654021e-06,0.000159154290720512,NA,"ESG","ALL",240,0,12,"ALL","EW_VYP","L1_Ridge","linear",2023-05-10 17:40:37,1.08664404102977e-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.2676031731351,1.0875309436189e-05,5.17077968501709e-06,NA,NA,NA
"Nelder-Mead6",0.799844091911534,0.00315150889129666,NA,1.01124468681933e-05,384,NA,NA,0,TRUE,TRUE,2.55999999999949,1.75304503145616e-06,0.000190815054587756,NA,1,7.19263044049741e-07,6.91612152089111e-05,NA,"LOV","ALL",240,0,12,"ALL","EW_VYP","L1_Ridge","linear",2023-05-10 17:40:48,1.01124468681933e-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.48793414384036,2.37116986317346e-06,1.376918915267e-06
"Nelder-Mead7",1.12828050230292,0.00149583401310556,-0.173685489800157,5.81418449409209e-06,252,NA,NA,0,TRUE,TRUE,1.81999999999971,3.47228907342005e-06,0.000218364665550305,1.68751683659221e-06,1,1.3414376286313e-06,7.53529929535605e-05,1.69007249344888e-06,"HML","BO",240,0,12,"ALL","EW_VYP","L1_Ridge","linear",2023-05-10 17:40:56,5.81418449409209e-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Nelder-Mead11",0.898451191418458,0.00384192131819731,NA,5.57121724817741e-06,322,NA,NA,0,TRUE,TRUE,2.15999999999985,2.78211672665469e-06,0.00030077710297609,NA,1,1.17073706413764e-06,0.000106869921653374,NA,"SMB","BO",240,0,12,"ALL","EW_VYP","L1_Ridge","linear",2023-05-10 17:41:05,5.57121724817741e-06,-0.909522025225687,3.00110098289518e-06,1.99279536005037e-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Nelder-Mead21",0.841278054653773,0.00253014682630456,NA,5.74163439991102e-06,238,NA,NA,0,TRUE,FALSE,1.53000000000065,6.227731511285e-06,0.00055166033174542,NA,1,2.35419008641936e-06,0.00019136389368713,NA,"HDY","BO",240,0,12,"ALL","EW_VYP","L1_Ridge","linear",2023-05-10 17:41:13,5.74163439991102e-06,NA,NA,NA,-0.989444287252136,6.62169511673514e-06,2.51237366668307e-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
