"","MKT","Alpha","HML","value","fevals","gevals","niter","convcode","kkt1","kkt2","xtime","SE.MKT","SE.Alpha","SE.HML","Wald.p.value.MKT_1","SE.MKT.indep","SE.Alpha.indep","SE.HML.indep","Factor","Type","max.month","lambda","kernel.bandwidth","CV.key","weighting","error.fun","sdf.model","datetime","validation.error","SMB","SE.SMB","SE.SMB.indep","HDY","SE.HDY","SE.HDY.indep","QLT","SE.QLT","SE.QLT.indep","MOM","SE.MOM","SE.MOM.indep","ESG","SE.ESG","SE.ESG.indep","LOV","SE.LOV","SE.LOV.indep"
"Nelder-Mead",1.35533555537121,-0.00175532110969603,-0.334116271329244,0.0112037025287363,212,NA,NA,0,FALSE,TRUE,1.39999999999964,2.39838952376968e-06,0.000180661420647669,3.71741659841718e-06,1,9.79169045139228e-07,6.49194122519229e-05,1.8304192143277e-06,"HML","ALL",240,0,12,"ALL","FW_VYP","L1_Ridge","linear",2023-05-10 15:47:54,0.0112037025287363,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Nelder-Mead1",1.38249149757259,-0.000825539394058135,NA,0.0109280589759738,280,NA,NA,0,FALSE,TRUE,1.92000000000007,9.79682702607426e-07,0.000126194579335152,NA,1,4.20316342187908e-07,4.54034576314423e-05,NA,"SMB","ALL",240,0,12,"ALL","FW_VYP","L1_Ridge","linear",2023-05-10 15:47:59,0.0109280589759738,-0.327894056884369,3.15009662910933e-06,1.45644936763551e-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Nelder-Mead2",1.37392406565013,-0.0014371352697325,NA,0.0112272701952173,472,NA,NA,0,FALSE,TRUE,2.88999999999987,1.32347423643447e-06,0.000121880785005174,NA,1,5.21199828822818e-07,4.3815951437311e-05,NA,"HDY","ALL",240,0,12,"ALL","FW_VYP","L1_Ridge","linear",2023-05-10 15:48:14,0.0112272701952173,NA,NA,NA,-0.540807176283618,2.71105091415251e-06,1.30853042307528e-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Nelder-Mead3",1.51540809238975,-0.00125381526094335,NA,0.0114572879502661,234,NA,NA,0,FALSE,TRUE,1.61000000000013,3.16741993240906e-07,0.000136460989604517,NA,1,1.16725987634899e-07,4.90694389081427e-05,NA,"QLT","ALL",240,0,12,"ALL","FW_VYP","L1_Ridge","linear",2023-05-10 15:48:18,0.0114572879502661,NA,NA,NA,NA,NA,NA,-0.149648628622194,4.78770720783109e-06,1.75191600677909e-06,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Nelder-Mead4",1.6496101245522,-0.000845818712764619,NA,0.0112446294103287,388,NA,NA,0,FALSE,TRUE,2.35999999999967,2.07207651747457e-07,0.00012928649179252,NA,1,1.19477488276759e-07,4.65146506849303e-05,NA,"MOM","ALL",240,0,12,"ALL","FW_VYP","L1_Ridge","linear",2023-05-10 15:48:23,0.0112446294103287,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.621762123100674,4.414818963226e-06,1.61485735207426e-06,NA,NA,NA,NA,NA,NA
"Nelder-Mead5",1.4395190676303,-0.0014320983116036,NA,0.0102568720610493,500,NA,NA,0,FALSE,FALSE,3.0600000000004,1.78108022798404e-06,0.000235469925291721,NA,0.999999999999989,6.37153417922874e-07,8.46515868445568e-05,NA,"ESG","ALL",240,0,12,"ALL","FW_VYP","L1_Ridge","linear",2023-05-10 15:48:30,0.0102568720610493,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.83561084527848,6.87013878074544e-06,2.92223224104928e-06,NA,NA,NA
"Nelder-Mead6",1.19805472313139,0.000332765556426857,NA,0.010331129885266,630,NA,NA,0,FALSE,FALSE,3.80999999999995,2.16676154656913e-06,0.000206362253267127,NA,1,8.89845622538353e-07,7.43575253489562e-05,NA,"LOV","ALL",240,0,12,"ALL","FW_VYP","L1_Ridge","linear",2023-05-10 15:48:44,0.010331129885266,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.582480735866046,2.92672345312802e-06,1.9013518032302e-06
"Nelder-Mead7",1.6076728216103,-0.00194004087965525,-0.313221522007511,0.0105493250057988,214,NA,NA,0,FALSE,TRUE,1.11999999999989,1.79529595062164e-06,0.000141375616045096,2.60700698225853e-06,1,7.33179217500925e-07,5.09117813726542e-05,1.29343628972963e-06,"HML","BO",240,0,12,"ALL","FW_VYP","L1_Ridge","linear",2023-05-10 15:48:48,0.0105493250057988,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Nelder-Mead11",1.60878277889571,-0.000991289257741511,NA,0.0106912217707676,328,NA,NA,0,FALSE,TRUE,2.22000000000025,8.88251805888543e-07,0.000127615463318107,NA,1,3.88523638820835e-07,4.60426703344297e-05,NA,"SMB","BO",240,0,12,"ALL","FW_VYP","L1_Ridge","linear",2023-05-10 15:48:53,0.0106912217707676,-0.322845387286437,2.39207758719229e-06,1.19603698260613e-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Nelder-Mead21",1.59649329671475,-0.00153332408448587,NA,0.0108108289645536,284,NA,NA,0,FALSE,TRUE,1.88000000000011,1.30590944836846e-06,0.000127976816758793,NA,1,5.15612574297332e-07,4.61233644921936e-05,NA,"HDY","BO",240,0,12,"ALL","FW_VYP","L1_Ridge","linear",2023-05-10 15:48:57,0.0108108289645536,NA,NA,NA,-0.488503581520043,2.09880182266129e-06,1.12643948291732e-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
