"","MKT","Alpha","HML","value","fevals","gevals","niter","convcode","kkt1","kkt2","xtime","SE.MKT","SE.Alpha","SE.HML","Wald.p.value.MKT_1","SE.MKT.indep","SE.Alpha.indep","SE.HML.indep","Factor","Type","max.month","lambda","kernel.bandwidth","CV.key","weighting","error.fun","sdf.model","datetime","validation.error","SMB","SE.SMB","SE.SMB.indep","HDY","SE.HDY","SE.HDY.indep","QLT","SE.QLT","SE.QLT.indep","MOM","SE.MOM","SE.MOM.indep","ESG","SE.ESG","SE.ESG.indep","LOV","SE.LOV","SE.LOV.indep"
"Nelder-Mead",1.19981730775133,-0.00201444921173146,-0.701594049022096,2.57097107373881e-06,146,NA,NA,0,TRUE,TRUE,1.03999999999996,5.74172939700673e-06,0.000410500139091154,7.39674733348806e-06,1,2.16396004292165e-06,0.00013869412191323,3.69464082450076e-06,"HML","ALL",180,0,12,"ALL","EW_VYP","L2_Lasso","linear",2023-05-10 16:45:06,2.57097107373881e-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Nelder-Mead1",1.13062111179926,0.0012504508696154,NA,2.36674214298373e-06,146,NA,NA,0,TRUE,FALSE,0.839999999999236,3.56843665167262e-05,0.00596133238182504,NA,0.999999999999514,1.6197190067934e-05,0.00207269885907792,NA,"SMB","ALL",180,0,12,"ALL","EW_VYP","L2_Lasso","linear",2023-05-10 16:45:11,2.36674214298373e-06,-1.00255439374877,0.000115759777134251,6.29845959952969e-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Nelder-Mead2",1.02124429300341,-0.000209908649655277,NA,2.37476553825217e-06,204,NA,NA,0,TRUE,FALSE,1.25999999999931,9.04363565354751e-06,0.000955092200895516,NA,1,3.42803254073702e-06,0.000322724133265014,NA,"HDY","ALL",180,0,12,"ALL","EW_VYP","L2_Lasso","linear",2023-05-10 16:45:18,2.37476553825217e-06,NA,NA,NA,-1.37817703749399,8.20378732286219e-06,7.09908170735036e-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Nelder-Mead3",1.62009272453087,-0.00405213080257802,NA,3.12586250308813e-06,156,NA,NA,0,TRUE,FALSE,0.909999999999854,1.9072686909024e-05,0.00889066739522361,NA,0.999999999998728,7.56190682107326e-06,0.00299979404143017,NA,"QLT","ALL",180,0,12,"ALL","EW_VYP","L2_Lasso","linear",2023-05-10 16:45:21,3.12586250308813e-06,NA,NA,NA,NA,NA,NA,0.489315060809764,0.000257236447161922,8.99144950241278e-05,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Nelder-Mead4",1.30531131809132,-0.00341055517436813,NA,3.1362131979679e-06,196,NA,NA,0,TRUE,FALSE,1.19999999999982,0.000851978318298627,0.0468213158404171,NA,0.999999995176777,0.000287537349918089,0.0158067148662974,NA,"MOM","ALL",180,0,12,"ALL","EW_VYP","L2_Lasso","linear",2023-05-10 16:45:25,3.1362131979679e-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.32372757646453,0.00167582212987413,0.00061342559936468,NA,NA,NA,NA,NA,NA
"Nelder-Mead5",1.56388723709125,-0.00213946956005296,NA,2.52813415089651e-06,196,NA,NA,0,TRUE,FALSE,1.07999999999993,1.75150078620237e-05,0.00145013104313177,NA,0.999999999896177,5.91118072584229e-06,0.000489926160372266,NA,"ESG","ALL",180,0,12,"ALL","EW_VYP","L2_Lasso","linear",2023-05-10 16:45:29,2.52813415089651e-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.0558613565799,5.95520373266207e-05,2.14696522499388e-05,NA,NA,NA
"Nelder-Mead6",1.03100254580833,0.00164488942356205,NA,2.48701793295334e-06,156,NA,NA,0,TRUE,FALSE,0.979999999999563,0.0372673273767541,0.963653470622457,NA,0.999624103962874,0.0132021494256685,0.33526291146073,NA,"LOV","ALL",180,0,12,"ALL","EW_VYP","L2_Lasso","linear",2023-05-10 16:45:35,2.48701793295334e-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.36906746327842,0.0817506351804001,0.030068701879533
"Nelder-Mead7",1.20720212232008,-0.000228341481169484,-0.401354899267449,1.26120037310174e-06,210,NA,NA,0,TRUE,TRUE,1.32999999999993,2.17900700095266e-05,0.00194573544364279,5.14288976747059e-05,0.999999999999999,8.76472313730141e-06,0.000659961206993475,2.07377664496259e-05,"HML","BO",180,0,12,"ALL","EW_VYP","L2_Lasso","linear",2023-05-10 16:45:41,1.26120037310174e-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Nelder-Mead11",1.18738384933605,0.00143871638579495,NA,1.23805355633809e-06,170,NA,NA,0,TRUE,TRUE,1.07999999999993,0.000138116435117621,0.0050823824931151,NA,0.999999999998152,4.91717996820017e-05,0.00175110720629861,NA,"SMB","BO",180,0,12,"ALL","EW_VYP","L2_Lasso","linear",2023-05-10 16:45:47,1.23805355633809e-06,-0.548832173579788,0.000379709107577328,0.000133291989575906,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Nelder-Mead21",1.13386344982749,0.000638926175614216,NA,1.25354066742935e-06,160,NA,NA,0,TRUE,FALSE,0.800000000000182,3.06179827436401e-05,0.00249725932573843,NA,0.999999999999975,1.13913748005197e-05,0.000857937563717479,NA,"HDY","BO",180,0,12,"ALL","EW_VYP","L2_Lasso","linear",2023-05-10 16:45:53,1.25354066742935e-06,NA,NA,NA,-0.735301556210975,6.39736321229338e-05,2.69108861521841e-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Nelder-Mead31",1.43210498496973,0.000392860260921482,NA,1.33738944473637e-06,202,NA,NA,0,TRUE,FALSE,1.14999999999964,2.29184655653011e-05,0.00220938110183034,NA,0.999999999999999,8.2560533766805e-06,0.000752511837695021,NA,"QLT","BO",180,0,12,"ALL","EW_VYP","L2_Lasso","linear",2023-05-10 16:45:57,1.33738944473637e-06,NA,NA,NA,NA,NA,NA,-0.355120680686848,2.46928329642771e-05,1.89479197149167e-05,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Nelder-Mead41",1.76925765958373,0.00606409827393449,NA,1.2589390296333e-06,244,NA,NA,0,TRUE,FALSE,1.57999999999993,0.00242657969897413,0.125764561719986,NA,0.999993370947986,0.00205385903767521,0.0664840404536389,NA,"MOM","BO",180,0,12,"ALL","EW_VYP","L2_Lasso","linear",2023-05-10 16:46:04,1.2589390296333e-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.85219205816183,0.0103458190362541,0.00445928093336929,NA,NA,NA,NA,NA,NA
"Nelder-Mead51",1.40986771492483,0.000162891184299297,NA,1.02418697687999e-06,240,NA,NA,0,TRUE,FALSE,1.34000000000015,2.182216953292e-06,0.000386491792502142,NA,0.99999999999969,7.39634103730832e-07,0.000131080017858652,NA,"ESG","BO",180,0,12,"ALL","EW_VYP","L2_Lasso","linear",2023-05-10 16:46:08,1.02418697687999e-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.5118875385873,7.73418140027779e-06,3.85021400412081e-06,NA,NA,NA
"Nelder-Mead61",0.900804158697444,0.00348437247070732,NA,1.09075332515686e-06,186,NA,NA,0,TRUE,FALSE,1.21999999999935,0.000169110409375849,0.00262359512180574,NA,0.999999999995798,6.0367265029855e-05,0.000930492022479979,NA,"LOV","BO",180,0,12,"ALL","EW_VYP","L2_Lasso","linear",2023-05-10 16:46:15,1.09075332515686e-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.30379068955555,0.000172711770697275,6.60607583204389e-05
"Nelder-Mead8",0.93903041964241,0.00254401628283067,1.1463430647354,3.46653079225514e-07,150,NA,NA,0,TRUE,TRUE,0.800000000000182,3.22679655294853e-05,0.00151158325600218,3.33147526427169e-05,0.99999999999999,1.35411753148539e-05,0.000610816035415684,1.89449863504366e-05,"HML","DD",180,0,12,"ALL","EW_VYP","L2_Lasso","linear",2023-05-10 16:46:18,3.46653079225514e-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Nelder-Mead12",1.06334032087771,-0.00265885102850886,NA,2.95778433616798e-07,126,NA,NA,0,TRUE,TRUE,0.639999999999418,0.00321947494066762,0.161218125286559,NA,0.999999645997407,0.0014500417218365,0.0606856931573237,NA,"SMB","DD",180,0,12,"ALL","EW_VYP","L2_Lasso","linear",2023-05-10 16:46:20,2.95778433616798e-07,1.40781283866472,0.00737383614257283,0.00316656411534085,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Nelder-Mead22",1.10803065386549,0.000506096250346021,NA,3.13424023733813e-07,148,NA,NA,0,TRUE,FALSE,0.640000000000327,0.00131318867972105,0.0622235794638441,NA,0.999999916486444,0.000537389854541959,0.0251205199160682,NA,"HDY","DD",180,0,12,"ALL","EW_VYP","L2_Lasso","linear",2023-05-10 16:46:23,3.13424023733813e-07,NA,NA,NA,2.14563595015768,0.00311613894093132,0.00137095624807743,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Nelder-Mead32",0.401156314732122,0.00726424494997637,NA,3.60083874924914e-07,120,NA,NA,0,TRUE,TRUE,0.680000000000291,0.000357106232661474,0.0125060982449408,NA,0.999999999294044,0.000198339112013328,0.0102428407245409,NA,"QLT","DD",180,0,12,"ALL","EW_VYP","L2_Lasso","linear",2023-05-10 16:46:28,3.60083874924914e-07,NA,NA,NA,NA,NA,NA,-1.55979653102428,0.000694446872284695,0.000333430808586439,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Nelder-Mead42",1.25418412999832,0.00710013728480005,NA,3.19686109390118e-07,214,NA,NA,0,TRUE,FALSE,1.21000000000004,0.00216047870075795,0.0443093145313375,NA,0.999999988481153,0.00113282583015158,0.037005622784943,NA,"MOM","DD",180,0,12,"ALL","EW_VYP","L2_Lasso","linear",2023-05-10 16:46:34,3.19686109390118e-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,-3.49089125942399,0.00101122663490229,0.00117774218026648,NA,NA,NA,NA,NA,NA
"Nelder-Mead52",0.752602244013246,0.00161199769544267,NA,4.06015302494119e-07,146,NA,NA,0,TRUE,FALSE,0.710000000000036,0.000926366479314126,0.119245828348941,NA,0.999995080694952,0.000374773994914311,0.0481594606297805,NA,"ESG","DD",180,0,12,"ALL","EW_VYP","L2_Lasso","linear",2023-05-10 16:46:37,4.06015302494119e-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.10677780593,0.00265611026716512,0.00168681252319699,NA,NA,NA
"Nelder-Mead62",0.879887156207585,0.000211116536192791,NA,4.09879805115572e-07,124,NA,NA,0,TRUE,FALSE,0.519999999999527,7.88260780843391e-06,0.000444385422545583,NA,1,3.23038010117353e-06,0.00017939340174081,NA,"LOV","DD",180,0,12,"ALL","EW_VYP","L2_Lasso","linear",2023-05-10 16:46:39,4.09879805115572e-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.785015116805456,1.58930105512772e-05,7.85981694467058e-06
"Nelder-Mead9",0.838500704386151,-0.00166146334300812,-1.7390660542839,2.55248342487522e-07,274,NA,NA,0,TRUE,FALSE,0.770000000000437,0.00026875830533259,0.0233852589216351,0.000122854863666808,0.999999999997346,0.000143296648722861,0.0111832549231356,0.000135245853969779,"HML","FOF",180,0,12,"ALL","EW_VYP","L2_Lasso","linear",2023-05-10 16:46:44,2.55248342487522e-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Nelder-Mead13",-1.86673302779807,0.034938909874889,NA,1.30431209658003e-07,310,NA,NA,0,TRUE,TRUE,1.02999999999975,0.0286498114439699,0.924716981216528,NA,0.986355130335526,0.0144888797233717,0.469276934079787,NA,"SMB","FOF",180,0,12,"ALL","EW_VYP","L2_Lasso","linear",2023-05-10 16:46:48,1.30431209658003e-07,-4.0307397793564,0.0652620167711204,0.0299272657834266,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Nelder-Mead23",-4.18009470452686,0.0502634567071327,NA,1.3741465467256e-07,330,NA,NA,0,TRUE,TRUE,1.02999999999975,0.0136415557824089,0.269172614273254,NA,0.804222881469267,0.00740982144972842,0.146191859885737,NA,"HDY","FOF",180,0,12,"ALL","EW_VYP","L2_Lasso","linear",2023-05-10 16:46:53,1.3741465467256e-07,NA,NA,NA,-5.45754328428716,0.166888054264925,0.0749443734588696,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Nelder-Mead33",-1.6104272456945,0.0182086344684664,NA,1.27657539039806e-07,430,NA,NA,0,TRUE,TRUE,1.39000000000033,9.50963699887414e-06,0.000369692553066357,NA,0.999999999981633,4.3440407944826e-06,0.000166938424963555,NA,"QLT","FOF",180,0,12,"ALL","EW_VYP","L2_Lasso","linear",2023-05-10 16:46:58,1.27657539039806e-07,NA,NA,NA,NA,NA,NA,7.48071863995866,5.89622787050614e-05,2.57405492182575e-05,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Nelder-Mead43",-1.34485926318269,0.0204466944486156,NA,1.43542438315477e-07,330,NA,NA,0,TRUE,TRUE,1.10999999999967,0.00482453074588813,0.166827657683546,NA,0.999916924219489,0.00220362126597857,0.0766196683669367,NA,"MOM","FOF",180,0,12,"ALL","EW_VYP","L2_Lasso","linear",2023-05-10 16:47:02,1.43542438315477e-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.48205798769431,0.0183813063696864,0.0079950614930242,NA,NA,NA,NA,NA,NA
"Nelder-Mead53",1.73478189821341,-0.00265727671475737,NA,2.76071277320709e-07,176,NA,NA,0,TRUE,FALSE,0.539999999999964,0.00025568959303304,0.00914991010101084,NA,0.999999999898105,0.000118379920983635,0.00423574394806748,NA,"ESG","FOF",180,0,12,"ALL","EW_VYP","L2_Lasso","linear",2023-05-10 16:47:04,2.76071277320709e-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.834171566009335,0.000616723798386751,0.000272941940335559,NA,NA,NA
"Nelder-Mead63",1.46097173745363,-0.000723379015170253,NA,2.74262335802476e-07,130,NA,NA,0,TRUE,FALSE,0.409999999999854,0.000436235543702126,0.0243503572772796,NA,0.999999999983188,0.000217007806932579,0.0116141509443796,NA,"LOV","FOF",180,0,12,"ALL","EW_VYP","L2_Lasso","linear",2023-05-10 16:47:07,2.74262335802476e-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.686973856274817,0.000888594988121874,0.000431734318447551
"Nelder-Mead10",-0.110872014868393,0.00507822408538596,-0.38791839110201,2.39154418527323e-07,200,NA,NA,0,TRUE,FALSE,0.8100000000004,0.00137346871514647,0.0339416042875815,0.00363998332210022,0.999999999959153,0.000638691915635461,0.0448110622757673,0.00191595118041081,"HML","INF",180,0,12,"ALL","EW_VYP","L2_Lasso","linear",2023-05-10 16:47:11,2.39154418527323e-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Nelder-Mead14",0.0448974392710401,0.00512204665275574,NA,2.41646162262876e-07,150,NA,NA,0,TRUE,FALSE,0.630000000000109,0.000817114726493712,0.0326576337221183,NA,0.999999999523995,0.000901450734760346,0.047193025728799,NA,"SMB","INF",180,0,12,"ALL","EW_VYP","L2_Lasso","linear",2023-05-10 16:47:15,2.41646162262876e-07,-0.230940282715329,0.00359962590279699,0.00228477661683119,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Nelder-Mead24",-0.111736487510648,0.00549778090565081,NA,2.40019622961208e-07,156,NA,NA,0,TRUE,FALSE,0.480000000000473,0.000838682167838098,0.0216286313629778,NA,0.999999998708351,0.000525542966544166,0.0472219472084707,NA,"HDY","INF",180,0,12,"ALL","EW_VYP","L2_Lasso","linear",2023-05-10 16:47:18,2.40019622961208e-07,NA,NA,NA,-0.544072945685783,0.00426846907445543,0.00236787370837703,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Nelder-Mead34",0.142406978513023,0.00392602625485562,NA,2.42646805056973e-07,148,NA,NA,0,TRUE,FALSE,0.5,0.00116768112037332,0.0616990873381545,NA,0.999999999445333,0.00132001744194494,0.0464183206946129,NA,"QLT","INF",180,0,12,"ALL","EW_VYP","L2_Lasso","linear",2023-05-10 16:47:22,2.42646805056973e-07,NA,NA,NA,NA,NA,NA,0.127714784503234,0.00140475263681567,0.00143292220032688,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Nelder-Mead44",0.271618494342885,0.00520644579057313,NA,2.3735887498103e-07,240,NA,NA,0,TRUE,FALSE,0.840000000000146,0.00132862834197022,0.0277355793436411,NA,0.999999991684681,0.00164990465412392,0.0503534071132001,NA,"MOM","INF",180,0,12,"ALL","EW_VYP","L2_Lasso","linear",2023-05-10 16:47:27,2.3735887498103e-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.968104203442002,0.00224643773059048,0.00230304410502242,NA,NA,NA,NA,NA,NA
"Nelder-Mead54",-0.0746940123320011,0.00635704741359429,NA,2.23949055987604e-07,258,NA,NA,0,TRUE,FALSE,0.6899999999996,0.000236138269023209,0.0209599969209284,NA,0.999990550620638,0.000385924492996109,0.0321080477641367,NA,"ESG","INF",180,0,12,"ALL","EW_VYP","L2_Lasso","linear",2023-05-10 16:47:29,2.23949055987604e-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.5607591320997,0.00314596517019691,0.00162687358943563,NA,NA,NA
"Nelder-Mead64",-0.527358047410366,0.00919582163316984,NA,2.28752483751836e-07,240,NA,NA,0,TRUE,FALSE,0.860000000000582,0.00180233684711088,0.113134386933978,NA,0.999999061939806,0.00117732676093907,0.0657084863088863,NA,"LOV","INF",180,0,12,"ALL","EW_VYP","L2_Lasso","linear",2023-05-10 16:47:34,2.28752483751836e-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.11263409992506,0.0103973046742735,0.00478905000880617
"Nelder-Mead15",0.56542397785554,0.00186456009943826,0.0802848516339307,1.7151332858819e-07,130,NA,NA,0,TRUE,TRUE,0.829999999999927,1.49160606503012e-05,0.00119756166691093,8.86929618930564e-06,1,6.15557198769115e-06,0.000488187754357214,1.31772165255485e-05,"HML","MEZZ",180,0,12,"ALL","EW_VYP","L2_Lasso","linear",2023-05-10 16:47:39,1.7151332858819e-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Nelder-Mead16",0.591652968055807,0.00100599982692997,NA,1.7040327464598e-07,134,NA,NA,0,TRUE,TRUE,0.6899999999996,0.000132231108689074,0.00258139615849135,NA,0.999999999999995,4.71648731237851e-05,0.000925732434410894,NA,"SMB","MEZZ",180,0,12,"ALL","EW_VYP","L2_Lasso","linear",2023-05-10 16:47:44,1.7040327464598e-07,0.24012528951098,0.000125244072954723,5.04036335319592e-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Nelder-Mead25",0.579899560436337,0.00168741334215322,NA,1.71499955921416e-07,134,NA,NA,0,TRUE,FALSE,0.8100000000004,0.00139243932480911,0.0627681614140261,NA,0.999999999950138,0.000555703275489684,0.0255624753726906,NA,"HDY","MEZZ",180,0,12,"ALL","EW_VYP","L2_Lasso","linear",2023-05-10 16:47:49,1.71499955921416e-07,NA,NA,NA,0.151749092314914,0.000810853479485853,0.000737302844319772,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Nelder-Mead35",0.489949585212533,0.00325898629618404,NA,1.66218574785859e-07,198,NA,NA,0,TRUE,TRUE,1.11999999999989,4.31443906891752e-05,0.00397326676577445,NA,0.999999999999952,3.83849775052042e-05,0.00223257748035481,NA,"QLT","MEZZ",180,0,12,"ALL","EW_VYP","L2_Lasso","linear",2023-05-10 16:47:55,1.66218574785859e-07,NA,NA,NA,NA,NA,NA,-0.547202238703769,4.58955601640646e-05,6.90967039168983e-05,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Nelder-Mead45",0.620472275150239,0.00185092994618798,NA,1.71038047049087e-07,146,NA,NA,0,TRUE,FALSE,0.929999999999382,5.33889164175497e-05,0.00450385827381798,NA,0.999999999999975,2.53902054801625e-05,0.00183588900513962,NA,"MOM","MEZZ",180,0,12,"ALL","EW_VYP","L2_Lasso","linear",2023-05-10 16:48:01,1.71038047049087e-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.36530660315421,4.80995969722826e-05,5.19660003311412e-05,NA,NA,NA,NA,NA,NA
"Nelder-Mead55",0.758056352027296,0.00118503643626691,NA,1.66646715782651e-07,252,NA,NA,0,TRUE,FALSE,1.48999999999978,5.0549206583364e-06,0.000695811491217999,NA,0.999999999999755,1.81099473823895e-06,0.00024973734087996,NA,"ESG","MEZZ",180,0,12,"ALL","EW_VYP","L2_Lasso","linear",2023-05-10 16:48:05,1.66646715782651e-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.9041195800047,6.21315577630202e-06,7.75344960627177e-06,NA,NA,NA
"Nelder-Mead65",0.368146735398995,0.00328079639803212,NA,1.69845377774825e-07,168,NA,NA,0,TRUE,FALSE,1.14999999999964,0.0655326101854784,0.0457806497327662,NA,0.999315523808104,0.0369911328019899,0.0258492063139527,NA,"LOV","MEZZ",180,0,12,"ALL","EW_VYP","L2_Lasso","linear",2023-05-10 16:48:11,1.69845377774825e-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.750840297656048,0.12751296416781,0.0712446993925352
"Nelder-Mead17",0.571760731544665,0.000552500679203254,0.536850116742266,3.01975846931991e-07,212,NA,NA,0,TRUE,TRUE,1.17000000000007,0.00257142611037227,0.121968413065584,0.00459424251965173,0.999999999251004,0.001148084007683,0.0573950009236045,0.00258916395201564,"HML","NATRES",180,0,12,"ALL","EW_VYP","L2_Lasso","linear",2023-05-10 16:48:14,3.01975846931991e-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Nelder-Mead18",0.78267112929797,-0.00319361580843937,NA,2.9272143579947e-07,138,NA,NA,0,TRUE,FALSE,0.640000000000327,0.00129056433759403,0.183106525744584,NA,0.99999970568136,0.000643931649081654,0.0730901504866295,NA,"SMB","NATRES",180,0,12,"ALL","EW_VYP","L2_Lasso","linear",2023-05-10 16:48:16,2.9272143579947e-07,1.01274711313966,0.00988445224589675,0.00399544467190834,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Nelder-Mead26",0.743576930148588,-0.0010678567456676,NA,3.01508663285057e-07,186,NA,NA,0,TRUE,FALSE,0.850000000000364,0.00246374016349795,0.148795546898677,NA,0.999999881024242,0.00105435315772617,0.0595546169200303,NA,"HDY","NATRES",180,0,12,"ALL","EW_VYP","L2_Lasso","linear",2023-05-10 16:48:19,3.01508663285057e-07,NA,NA,NA,1.03389690381878,0.00784264572808464,0.00333596512523639,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Nelder-Mead36",0.207270971075473,0.00934806172283415,NA,2.59824285358711e-07,178,NA,NA,0,TRUE,FALSE,0.819999999999709,3.48239138137762e-05,0.000637707773983881,NA,0.999999999998614,1.38343079177516e-05,0.000256728147962128,NA,"QLT","NATRES",180,0,12,"ALL","EW_VYP","L2_Lasso","linear",2023-05-10 16:48:24,2.59824285358711e-07,NA,NA,NA,NA,NA,NA,-2.89378588875499,4.83248205375125e-05,1.98561449308872e-05,NA,NA,NA,NA,NA,NA,NA,NA,NA
