"","MKT","Alpha","HML","value","fevals","gevals","niter","convcode","kkt1","kkt2","xtime","SE.MKT","SE.Alpha","SE.HML","Wald.p.value.MKT_1","SE.MKT.indep","SE.Alpha.indep","SE.HML.indep","Factor","Type","max.month","lambda","kernel.bandwidth","CV.key","weighting","error.fun","sdf.model","datetime","validation.error","SMB","SE.SMB","SE.SMB.indep","HDY","SE.HDY","SE.HDY.indep","QLT","SE.QLT","SE.QLT.indep","MOM","SE.MOM","SE.MOM.indep","ESG","SE.ESG","SE.ESG.indep","LOV","SE.LOV","SE.LOV.indep"
"Nelder-Mead",1.23327025904505,-0.000986144461604679,-0.387842742576469,0.00814523277717162,198,NA,NA,0,FALSE,TRUE,1.16999999999962,2.42770787155336e-06,0.000175888757335913,2.4983260849903e-06,1,9.86988424958262e-07,6.32698752188895e-05,1.55592561236361e-06,"HML","ALL",150,0,12,"ALL","FW_VYP","L1_Ridge","linear",2023-05-10 15:23:17,0.00814523277717162,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Nelder-Mead1",1.13629810728621,0.00130874149550231,NA,0.00792962425027663,418,NA,NA,0,FALSE,TRUE,2.48000000000002,2.05096905243167e-06,0.000222257839646668,NA,1,8.48855324975889e-07,8.03718776008165e-05,NA,"SMB","ALL",150,0,12,"ALL","FW_VYP","L1_Ridge","linear",2023-05-10 15:23:27,0.00792962425027663,-0.519790378788249,1.88236715405499e-06,1.80419415927405e-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Nelder-Mead2",1.28638507611311,-0.000869312052307208,NA,0.00821606762471298,190,NA,NA,0,FALSE,TRUE,1.19000000000005,1.98887207551035e-06,0.000174723752664972,NA,1,7.82300009646949e-07,6.286023696462e-05,NA,"HDY","ALL",150,0,12,"ALL","FW_VYP","L1_Ridge","linear",2023-05-10 15:23:33,0.00821606762471298,NA,NA,NA,-0.483740461475617,3.09208828469884e-06,1.73515060821876e-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Nelder-Mead3",1.51121463176485,-0.00113456001967353,NA,0.00878483546677143,498,NA,NA,0,FALSE,TRUE,2.90000000000009,5.74519131143946e-07,0.000159781972775278,NA,1,1.97516019816657e-07,5.74644171257653e-05,NA,"QLT","ALL",150,0,12,"ALL","FW_VYP","L1_Ridge","linear",2023-05-10 15:23:39,0.00878483546677143,NA,NA,NA,NA,NA,NA,-0.185984752407149,5.83492517913347e-06,2.13139576716394e-06,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Nelder-Mead4",1.6270884515384,-0.00109811493144892,NA,0.0085409804871717,420,NA,NA,0,FALSE,TRUE,2.5300000000002,6.56021366431348e-07,0.000143319193952382,NA,1,2.63321159832136e-07,5.15462565520464e-05,NA,"MOM","ALL",150,0,12,"ALL","FW_VYP","L1_Ridge","linear",2023-05-10 15:23:45,0.0085409804871717,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.482172433380234,5.45444818760158e-06,1.98306433352896e-06,NA,NA,NA,NA,NA,NA
"Nelder-Mead5",1.40408160067184,-0.00116357098440374,NA,0.00781400106840463,502,NA,NA,1,FALSE,FALSE,2.99000000000024,1.78442767570088e-06,0.000233091521829242,NA,0.999999999999987,6.38627358253082e-07,8.38266815521319e-05,NA,"ESG","ALL",150,0,12,"ALL","FW_VYP","L1_Ridge","linear",2023-05-10 15:23:51,0.00781400106840463,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.1295725136765,6.84510276768133e-06,2.92127377149724e-06,NA,NA,NA
"Nelder-Mead6",1.27919538207206,-0.000108880547828972,NA,0.00786466890919056,178,NA,NA,0,FALSE,FALSE,0.940000000000055,4.10344504709427e-06,0.00046863520793978,NA,1,1.76020384610056e-06,0.0001687656122305,NA,"LOV","ALL",150,0,12,"ALL","FW_VYP","L1_Ridge","linear",2023-05-10 15:23:57,0.00786466890919056,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.462817199455127,6.91857584384825e-06,4.29737911688092e-06
"Nelder-Mead7",1.36905122673987,-0.000486836052571076,-0.407425296962924,0.00744167053954884,434,NA,NA,0,FALSE,TRUE,2.75,3.33275259071022e-06,0.000236855245615239,1.68515312255133e-06,1,1.34035677082742e-06,8.55438417668796e-05,1.63296932136567e-06,"HML","BO",150,0,12,"ALL","FW_VYP","L1_Ridge","linear",2023-05-10 15:24:08,0.00744167053954884,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Nelder-Mead11",1.40779553472628,0.000726880510561251,NA,0.0076426408563275,276,NA,NA,0,FALSE,TRUE,1.60999999999967,2.02726812687778e-06,0.000224078924707661,NA,1,8.41206365715906e-07,8.11427818520794e-05,NA,"SMB","BO",150,0,12,"ALL","FW_VYP","L1_Ridge","linear",2023-05-10 15:24:15,0.0076426408563275,-0.55509507661284,4.11223898956531e-06,2.24882284497374e-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Nelder-Mead21",1.46699648805461,-0.000726229788408461,NA,0.00780865947042832,520,NA,NA,0,FALSE,TRUE,2.87999999999965,3.96585457596401e-06,0.000277000831735126,NA,1,1.51436777014581e-06,9.9993425597542e-05,NA,"HDY","BO",150,0,12,"ALL","FW_VYP","L1_Ridge","linear",2023-05-10 15:24:27,0.00780865947042832,NA,NA,NA,-0.5634739277403,6.17211017863364e-06,2.82371249429046e-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Nelder-Mead31",1.65625086866867,0.000608132683738566,NA,0.00755255640607302,362,NA,NA,0,FALSE,TRUE,2,3.43570993509586e-07,0.000152257220254868,NA,1,1.56517119790255e-07,5.51196377058096e-05,NA,"QLT","BO",150,0,12,"ALL","FW_VYP","L1_Ridge","linear",2023-05-10 15:24:32,0.00755255640607302,NA,NA,NA,NA,NA,NA,-0.605513715358551,3.07069611081555e-06,1.53521766742797e-06,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Nelder-Mead41",1.87241679394425,0.00433583959273037,NA,0.00711542803901802,348,NA,NA,0,FALSE,TRUE,1.85999999999967,1.02517923797869e-06,0.000129154522885137,NA,1,3.90036491785118e-07,4.84898096201304e-05,NA,"MOM","BO",150,0,12,"ALL","FW_VYP","L1_Ridge","linear",2023-05-10 15:24:41,0.00711542803901802,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.32798750026282,3.96255703886307e-06,1.47429985687627e-06,NA,NA,NA,NA,NA,NA
"Nelder-Mead51",1.32201747067455,0.00199990984769839,NA,0.0068016863828663,334,NA,NA,0,FALSE,FALSE,1.83999999999969,3.4558996196322e-06,0.000355391989344794,NA,0.999999999999995,1.25249973055052e-06,0.000129107691562583,NA,"ESG","BO",150,0,12,"ALL","FW_VYP","L1_Ridge","linear",2023-05-10 15:24:46,0.0068016863828663,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.04336453084847,3.17209721172547e-06,2.80934475139424e-06,NA,NA,NA
"Nelder-Mead61",0.758231772835797,0.0055987591475056,NA,0.00642168600877484,510,NA,NA,0,FALSE,TRUE,2.94000000000005,2.17788107418726e-06,0.000142533202367096,NA,1,1.18860239010498e-06,7.82697769817385e-05,NA,"LOV","BO",150,0,12,"ALL","FW_VYP","L1_Ridge","linear",2023-05-10 15:24:57,0.00642168600877484,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.32037837907754,2.86005524015277e-06,1.74196481602876e-06
"Nelder-Mead8",0.860179654273539,0.00312014129025828,0.967464916663418,0.00133476810631954,212,NA,NA,0,FALSE,FALSE,1.07999999999993,2.90312565361413e-06,0.000282204934683806,4.80888307184695e-06,1,1.33260571058427e-06,0.000121441736344455,3.27626366710032e-06,"HML","DD",150,0,12,"ALL","FW_VYP","L1_Ridge","linear",2023-05-10 15:25:01,0.00133476810631954,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Nelder-Mead12",1.02646680764483,-0.00183027259009474,NA,0.00096477227328835,294,NA,NA,0,FALSE,TRUE,1.57999999999993,5.74640981370268e-07,9.65145389370852e-05,NA,1,3.95989290740087e-07,3.84562693716563e-05,NA,"SMB","DD",150,0,12,"ALL","FW_VYP","L1_Ridge","linear",2023-05-10 15:25:05,0.00096477227328835,1.43084968166126,2.82157590535449e-06,1.50659626892142e-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Nelder-Mead22",0.999049050039175,0.00186588316117603,NA,0.00113239650097583,360,NA,NA,0,FALSE,FALSE,2.01000000000022,2.12502512728405e-06,0.00023539287576926,NA,1,9.28425551701162e-07,0.000100956002855958,NA,"HDY","DD",150,0,12,"ALL","FW_VYP","L1_Ridge","linear",2023-05-10 15:25:09,0.00113239650097583,NA,NA,NA,2.08383048229311,5.47155264027963e-06,3.38763121730352e-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Nelder-Mead32",0.432764981670777,0.00668826923099258,NA,0.00127565259218082,596,NA,NA,0,FALSE,TRUE,3.40999999999985,5.4082343154129e-06,0.000198792282866854,NA,0.999999999999998,3.27842149621144e-06,0.000184177997728937,NA,"QLT","DD",150,0,12,"ALL","FW_VYP","L1_Ridge","linear",2023-05-10 15:25:20,0.00127565259218082,NA,NA,NA,NA,NA,NA,-1.5867798392489,1.04062175608255e-05,5.19194323018737e-06,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Nelder-Mead42",0.785126683585442,0.00780933422608739,NA,0.00116343666393301,316,NA,NA,0,FALSE,TRUE,1.68000000000029,2.90326894385417e-06,0.000122607360385747,NA,1,1.38606888600589e-06,9.08932185009132e-05,NA,"MOM","DD",150,0,12,"ALL","FW_VYP","L1_Ridge","linear",2023-05-10 15:25:28,0.00116343666393301,NA,NA,NA,NA,NA,NA,NA,NA,NA,-3.00881274573842,2.57711789579727e-06,1.90777640385791e-06,NA,NA,NA,NA,NA,NA
"Nelder-Mead52",0.529202179174814,0.00137556413588283,NA,0.00156784939158743,358,NA,NA,0,FALSE,FALSE,1.80000000000018,1.09141155923026e-06,0.000137795533447383,NA,1,4.35428990275269e-07,5.53462619012512e-05,NA,"ESG","DD",150,0,12,"ALL","FW_VYP","L1_Ridge","linear",2023-05-10 15:25:32,0.00156784939158743,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.00059389283872,8.39766427817856e-07,1.19347696748126e-06,NA,NA,NA
"Nelder-Mead62",0.388168352343491,0.00246902473451549,NA,0.00160792723212373,600,NA,NA,0,FALSE,TRUE,3.0600000000004,8.23295596371072e-06,0.000685371977675367,NA,1,3.49549633509584e-06,0.000294406828558573,NA,"LOV","DD",150,0,12,"ALL","FW_VYP","L1_Ridge","linear",2023-05-10 15:25:44,0.00160792723212373,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.133424367077307,3.7323659094472e-06,2.62722768798611e-06
"Nelder-Mead9",1.72613993378971,-0.00196170127604772,0.824612051358427,0.000133515080470032,388,NA,NA,0,FALSE,FALSE,1.20000000000027,2.70409188349844e-06,0.000161755513248017,4.44566422361033e-06,1,1.15511904565371e-06,7.04556618308602e-05,2.14468831887683e-06,"HML","FOF",150,0,12,"ALL","FW_VYP","L1_Ridge","linear",2023-05-10 15:25:46,0.000133515080470032,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Nelder-Mead13",1.24775334137612,-0.000973021023425105,NA,0.000141385026045777,154,NA,NA,0,FALSE,FALSE,0.409999999999854,1.56169319013265e-06,0.000277956737927513,NA,1,7.37353432855912e-07,0.000121455757097593,NA,"SMB","FOF",150,0,12,"ALL","FW_VYP","L1_Ridge","linear",2023-05-10 15:25:50,0.000141385026045777,-0.529735908106595,8.31595878920092e-06,4.44104505679799e-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Nelder-Mead23",2.26971070636538,-0.00457917609852465,NA,0.000132363693545274,472,NA,NA,0,FALSE,FALSE,1.23999999999978,2.5442894705589e-06,0.000187381903605505,NA,0.999999999999999,1.08193694316072e-06,8.10049410499505e-05,NA,"HDY","FOF",150,0,12,"ALL","FW_VYP","L1_Ridge","linear",2023-05-10 15:25:53,0.000132363693545274,NA,NA,NA,2.33015274239844,5.59503392801695e-06,2.48253638624488e-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
