"","MKT","value","fevals","gevals","niter","convcode","kkt1","kkt2","xtimes","SE.MKT","Wald.p.value.MKT_1","SE.MKT.indep","Factor","Type","max.month","lambda","kernel.bandwidth","CV.key","weighting","error.fun","sdf.model","datetime","validation.error","ME","SE.ME","SE.ME.indep","IA","SE.IA","SE.IA.indep","ROE","SE.ROE","SE.ROE.indep","EG","SE.EG","SE.EG.indep","Alpha","SE.Alpha","SE.Alpha.indep"
"Nelder-Mead",1.7166015625,17228.263407688,28,NA,NA,0,TRUE,TRUE,0.351,0.44818064965341,0.748083873659916,0.328406241361657,"MKT","PE",180,0,12,"2009","EW_VYP","L2_Lasso","linear",2020-06-27 14:44:58,193850.586308254,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Nelder-Mead1",1.80860161429958,13320.8981043652,61,NA,NA,0,TRUE,TRUE,0.749,1.08444470752368,0.400325279312513,0.795590917412712,"ME","PE",180,0,12,"2009","EW_VYP","L2_Lasso","linear",2020-06-27 14:45:00,199337.909974196,0.678671280200056,2.07642831295248,1.37099123203744,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Nelder-Mead2",1.66431698904471,16155.799190126,51,NA,NA,0,TRUE,TRUE,0.559,1.3376562421351,0.157397492836364,0.72488537527377,"IA","PE",180,0,12,"2009","EW_VYP","L2_Lasso","linear",2020-06-27 14:45:03,161486.97945253,NA,NA,NA,0.36296337069889,3.17579542286294,1.26807180696707,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Nelder-Mead3",1.39342617666025,15025.8799561516,53,NA,NA,0,TRUE,TRUE,0.655,1.48477418776865,0.115383594362087,0.811181061724125,"ROE","PE",180,0,12,"2009","EW_VYP","L2_Lasso","linear",2020-06-27 14:45:05,137236.313141919,NA,NA,NA,NA,NA,NA,0.468684706603562,3.2375480052419,1.36209747851494,NA,NA,NA,NA,NA,NA
"Nelder-Mead4",1.31067991729651,14835.8121002236,57,NA,NA,0,TRUE,TRUE,0.698,6.40155967755313,5.0424300068741e-08,3.33221085881965,"EG","PE",180,0,12,"2009","EW_VYP","L2_Lasso","linear",2020-06-27 14:45:07,102755.050401269,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.339554738096194,11.26647093289,5.29749350724371,NA,NA,NA
"Nelder-Mead5",1.01757764749936,12413.1195183569,61,NA,NA,0,FALSE,TRUE,0.771999999999998,3.11058806089697,0.998498324808753,2.00694089360916,"Alpha","PE",180,0,12,"2009","EW_VYP","L2_Lasso","linear",2020-06-27 14:45:10,70314.3195121884,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00324466731528332,0.0569976337347761,0.0248833484299685
"Nelder-Mead6",0.95078125,7508.10033483992,16,NA,NA,0,TRUE,TRUE,0.165,18.2299040258439,0.369583882439569,10.950557973004,"MKT","VC",180,0,12,"2009","EW_VYP","L2_Lasso","linear",2020-06-27 14:44:58,14161.4581913387,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Nelder-Mead11",1.24974231496172,5519.72832760462,57,NA,NA,0,TRUE,TRUE,0.595,11.401427014981,0.0226259897043493,4.95974796069307,"ME","VC",180,0,12,"2009","EW_VYP","L2_Lasso","linear",2020-06-27 14:45:02,7620.76263360332,-1.25688053728773,1.63233036453095,1.1122109462283,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Nelder-Mead21",1.03697159846324,5917.23977478757,61,NA,NA,0,TRUE,TRUE,0.782,2.47846220572313,0.000592573689052411,1.26142617663187,"IA","VC",180,0,12,"2009","EW_VYP","L2_Lasso","linear",2020-06-27 14:45:07,8470.21342105235,NA,NA,NA,-1.54751969890567,2.54012598438098,0.923782245532486,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Nelder-Mead31",1.97960980528151,5728.82646564633,57,NA,NA,0,TRUE,TRUE,0.685,1.49557870841569,0.342952204247273,0.635952881316471,"ROE","VC",180,0,12,"2009","EW_VYP","L2_Lasso","linear",2020-06-27 14:45:11,11116.7059203175,NA,NA,NA,NA,NA,NA,-1.17470342022134,2.4359371164085,0.928881830630587,NA,NA,NA,NA,NA,NA
"Nelder-Mead41",2.2892531191511,6156.66026388145,61,NA,NA,0,TRUE,TRUE,0.682,2.29102831163002,0.76068106950353,0.92786157889702,"EG","VC",180,0,12,"2009","EW_VYP","L2_Lasso","linear",2020-06-27 14:45:13,17102.3728465552,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.816199252237403,2.78656209152046,1.05452527319242,NA,NA,NA
"Nelder-Mead51",2.39401560378679,4844.42939799414,79,NA,NA,0,FALSE,TRUE,1.028,6.43052674578446,0,2.59273130122388,"Alpha","VC",180,0,12,"2009","EW_VYP","L2_Lasso","linear",2020-06-27 14:45:16,12693.5910269802,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.00566399407295821,0.0835144833265975,0.0336325772004888
"Nelder-Mead7",0.7876953125,3812.43102758817,24,NA,NA,0,TRUE,TRUE,0.189,0.980551511637828,0.83509179538672,0.700709654062981,"MKT","PD",180,0,12,"2009","EW_VYP","L2_Lasso","linear",2020-06-27 14:44:58,8190.43253033037,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Nelder-Mead12",0.884344107462204,3269.47821645862,65,NA,NA,0,TRUE,TRUE,0.618,0.919946246564555,0.216615208134517,1.07817323492761,"ME","PD",180,0,12,"2009","EW_VYP","L2_Lasso","linear",2020-06-27 14:45:00,8070.09428453596,0.613501321268192,2.85056833141137,1.70362350810718,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Nelder-Mead22",0.825653775286628,3623.37602926629,57,NA,NA,0,TRUE,TRUE,0.498,0.953275527048945,0.594885503737821,0.681497094004225,"IA","PD",180,0,12,"2009","EW_VYP","L2_Lasso","linear",2020-06-27 14:45:02,8641.7659050789,NA,NA,NA,0.383281653036829,2.54251777279997,1.51034265376259,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Nelder-Mead32",0.625825397871813,3709.22752711133,53,NA,NA,0,TRUE,TRUE,0.473999999999999,1.5173929293256,0.955723013373409,0.977628263931658,"ROE","PD",180,0,12,"2009","EW_VYP","L2_Lasso","linear",2020-06-27 14:45:05,9491.12692855018,NA,NA,NA,NA,NA,NA,0.326855978027015,2.38400491745508,1.43993103298964,NA,NA,NA,NA,NA,NA
"Nelder-Mead42",0.493522170090364,3617.95872083021,55,NA,NA,0,TRUE,TRUE,0.494999999999999,1.20845702295882,0.964466080332582,0.796815602603503,"EG","PD",180,0,12,"2009","EW_VYP","L2_Lasso","linear",2020-06-27 14:45:08,14426.1497525949,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.298643884210742,2.74096699768323,1.88761181439371,NA,NA,NA
"Nelder-Mead52",0.181115038989347,3187.42668125545,69,NA,NA,0,FALSE,TRUE,0.643000000000001,14.4584260386804,0,9.4413362140875,"Alpha","PD",180,0,12,"2009","EW_VYP","L2_Lasso","linear",2020-06-27 14:45:12,14622.1898878904,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00403233430591294,0.261653404944281,0.181305562807993
"Nelder-Mead8",0.8126953125,5845.70533023317,26,NA,NA,0,TRUE,TRUE,0.165000000000001,2.82535332644079,0.596665383615284,2.07294042514816,"MKT","RE",180,0,12,"2009","EW_VYP","L2_Lasso","linear",2020-06-27 14:45:11,42000.8718579061,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Nelder-Mead13",0.75073427201518,5383.26060037842,57,NA,NA,0,TRUE,TRUE,0.442,3.16222482160485,0.612132733484205,2.35154999099112,"ME","RE",180,0,12,"2009","EW_VYP","L2_Lasso","linear",2020-06-27 14:45:14,46355.8148037997,-0.606138152972529,1.44554295393388,0.638673514908009,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Nelder-Mead23",0.61576482103228,4941.30355816507,59,NA,NA,0,TRUE,TRUE,0.425000000000001,2.32074656127648,0.169032410592608,1.70385908791177,"IA","RE",180,0,12,"2009","EW_VYP","L2_Lasso","linear",2020-06-27 14:45:16,59960.9314019135,NA,NA,NA,-0.875325430473822,1.6577277784232,0.732276477277883,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Nelder-Mead33",-0.0269856678351299,5000.78241257759,65,NA,NA,0,TRUE,TRUE,0.396000000000001,3.02435722568763,0,6.58942229192766,"ROE","RE",180,0,12,"2009","EW_VYP","L2_Lasso","linear",2020-06-27 14:45:18,63694.1177234899,NA,NA,NA,NA,NA,NA,2.48308240013621,23.1856604898853,31.5944123522201,NA,NA,NA,NA,NA,NA
"Nelder-Mead43",0.152923053987069,5013.26457443175,55,NA,NA,0,TRUE,TRUE,0.373999999999999,16.2724516012703,0,12.2205273277139,"EG","RE",180,0,12,"2009","EW_VYP","L2_Lasso","linear",2020-06-27 14:45:20,83575.9271660393,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.736072524634937,32.9217527465179,22.9378848242964,NA,NA,NA
"Nelder-Mead53",1.43821501443879,5430.4095416609,73,NA,NA,0,FALSE,TRUE,0.361000000000001,1.54103397508661,0.796217411351922,0.898902883164523,"Alpha","RE",180,0,12,"2009","EW_VYP","L2_Lasso","linear",2020-06-27 14:45:21,23564.7649263476,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.00379797411729108,0.0668691118930265,0.0350403493842242
"Nelder-Mead9",1.56953125,4530.21983063323,22,NA,NA,0,TRUE,TRUE,0.126000000000001,0.272148727368842,0.876823520855889,0.537118077517217,"MKT","NATRES",180,0,12,"2009","EW_VYP","L2_Lasso","linear",2020-06-27 14:45:13,42303.4855058665,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Nelder-Mead14",2.47045617560909,2775.84657006435,69,NA,NA,0,TRUE,TRUE,0.462999999999999,0.845801315391996,0.000793605938399389,0.660701519883656,"ME","NATRES",180,0,12,"2009","EW_VYP","L2_Lasso","linear",2020-06-27 14:45:14,63678.4422563076,2.17192400926298,1.61915406305058,1.15783898035486,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
