"","Weighting","Inference","MKT","SE.MKT","SE.MKT.indep","Coef","SE.Coef","SE.Coef.indep"
"sum.abs","EW_VYP_SL","asymptotic",0.760659285677778,26.7479565069444,16.1556313338889,0.757110191944445,11.2507914300944,6.68712312921667
