"","MKT","value","fevals","gevals","niter","convcode","kkt1","kkt2","xtimes","SE.MKT","Wald.p.value.MKT_1","SE.MKT.indep","Factor","Type","max.month","lambda","kernel.bandwidth","CV.key","weighting","error.fun","sdf.model","datetime","validation.error","ME","SE.ME","SE.ME.indep","IA","SE.IA","SE.IA.indep","ROE","SE.ROE","SE.ROE.indep","EG","SE.EG","SE.EG.indep","Alpha","SE.Alpha","SE.Alpha.indep"
"Nelder-Mead",1.057666015625,22713.7138788097,24,NA,NA,0,TRUE,TRUE,0.373,0.684921270188567,0.96849439989634,0.91815351037994,"MKT","PE",180,0,12,"2015","EW_VYP","L2_Lasso","linear",2020-06-27 14:45:57,87485.5991198609,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Nelder-Mead1",1.03202314610265,20421.8244604883,103,NA,NA,0,TRUE,TRUE,1.968,2.77007605116246,4.04597551201258e-05,3.40147472587971,"ME","PE",180,0,12,"2015","EW_VYP","L2_Lasso","linear",2020-06-27 14:46:03,122732.561600034,0.561060360299187,7.90784894656702,4.62220822379732,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Nelder-Mead2",1.03539571008878,22215.2864204746,57,NA,NA,0,TRUE,TRUE,0.883,0.929735835843935,0.692715521889846,0.995793667969482,"IA","PE",180,0,12,"2015","EW_VYP","L2_Lasso","linear",2020-06-27 14:46:06,104792.099704687,NA,NA,NA,0.299265655467753,2.78383409656079,1.22578037075069,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Nelder-Mead3",0.835148272010334,17671.2458968789,63,NA,NA,0,TRUE,TRUE,1.015,2.18065195450582,4.44089209850063e-16,1.63794761468188,"ROE","PE",180,0,12,"2015","EW_VYP","L2_Lasso","linear",2020-06-27 14:46:10,58330.0344433639,NA,NA,NA,NA,NA,NA,0.880494957004587,9.9254750293662,3.98179446373328,NA,NA,NA,NA,NA,NA
"Nelder-Mead4",0.810429107755564,18780.5486893585,59,NA,NA,0,TRUE,TRUE,0.832000000000001,236.668724821207,0,105.68910919334,"EG","PE",180,0,12,"2015","EW_VYP","L2_Lasso","linear",2020-06-27 14:46:12,47376.0595035214,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.523291003391013,737.53677900958,331.050323725587,NA,NA,NA
"Nelder-Mead5",0.566325122875158,17996.047759822,75,NA,NA,0,FALSE,TRUE,1.175,0.118516125012962,0.998680287806944,0.046332332772591,"Alpha","PE",180,0,12,"2015","EW_VYP","L2_Lasso","linear",2020-06-27 14:46:18,81782.3236402041,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00378438537863816,0.0013868463704968,0.000559072570201372
"Nelder-Mead6",0.989453125,7506.16253045203,20,NA,NA,0,TRUE,TRUE,0.293,2.97371192518732,0.974979754902328,3.38954004900028,"MKT","VC",180,0,12,"2015","EW_VYP","L2_Lasso","linear",2020-06-27 14:45:59,11324.1747901538,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Nelder-Mead11",1.16231013868592,5582.64415528053,57,NA,NA,0,TRUE,TRUE,0.771000000000001,4.21568915017143,0.00198194389670814,3.03434790800498,"ME","VC",180,0,12,"2015","EW_VYP","L2_Lasso","linear",2020-06-27 14:46:06,9780.18308151926,-1.25653895603419,2.45687018965931,1.15213351091398,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Nelder-Mead21",1.14165194124297,5988.48301779726,55,NA,NA,0,TRUE,TRUE,0.739000000000001,3.43370868322434,0.000182712583785105,2.83940546999101,"IA","VC",180,0,12,"2015","EW_VYP","L2_Lasso","linear",2020-06-27 14:46:10,7637.85683948207,NA,NA,NA,-1.5532671868193,2.93209953913636,1.40634007119884,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Nelder-Mead31",1.45483554595749,6037.9528752788,57,NA,NA,0,TRUE,TRUE,0.795000000000002,0.967720753586315,0.00768164330374921,0.554169110957529,"ROE","VC",180,0,12,"2015","EW_VYP","L2_Lasso","linear",2020-06-27 14:46:15,14790.1043149617,NA,NA,NA,NA,NA,NA,-1.23177238073513,2.40993710834528,0.886069395522093,NA,NA,NA,NA,NA,NA
