"","MKT","value","fevals","gevals","niter","convcode","kkt1","kkt2","xtimes","SE.MKT","Wald.p.value.MKT_1","SE.MKT.indep","Factor","Type","max.month","lambda","kernel.bandwidth","CV.key","weighting","error.fun","sdf.model","datetime","validation.error","ME","SE.ME","SE.ME.indep","IA","SE.IA","SE.IA.indep","ROE","SE.ROE","SE.ROE.indep","EG","SE.EG","SE.EG.indep","Alpha","SE.Alpha","SE.Alpha.indep"
"Nelder-Mead",1.13447265625,28862.7065312701,24,NA,NA,0,TRUE,TRUE,0.296,1.21918671033093,0.86977265018704,0.801757138108202,"MKT","PE",180,0,12,"1994","EW_VYP","L2_Lasso","linear",2020-06-27 14:42:28,29891.6741299788,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Nelder-Mead1",1.14843244113576,28179.5545800767,49,NA,NA,0,TRUE,TRUE,0.611,1.62215406974883,0.471937697407625,1.13430546636106,"ME","PE",180,0,12,"1994","EW_VYP","L2_Lasso","linear",2020-06-27 14:42:33,34832.6181525936,-0.368422551133767,3.15066199358708,1.5693262351254,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Nelder-Mead2",1.16030738633367,25325.0208006127,55,NA,NA,0,TRUE,TRUE,0.66,1.10701897739508,0.0262057254771977,1.05369681553409,"IA","PE",180,0,12,"1994","EW_VYP","L2_Lasso","linear",2020-06-27 14:42:37,52937.7206497817,NA,NA,NA,-0.743364396666766,3.47067600733909,1.93907695165429,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Nelder-Mead3",0.798907228780037,19836.4653853381,65,NA,NA,0,TRUE,TRUE,0.716000000000001,13.5439736413365,0,4.70258478076631,"ROE","PE",180,0,12,"1994","EW_VYP","L2_Lasso","linear",2020-06-27 14:42:40,61169.3113334623,NA,NA,NA,NA,NA,NA,1.23151769369216,13.0732791903289,4.50558444859148,NA,NA,NA,NA,NA,NA
"Nelder-Mead4",0.655115426847173,18744.000880722,65,NA,NA,0,TRUE,TRUE,0.694000000000001,1.74971573208872,0.0880988786365153,0.704577143896757,"EG","PE",180,0,12,"1994","EW_VYP","L2_Lasso","linear",2020-06-27 14:42:42,91484.2465060135,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.923332368732162,2.96335163386049,1.10064749328714,NA,NA,NA
"Nelder-Mead5",0.591306080425349,25315.731146348,89,NA,NA,0,FALSE,TRUE,0.968999999999999,1.43673545522174,0.841636502478768,0.515871943624102,"Alpha","PE",180,0,12,"1994","EW_VYP","L2_Lasso","linear",2020-06-27 14:42:46,36869.8842463195,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00409818419336955,0.00579318066222432,0.00203432411388029
"Nelder-Mead6",0.87353515625,5014.84765077,24,NA,NA,0,TRUE,TRUE,0.273,2.27041541435623,0.77401451976591,1.32392467560784,"MKT","VC",180,0,12,"1994","EW_VYP","L2_Lasso","linear",2020-06-27 14:42:29,47006.8699069836,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Nelder-Mead11",1.18831171949831,2513.67987364754,63,NA,NA,0,TRUE,TRUE,0.816,17.1538212169342,0,9.78574219934847,"ME","VC",180,0,12,"1994","EW_VYP","L2_Lasso","linear",2020-06-27 14:42:34,35714.0753009886,-1.63160781381784,11.032890648296,5.61853858105698,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Nelder-Mead21",1.15528651859089,2863.69300989265,67,NA,NA,0,TRUE,TRUE,0.876000000000001,4.82694045745083,0,2.85951914815975,"IA","VC",180,0,12,"1994","EW_VYP","L2_Lasso","linear",2020-06-27 14:42:39,37826.2350441226,NA,NA,NA,-2.10400972878357,37.7259553292958,19.8515903196263,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Nelder-Mead31",1.47516922359937,3954.32337134578,59,NA,NA,0,TRUE,TRUE,0.619,7.5352737748176,0,2.83380137778425,"ROE","VC",180,0,12,"1994","EW_VYP","L2_Lasso","linear",2020-06-27 14:42:42,36209.4345552805,NA,NA,NA,NA,NA,NA,-1.28547199571622,5.40482370690227,2.30002002532157,NA,NA,NA,NA,NA,NA
"Nelder-Mead41",1.55559106632653,4219.52705152989,61,NA,NA,0,TRUE,TRUE,0.633999999999999,14.9982845708624,3.33066907387547e-16,5.42933822676207,"EG","VC",180,0,12,"1994","EW_VYP","L2_Lasso","linear",2020-06-27 14:42:46,40260.0916424498,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.906155231520978,1.31272626548757,1.43455482367456,NA,NA,NA
"Nelder-Mead51",1.85805830500613,3079.38552065238,125,NA,NA,0,FALSE,TRUE,1.49,0.769501904830238,0.804137274393299,0.279781138287789,"Alpha","VC",180,0,12,"1994","EW_VYP","L2_Lasso","linear",2020-06-27 14:42:49,33841.8722326549,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.00582177825068385,0.000566207006484096,0.000208995411993726
"Nelder-Mead7",0.86015625,3070.86154691452,24,NA,NA,0,TRUE,TRUE,0.208,1.38369813027707,0.846566203700133,0.942154218773549,"MKT","PD",180,0,12,"1994","EW_VYP","L2_Lasso","linear",2020-06-27 14:42:29,5669.62496659621,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Nelder-Mead12",0.853615069202351,3026.31098214824,51,NA,NA,0,TRUE,TRUE,0.508,2.29464317749183,0.803815696495472,1.56594283979556,"ME","PD",180,0,12,"1994","EW_VYP","L2_Lasso","linear",2020-06-27 14:42:31,6459.7278528146,0.160520691858619,2.97703453713678,1.53521719239213,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Nelder-Mead22",0.860338521681251,3065.64652249311,51,NA,NA,0,TRUE,TRUE,0.472,1.46276868566299,0.966274882008912,1.04611087520357,"IA","PD",180,0,12,"1994","EW_VYP","L2_Lasso","linear",2020-06-27 14:42:34,5281.65390750621,NA,NA,NA,-0.0492441677484294,4.71646134413424,2.77504103873986,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Nelder-Mead32",0.803174509638472,2933.84688660826,61,NA,NA,0,TRUE,TRUE,0.618,12.9939529744827,9.55495543364382e-06,6.45810906041654,"ROE","PD",180,0,12,"1994","EW_VYP","L2_Lasso","linear",2020-06-27 14:42:37,8201.31633460461,NA,NA,NA,NA,NA,NA,0.252531091677085,29.1247059354998,11.9993437386265,NA,NA,NA,NA,NA,NA
"Nelder-Mead42",0.739955080366081,2814.16125372346,61,NA,NA,0,TRUE,TRUE,0.575999999999999,24.6333074619665,0,13.6956810875461,"EG","PD",180,0,12,"1994","EW_VYP","L2_Lasso","linear",2020-06-27 14:42:40,9664.43070706861,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.24565410856812,12.0904196442179,17.5222114933967,NA,NA,NA
"Nelder-Mead52",0.561249335811165,2626.64459980619,99,NA,NA,0,FALSE,TRUE,0.912000000000001,0.0196543226016228,0.999962830717636,0.014644161774815,"Alpha","PD",180,0,12,"1994","EW_VYP","L2_Lasso","linear",2020-06-27 14:42:43,8132.01743831156,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00249726785533524,0.00106244175966628,0.000373398366743464
