"","MKT","value","fevals","gevals","niter","convcode","kkt1","kkt2","xtimes","SE.MKT","Wald.p.value.MKT_1","SE.MKT.indep","Factor","Type","max.month","lambda","kernel.bandwidth","CV.key","weighting","error.fun","sdf.model","datetime","validation.error","ME","SE.ME","SE.ME.indep","IA","SE.IA","SE.IA.indep","ROE","SE.ROE","SE.ROE.indep","EG","SE.EG","SE.EG.indep","Alpha","SE.Alpha","SE.Alpha.indep"
"Nelder-Mead",1.13359375,30057.3094127376,24,NA,NA,0,TRUE,TRUE,0.338,1.06118142295222,0.887263888431793,0.701305070147032,"MKT","PE",180,0,12,"1988","EW_VYP","L2_Lasso","linear",2020-06-27 14:41:26,11536.8716076762,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Nelder-Mead1",1.13389956151368,30056.0965295321,49,NA,NA,0,TRUE,TRUE,0.495,1.0603520439741,0.989555199031386,0.709248468325394,"ME","PE",180,0,12,"1988","EW_VYP","L2_Lasso","linear",2020-06-27 14:41:28,11475.6021561953,-0.0126945454452653,1.8035442755799,0.743685995369498,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Nelder-Mead2",1.14488646726331,28806.4570839291,47,NA,NA,0,TRUE,TRUE,0.543,1.06442177658941,0.756856641771776,0.674840182519564,"IA","PE",180,0,12,"1988","EW_VYP","L2_Lasso","linear",2020-06-27 14:41:32,9944.06902998732,NA,NA,NA,-0.405729873228847,1.92690688259263,0.85294913351426,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Nelder-Mead3",0.727747677663825,17980.9559423786,57,NA,NA,0,FALSE,TRUE,0.607,13.067372479693,0,4.51363802834528,"ROE","PE",180,0,12,"1988","EW_VYP","L2_Lasso","linear",2020-06-27 14:41:35,116167.526208839,NA,NA,NA,NA,NA,NA,1.61222436637953,11.1462226881446,4.59732062268467,NA,NA,NA,NA,NA,NA
"Nelder-Mead4",0.746078824836851,20564.3519630805,55,NA,NA,0,TRUE,TRUE,0.625,0.912368214546648,0.00552683668976606,0.590488660811156,"EG","PE",180,0,12,"1988","EW_VYP","L2_Lasso","linear",2020-06-27 14:41:37,47865.1857495733,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.742606116111506,4.56379322464066,1.80225793592345,NA,NA,NA
"Nelder-Mead5",0.609081877299086,25606.4052976397,81,NA,NA,0,FALSE,TRUE,0.904999999999999,1.05431081859933,0.918564490189113,0.383922893495657,"Alpha","PE",180,0,12,"1988","EW_VYP","L2_Lasso","linear",2020-06-27 14:41:41,11644.5459977376,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00396161836749361,0.0059407938730629,0.0020850505468037
"Nelder-Mead6",1.0056640625,7650.95193461079,20,NA,NA,0,TRUE,TRUE,0.294,2.71570299537644,0.987727494254974,2.23083262339094,"MKT","VC",180,0,12,"1988","EW_VYP","L2_Lasso","linear",2020-06-27 14:41:26,239.44572137942,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Nelder-Mead11",1.17323881939519,5531.29606425812,59,NA,NA,0,TRUE,TRUE,0.638,4.78384717219674,0.00393684539655614,3.20587774108875,"ME","VC",180,0,12,"1988","EW_VYP","L2_Lasso","linear",2020-06-27 14:41:30,1757.58440330065,-1.29279630286163,2.18813038275951,1.20954564311117,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Nelder-Mead21",1.11685955620385,5835.53714266906,59,NA,NA,0,TRUE,TRUE,0.607,4.36772546666432,0.0146185493260742,3.53017755186521,"IA","VC",180,0,12,"1988","EW_VYP","L2_Lasso","linear",2020-06-27 14:41:34,4780.18569845599,NA,NA,NA,-1.64717377275892,1.89019799429754,1.9277271172409,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Nelder-Mead31",1.48178789439844,6266.08956917943,57,NA,NA,0,TRUE,TRUE,0.603,1.24821916908571,2.73188734113416e-05,0.893159186885918,"ROE","VC",180,0,12,"1988","EW_VYP","L2_Lasso","linear",2020-06-27 14:41:38,4780.42051708093,NA,NA,NA,NA,NA,NA,-1.21570422136574,4.10154478297768,1.58104038717965,NA,NA,NA,NA,NA,NA
"Nelder-Mead41",1.53089133676285,6759.89770523729,57,NA,NA,0,TRUE,TRUE,0.548999999999999,2.31719796796554,2.65564397738949e-06,1.53969297098644,"EG","VC",180,0,12,"1988","EW_VYP","L2_Lasso","linear",2020-06-27 14:41:42,3612.70394344809,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.793446675834275,5.30530004162972,1.9605072490828,NA,NA,NA
"Nelder-Mead51",1.92572607855213,5450.11008018562,75,NA,NA,0,FALSE,TRUE,0.825999999999999,5.43827010444053,3.16703491776149e-06,1.98825504073149,"Alpha","VC",180,0,12,"1988","EW_VYP","L2_Lasso","linear",2020-06-27 14:41:44,511.536776598944,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.00594445643950956,0.325365635345434,0.114661341323836
"Nelder-Mead7",0.8529296875,3147.95961131071,26,NA,NA,0,TRUE,TRUE,0.283,1.24570467100618,0.854636249227974,0.856386631117582,"MKT","PD",180,0,12,"1988","EW_VYP","L2_Lasso","linear",2020-06-27 14:41:27,27851.5632764489,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Nelder-Mead12",0.841633423866006,2926.21061079056,53,NA,NA,0,TRUE,TRUE,0.542,1.97442476930219,0.756207740049682,1.35851630248713,"ME","PD",180,0,12,"1988","EW_VYP","L2_Lasso","linear",2020-06-27 14:41:29,27607.8896739742,0.334071229185793,1.83404968251683,0.980716290816492,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Nelder-Mead22",0.853095841388494,3110.66309210678,51,NA,NA,0,TRUE,TRUE,0.615,1.14182986794509,0.927811221372178,0.832861884590646,"IA","PD",180,0,12,"1988","EW_VYP","L2_Lasso","linear",2020-06-27 14:41:33,28328.2477073437,NA,NA,NA,0.13110342875716,2.56285598147859,1.41396758096857,NA,NA,NA,NA,NA,NA,NA,NA,NA
