"","MKT","HML","value","fevals","gevals","niter","convcode","kkt1","kkt2","xtimes","SE.MKT","SE.HML","Wald.p.value.MKT_1","SE.MKT.indep","SE.HML.indep","Factor","Type","max.month","lambda","kernel.bandwidth","CV.key","weighting","error.fun","sdf.model","datetime","validation.error","SMB","SE.SMB","SE.SMB.indep","HDY","SE.HDY","SE.HDY.indep","QLT","SE.QLT","SE.QLT.indep","MOM","SE.MOM","SE.MOM.indep","ESG","SE.ESG","SE.ESG.indep","LOV","SE.LOV","SE.LOV.indep"
"Nelder-Mead",1.31679616063773,-0.0524547034010198,105178.441241012,67,NA,NA,0,FALSE,TRUE,1.114,0.000177536796505219,0.00125035856458472,0.999999995378061,0.000232392499819827,0.000516538166764424,"HML","BO",210,0,12,"ALL","EW_VYP","L1_Ridge","linear",2020-07-03 21:50:09,105178.441241012,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Nelder-Mead1",1.3049162073126,NA,92764.0445370878,137,NA,NA,0,FALSE,TRUE,2.621,0.000194182220806485,NA,0.999999950919502,0.000176489276661483,NA,"SMB","BO",210,0,12,"ALL","EW_VYP","L1_Ridge","linear",2020-07-03 21:50:16,92764.0445370878,0.86357763849319,0.000350939510775355,0.000244412309586785,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Nelder-Mead2",1.54836108431238,NA,95425.3851478082,111,NA,NA,0,FALSE,TRUE,2.122,0.00116230648029198,NA,0.999998479332665,0.000801961404764232,NA,"HDY","BO",210,0,12,"ALL","EW_VYP","L1_Ridge","linear",2020-07-03 21:50:22,95425.3851478082,NA,NA,NA,1.62980245395644,0.00068580381385923,0.000399460296865822,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Nelder-Mead3",1.00855608571569,NA,92532.5705819508,109,NA,NA,0,FALSE,TRUE,2.002,0.000241750830041381,NA,0.999999999186493,9.31682267556681e-05,NA,"QLT","BO",210,0,12,"ALL","EW_VYP","L1_Ridge","linear",2020-07-03 21:50:26,92532.5705819508,NA,NA,NA,NA,NA,NA,1.13686121301424,3.48341657074946e-05,3.73969318200731e-05,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Nelder-Mead4",0.938885528599312,NA,91272.681602549,161,NA,NA,0,FALSE,TRUE,2.688,0.000369328617169266,NA,0.999999990199058,0.000138140355987339,NA,"MOM","BO",210,0,12,"ALL","EW_VYP","L1_Ridge","linear",2020-07-03 21:50:31,91272.681602549,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.3682787992655,0.000112971793577506,5.98157069978077e-05,NA,NA,NA,NA,NA,NA
"Nelder-Mead5",1.47693386397324,NA,102453.01477802,145,NA,NA,0,FALSE,TRUE,2.52,0.000271678226284134,NA,0.999994944926582,0.00020656027156514,NA,"ESG","BO",210,0,12,"ALL","EW_VYP","L1_Ridge","linear",2020-07-03 21:50:36,102453.01477802,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.38847172789175,0.000480361076938001,0.000196348221614644,NA,NA,NA
"Nelder-Mead6",1.25272139330222,NA,75860.2633367281,175,NA,NA,0,FALSE,TRUE,3.535,0.000147678142202489,NA,0.999999970786883,0.000132376069388685,NA,"LOV","BO",210,0,12,"ALL","EW_VYP","L1_Ridge","linear",2020-07-03 21:50:42,75860.2633367281,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.98921020828697,0.000126992246390879,6.8715112677389e-05
"Nelder-Mead7",0.989212588931487,-0.602415393727795,14250.7412305881,239,NA,NA,0,FALSE,TRUE,3.101,0.000121638891175035,0.000530718060841929,0.999999949280937,7.8177959671375e-05,0.000215941157046186,"HML","DD",210,0,12,"ALL","EW_VYP","L1_Ridge","linear",2020-07-03 21:50:17,14250.7412305881,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Nelder-Mead11",1.02532452082387,NA,13603.079296083,137,NA,NA,0,FALSE,TRUE,1.842,0.000154648753498873,NA,0.99999999580236,9.14856094936114e-05,NA,"SMB","DD",210,0,12,"ALL","EW_VYP","L1_Ridge","linear",2020-07-03 21:50:22,13603.079296083,0.766193584692895,0.000119631772427551,8.00028325183231e-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Nelder-Mead21",1.0542271868162,NA,14691.0871013178,117,NA,NA,0,FALSE,TRUE,1.488,5.71208565351536e-05,NA,0.999999999996834,5.23312117453521e-05,NA,"HDY","DD",210,0,12,"ALL","EW_VYP","L1_Ridge","linear",2020-07-03 21:50:25,14691.0871013178,NA,NA,NA,0.00939634844924966,0.000124676286422756,6.41744987460508e-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Nelder-Mead31",0.98100467605203,NA,13634.6538345537,91,NA,NA,0,FALSE,TRUE,1.012,0.00011808375431649,NA,0.999999989051335,7.80235442928674e-05,NA,"QLT","DD",210,0,12,"ALL","EW_VYP","L1_Ridge","linear",2020-07-03 21:50:28,13634.6538345537,NA,NA,NA,NA,NA,NA,0.437279646785668,0.000343372072383745,0.000155955640966576,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Nelder-Mead41",1.03922392235176,NA,14514.2832127268,87,NA,NA,0,FALSE,TRUE,0.991999999999997,9.40923379952272e-05,NA,0.999999999716418,6.22762282800526e-05,NA,"MOM","DD",210,0,12,"ALL","EW_VYP","L1_Ridge","linear",2020-07-03 21:50:30,14514.2832127268,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.116829340711317,0.000175502594066844,8.46759191511226e-05,NA,NA,NA,NA,NA,NA
"Nelder-Mead51",1.05763968522466,NA,14674.8109999768,129,NA,NA,0,FALSE,TRUE,1.584,5.87127782993807e-05,NA,0.999999999444105,0.000127151795295376,NA,"ESG","DD",210,0,12,"ALL","EW_VYP","L1_Ridge","linear",2020-07-03 21:50:34,14674.8109999768,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.243856548519471,0.000136839113049904,8.91795332301375e-05,NA,NA,NA
"Nelder-Mead61",1.02723062983965,NA,12476.7232484909,115,NA,NA,0,FALSE,TRUE,1.506,0.000130384389597062,NA,0.999999970549593,7.41589020711854e-05,NA,"LOV","DD",210,0,12,"ALL","EW_VYP","L1_Ridge","linear",2020-07-03 21:50:37,12476.7232484909,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.11147963848816,0.00021849301173483,0.000207298255523477
"Nelder-Mead8",1.00019224637793,-1.56550155778336,5044.60126633489,143,NA,NA,0,FALSE,TRUE,1.552,0.00010921047831203,0.000153201900875761,0.999999971233971,6.3895099075911e-05,5.7562356543946e-05,"HML","FOF",210,0,12,"ALL","EW_VYP","L1_Ridge","linear",2020-07-03 21:50:12,5044.60126633489,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Nelder-Mead12",1.5015149702097,NA,4593.90509768016,139,NA,NA,0,FALSE,TRUE,1.527,0.000115666120143889,NA,0.99999996214521,7.77580427310604e-05,NA,"SMB","FOF",210,0,12,"ALL","EW_VYP","L1_Ridge","linear",2020-07-03 21:50:18,4593.90509768016,-0.954704023218909,0.000228611205788057,0.000107743454090982,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
