"","MKT","HML","value","fevals","gevals","niter","convcode","kkt1","kkt2","xtimes","SE.MKT","SE.HML","Wald.p.value.MKT_1","SE.MKT.indep","SE.HML.indep","Factor","Type","max.month","lambda","kernel.bandwidth","CV.key","weighting","error.fun","sdf.model","datetime","validation.error","SMB","SE.SMB","SE.SMB.indep","HDY","SE.HDY","SE.HDY.indep","QLT","SE.QLT","SE.QLT.indep","MOM","SE.MOM","SE.MOM.indep","ESG","SE.ESG","SE.ESG.indep","LOV","SE.LOV","SE.LOV.indep"
"Nelder-Mead61",0.954914968331616,NA,10378.8282662705,139,NA,NA,0,FALSE,TRUE,1.594,0.000131495124992761,NA,0.999999439434339,0.000189536078921578,NA,"LOV","DD",210,0,12,"ALL","FW_VYP","L1_Ridge","linear",2020-07-03 21:20:05,10378.8282662705,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.42574189253263,0.000739041221515024,0.000600043544415943
"Nelder-Mead8",0.976148172622605,-1.32598676167387,5582.20663179885,275,NA,NA,0,FALSE,TRUE,2.819,0.000187824708584634,0.000160800788581198,0.999999978155809,7.89567544198986e-05,6.09837973024451e-05,"HML","FOF",210,0,12,"ALL","FW_VYP","L1_Ridge","linear",2020-07-03 21:19:46,5582.20663179885,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Nelder-Mead12",1.35946209679076,NA,5037.362037632,119,NA,NA,0,FALSE,TRUE,1.062,0.000202518352799403,NA,0.999999974235702,0.000131430115853238,NA,"SMB","FOF",210,0,12,"ALL","FW_VYP","L1_Ridge","linear",2020-07-03 21:19:50,5037.362037632,-0.559612596072921,0.000277196188993003,0.000136486310200748,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Nelder-Mead22",1.1655258198417,NA,5619.92480634534,121,NA,NA,0,FALSE,TRUE,1.397,8.65753177244898e-05,NA,0.999999836923317,6.98328012095247e-05,NA,"HDY","FOF",210,0,12,"ALL","FW_VYP","L1_Ridge","linear",2020-07-03 21:19:55,5619.92480634534,NA,NA,NA,-1.91538432863682,0.000291490934090485,0.000137395113786227,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Nelder-Mead32",1.35707686740864,NA,6248.28925983011,109,NA,NA,0,FALSE,TRUE,1.06,0.000148438356395167,NA,0.999999994556093,9.04428232224625e-05,NA,"QLT","FOF",210,0,12,"ALL","FW_VYP","L1_Ridge","linear",2020-07-03 21:19:57,6248.28925983011,NA,NA,NA,NA,NA,NA,-0.238333469300252,0.000220692075998194,9.54993439884453e-05,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Nelder-Mead42",0.597372804277441,NA,3511.70441573302,157,NA,NA,0,FALSE,TRUE,1.76,0.000104989818140244,NA,0.99999998873886,4.07316673603166e-05,NA,"MOM","FOF",210,0,12,"ALL","FW_VYP","L1_Ridge","linear",2020-07-03 21:20:00,3511.70441573302,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.33765619142807,7.73510005198626e-05,3.43254037670811e-05,NA,NA,NA,NA,NA,NA
"Nelder-Mead52",1.25698009043633,NA,6392.90764664182,177,NA,NA,0,FALSE,TRUE,1.63,5.82140182030404e-05,NA,0.999999874390036,6.63097633969184e-05,NA,"ESG","FOF",210,0,12,"ALL","FW_VYP","L1_Ridge","linear",2020-07-03 21:20:06,6392.90764664182,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.48427921916086,0.000335612478531847,0.000172137476747908,NA,NA,NA
"Nelder-Mead62",1.34798147469558,NA,6197.91894350743,109,NA,NA,0,FALSE,TRUE,1.182,0.000121534591284924,NA,0.999999994738251,8.03939316690457e-05,NA,"LOV","FOF",210,0,12,"ALL","FW_VYP","L1_Ridge","linear",2020-07-03 21:20:10,6197.91894350743,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.403096388088532,0.000153626626482296,6.76249049721875e-05
"Nelder-Mead9",0.614000668139619,-1.21870653201608,10870.2498195723,135,NA,NA,0,FALSE,TRUE,0.969000000000001,0.000134230770477192,0.000137134894336642,0.999999992962723,6.97829912149457e-05,7.06201206856062e-05,"HML","INF",210,0,12,"ALL","FW_VYP","L1_Ridge","linear",2020-07-03 21:20:08,10870.2498195723,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Nelder-Mead13",1.04485474371945,NA,11092.583253288,145,NA,NA,0,FALSE,TRUE,1.034,7.55826938100588e-05,NA,0.999999978625363,8.09782625342896e-05,NA,"SMB","INF",210,0,12,"ALL","FW_VYP","L1_Ridge","linear",2020-07-03 21:20:11,11092.583253288,-1.30887976761079,0.000155848994731829,0.00012520507815639,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Nelder-Mead23",0.63353428012608,NA,11533.8805766314,161,NA,NA,0,FALSE,TRUE,1.228,0.000251110814196016,NA,0.999999981391543,0.000126671426558659,NA,"HDY","INF",210,0,12,"ALL","FW_VYP","L1_Ridge","linear",2020-07-03 21:20:15,11533.8805766314,NA,NA,NA,-3.68176225101889,7.63328239988431e-05,5.92626303023878e-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Nelder-Mead33",0.558006793026386,NA,11792.2000994334,133,NA,NA,0,FALSE,TRUE,0.753,0.000174304409594588,NA,0.999999997336586,8.76050082496077e-05,NA,"QLT","INF",210,0,12,"ALL","FW_VYP","L1_Ridge","linear",2020-07-03 21:20:17,11792.2000994334,NA,NA,NA,NA,NA,NA,1.32414348608515,0.000108603708662894,6.41451732867802e-05,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Nelder-Mead43",0.367300122059779,NA,10659.3262051554,115,NA,NA,0,FALSE,TRUE,0.639000000000003,0.000132408324168724,NA,0.999999996390048,6.66461168859593e-05,NA,"MOM","INF",210,0,12,"ALL","FW_VYP","L1_Ridge","linear",2020-07-03 21:20:18,10659.3262051554,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.71750951187328,9.66621190020969e-05,4.53677652768925e-05,NA,NA,NA,NA,NA,NA
"Nelder-Mead53",1.2393288469902,NA,12355.2945967343,119,NA,NA,0,FALSE,TRUE,0.717000000000006,0.000140327608699236,NA,0.999999997320996,0.000161169061431196,NA,"ESG","INF",210,0,12,"ALL","FW_VYP","L1_Ridge","linear",2020-07-03 21:20:19,12355.2945967343,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.138048010839937,0.00034227036986141,0.000199135763199996,NA,NA,NA
"Nelder-Mead63",1.06546798427395,NA,12203.6561073009,115,NA,NA,0,FALSE,TRUE,0.755000000000003,8.72195987390033e-05,NA,0.999999999771292,9.64216478042494e-05,NA,"LOV","INF",210,0,12,"ALL","FW_VYP","L1_Ridge","linear",2020-07-03 21:20:21,12203.6561073009,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.610930133471343,4.09675323904953e-05,5.2164845363667e-05
"Nelder-Mead10",1.16282458571134,-0.0131562411000194,2744.32651736884,89,NA,NA,0,FALSE,TRUE,1.171,9.37023701604086e-05,0.000258121203811333,0.999999999867022,0.000133217641359395,0.000130934007289385,"HML","MEZZ",210,0,12,"ALL","FW_VYP","L1_Ridge","linear",2020-07-03 21:20:13,2744.32651736884,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Nelder-Mead14",1.11018172317626,NA,2575.73647611965,123,NA,NA,0,FALSE,TRUE,1.784,0.000128600468230984,NA,0.999999998038148,0.000148071928762777,NA,"SMB","MEZZ",210,0,12,"ALL","FW_VYP","L1_Ridge","linear",2020-07-03 21:20:16,2575.73647611965,0.607544594614823,0.00010664147628293,7.1298580920908e-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Nelder-Mead24",1.2129413789738,NA,2669.36360202653,117,NA,NA,0,FALSE,TRUE,1.375,9.65953109910636e-05,NA,0.999999995021403,0.000125299205952259,NA,"HDY","MEZZ",210,0,12,"ALL","FW_VYP","L1_Ridge","linear",2020-07-03 21:20:19,2669.36360202653,NA,NA,NA,0.412278329452396,0.000231709395649433,0.000132890432431689,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Nelder-Mead34",1.08148485241308,NA,2590.26764909477,83,NA,NA,0,FALSE,TRUE,0.935000000000002,0.000130672514243772,NA,0.999999998309352,0.000156218453689656,NA,"QLT","MEZZ",210,0,12,"ALL","FW_VYP","L1_Ridge","linear",2020-07-03 21:20:21,2590.26764909477,NA,NA,NA,NA,NA,NA,0.363459842840088,0.000143866381128521,6.6346650456717e-05,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Nelder-Mead44",0.838717130830862,NA,2485.72408555785,109,NA,NA,0,FALSE,TRUE,1.379,0.000101734112578647,NA,0.999999964946385,0.000140230996926719,NA,"MOM","MEZZ",210,0,12,"ALL","FW_VYP","L1_Ridge","linear",2020-07-03 21:20:24,2485.72408555785,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.05624858087272,0.000259593800459394,0.00013229524132507,NA,NA,NA,NA,NA,NA
"Nelder-Mead54",1.19729476204369,NA,2721.65441361254,129,NA,NA,0,FALSE,TRUE,1.57299999999999,0.000120039571816527,NA,0.99999980271811,0.000156412818885689,NA,"ESG","MEZZ",210,0,12,"ALL","FW_VYP","L1_Ridge","linear",2020-07-03 21:20:27,2721.65441361254,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.81983649627106,0.000217673005988852,0.000123346328093025,NA,NA,NA
"Nelder-Mead64",0.963993102096286,NA,1791.90322722694,103,NA,NA,0,FALSE,TRUE,1.394,6.44323137171097e-05,NA,0.999999999728059,7.17673302193869e-05,NA,"LOV","MEZZ",210,0,12,"ALL","FW_VYP","L1_Ridge","linear",2020-07-03 21:20:30,1791.90322722694,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.42070859151005,1.62561524132597e-05,4.46027557480127e-05
"Nelder-Mead15",0.193896075244116,-0.354140793215424,11536.0626045634,113,NA,NA,0,FALSE,TRUE,1.1,0.000261020635641741,0.000104022140134826,0.99999997723245,0.000486619843098152,0.000144748610027409,"HML","NATRES",210,0,12,"ALL","FW_VYP","L1_Ridge","linear",2020-07-03 21:20:18,11536.0626045634,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Nelder-Mead16",0.319690216108273,NA,11408.826445893,131,NA,NA,0,FALSE,TRUE,1.479,9.78762571411684e-05,NA,0.999998718748448,0.000172754241573881,NA,"SMB","NATRES",210,0,12,"ALL","FW_VYP","L1_Ridge","linear",2020-07-03 21:20:23,11408.826445893,-1.00265915009128,0.00160916488895561,0.000866075277421881,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Nelder-Mead25",0.169397543534866,NA,11710.3839219002,143,NA,NA,0,FALSE,TRUE,1.682,0.000102082668255407,NA,0.999999996595262,0.000178692721453964,NA,"HDY","NATRES",210,0,12,"ALL","FW_VYP","L1_Ridge","linear",2020-07-03 21:20:29,11710.3839219002,NA,NA,NA,-0.973434861512957,0.000101240324679746,9.26875959607907e-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Nelder-Mead35",0.110927389101703,NA,11533.0689608676,99,NA,NA,0,FALSE,TRUE,1.303,0.000251462427781183,NA,0.999999978677411,0.000442033926774396,NA,"QLT","NATRES",210,0,12,"ALL","FW_VYP","L1_Ridge","linear",2020-07-03 21:20:34,11533.0689608676,NA,NA,NA,NA,NA,NA,0.72703659676799,0.000107842954961504,0.000112362611740573,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Nelder-Mead45",-0.233567058015719,NA,10718.8429435033,161,NA,NA,0,FALSE,TRUE,1.73,0.000192558432980441,NA,0.999999844553027,0.000105307218006706,NA,"MOM","NATRES",210,0,12,"ALL","FW_VYP","L1_Ridge","linear",2020-07-03 21:20:37,10718.8429435033,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.68905525202617,0.000191390205897322,0.000124886333448975,NA,NA,NA,NA,NA,NA
"Nelder-Mead55",0.299640499126049,NA,11724.768479451,125,NA,NA,0,FALSE,TRUE,1.46,0.000105184883754951,NA,0.999999996578142,0.000177427810062063,NA,"ESG","NATRES",210,0,12,"ALL","FW_VYP","L1_Ridge","linear",2020-07-03 21:20:42,11724.768479451,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.61916750302597,6.75993258026579e-05,0.000180300623562995,NA,NA,NA
"Nelder-Mead65",0.285385064206431,NA,10789.3229013355,179,NA,NA,0,FALSE,TRUE,1.9,2.86287174923725e-05,NA,0.999999766837192,4.63265662605969e-05,NA,"LOV","NATRES",210,0,12,"ALL","FW_VYP","L1_Ridge","linear",2020-07-03 21:20:45,10789.3229013355,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.28477046796206,0.000161524015177029,8.2357127262477e-05
"Nelder-Mead17",1.05174239381136,-0.159355438573323,11770.2780385513,141,NA,NA,0,FALSE,TRUE,1.84,5.26402748764141e-05,0.00040954405238622,0.999999997965288,7.41263373329987e-05,0.000163454676502667,"HML","PD",210,0,12,"ALL","FW_VYP","L1_Ridge","linear",2020-07-03 21:20:28,11770.2780385513,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Nelder-Mead18",0.86670206019178,NA,10168.4639916552,133,NA,NA,0,FALSE,TRUE,2.073,0.000112953716955125,NA,0.999999996764344,0.000105550835307962,NA,"SMB","PD",210,0,12,"ALL","FW_VYP","L1_Ridge","linear",2020-07-03 21:20:32,10168.4639916552,0.871924001597133,9.61142329073981e-05,6.93502929736717e-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Nelder-Mead26",1.05691350291319,NA,11330.249846016,131,NA,NA,0,FALSE,TRUE,2.112,2.90578910963168e-05,NA,0.999999999807098,4.66811264691033e-05,NA,"HDY","PD",210,0,12,"ALL","FW_VYP","L1_Ridge","linear",2020-07-03 21:20:36,11330.249846016,NA,NA,NA,0.179804278754703,0.000105852090862162,5.36155887522339e-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Nelder-Mead36",0.89973372112647,NA,10040.9318058874,137,NA,NA,0,FALSE,TRUE,1.756,9.0243451530606e-05,NA,0.999999997729195,0.000107419136845191,NA,"QLT","PD",210,0,12,"ALL","FW_VYP","L1_Ridge","linear",2020-07-03 21:20:39,10040.9318058874,NA,NA,NA,NA,NA,NA,0.770223514298645,9.66376411039848e-05,7.10381669837058e-05,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Nelder-Mead46",1.07992997897505,NA,11668.2278292839,115,NA,NA,0,FALSE,TRUE,1.683,9.14061222166318e-05,NA,0.999999999630142,6.43043965299207e-05,NA,"MOM","PD",210,0,12,"ALL","FW_VYP","L1_Ridge","linear",2020-07-03 21:20:42,11668.2278292839,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.0744885280117383,0.000269443647515003,0.000108010691471053,NA,NA,NA,NA,NA,NA
"Nelder-Mead56",1.10424231604671,NA,9766.05085047619,225,NA,NA,0,FALSE,TRUE,3.034,8.33226748065676e-05,NA,0.999998745468941,7.09774315976618e-05,NA,"ESG","PD",210,0,12,"ALL","FW_VYP","L1_Ridge","linear",2020-07-03 21:20:47,9766.05085047619,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.32388448715352,0.000249154685568691,0.00012202879813725,NA,NA,NA
"Nelder-Mead66",1.01930152276449,NA,9853.12348689443,171,NA,NA,0,FALSE,TRUE,2.441,0.000250678133409301,NA,0.999999985257563,0.000229628501044403,NA,"LOV","PD",210,0,12,"ALL","FW_VYP","L1_Ridge","linear",2020-07-03 21:20:51,9853.12348689443,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.08852811599842,0.000159963275354615,0.000174007675968306
"Nelder-Mead19",1.20727858580166,-1.37902568619872,112277.527384479,123,NA,NA,0,FALSE,TRUE,1.967,0.000169387533419353,0.000177842438048797,0.999999962764787,0.000135086744692864,0.000103812596424575,"HML","PE",210,0,12,"ALL","FW_VYP","L1_Ridge","linear",2020-07-03 21:20:38,112277.527384479,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Nelder-Mead110",1.37028667384978,NA,116696.585997036,119,NA,NA,0,FALSE,TRUE,2.191,0.000176607821130863,NA,0.999999981471648,0.000213820210171235,NA,"SMB","PE",210,0,12,"ALL","FW_VYP","L1_Ridge","linear",2020-07-03 21:20:42,116696.585997036,0.939174334771052,0.000213900146189917,0.000142665944345556,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Nelder-Mead27",1.54863428591285,NA,122294.131742291,107,NA,NA,0,FALSE,TRUE,1.828,0.000361872581610024,NA,0.999999769155221,0.000355373440050619,NA,"HDY","PE",210,0,12,"ALL","FW_VYP","L1_Ridge","linear",2020-07-03 21:20:46,122294.131742291,NA,NA,NA,1.37849947544922,0.000396494883956506,0.000185642972132232,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Nelder-Mead37",1.167499134589,NA,112176.098982208,113,NA,NA,0,FALSE,TRUE,2.01000000000001,6.54388082833296e-05,NA,0.999999998790773,5.49239332694809e-05,NA,"QLT","PE",210,0,12,"ALL","FW_VYP","L1_Ridge","linear",2020-07-03 21:20:50,112176.098982208,NA,NA,NA,NA,NA,NA,0.654547584977078,6.13879670863943e-05,4.07580843866514e-05,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Nelder-Mead47",0.891151966285233,NA,103269.356775841,115,NA,NA,0,FALSE,TRUE,1.893,0.000390024158205967,NA,0.999999950863272,0.000156113873795104,NA,"MOM","PE",210,0,12,"ALL","FW_VYP","L1_Ridge","linear",2020-07-03 21:20:54,103269.356775841,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.8981627455023,0.000169388186453098,9.24920716732763e-05,NA,NA,NA,NA,NA,NA
"Nelder-Mead57",1.56345362017907,NA,122613.463770637,105,NA,NA,0,FALSE,TRUE,1.77,0.00308332901547547,NA,0.999895065175677,0.00316139299996113,NA,"ESG","PE",210,0,12,"ALL","FW_VYP","L1_Ridge","linear",2020-07-03 21:20:58,122613.463770637,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.92708920160626,0.00226298329987158,0.00241026715627268,NA,NA,NA
"Nelder-Mead67",1.22119941825398,NA,89785.3734269425,135,NA,NA,0,FALSE,TRUE,2.208,0.000100223974289107,NA,0.999999942207169,6.57253254406782e-05,NA,"LOV","PE",210,0,12,"ALL","FW_VYP","L1_Ridge","linear",2020-07-03 21:21:02,89785.3734269425,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.94806970699346,0.000179533478428628,0.000112173762252592
"Nelder-Mead20",0.560321078237946,-0.981505105026099,41318.663016982,125,NA,NA,0,FALSE,TRUE,1.52500000000001,9.32093011011794e-05,0.000153332963609353,0.999999993320448,9.41149786115418e-05,7.47053879390864e-05,"HML","RE",210,0,12,"ALL","FW_VYP","L1_Ridge","linear",2020-07-03 21:20:50,41318.663016982,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Nelder-Mead111",1.17090612182638,NA,34884.1705073504,135,NA,NA,0,FALSE,TRUE,1.48700000000001,0.000108366652169362,NA,0.999999971261532,9.03202508883265e-05,NA,"SMB","RE",210,0,12,"ALL","FW_VYP","L1_Ridge","linear",2020-07-03 21:20:55,34884.1705073504,-1.1760708979697,0.000191038527222996,0.000100381255882383,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Nelder-Mead28",0.91913131810281,NA,34903.2085432887,225,NA,NA,0,FALSE,TRUE,2.31700000000001,0.000103502459002816,NA,0.999999886954294,8.74296614905429e-05,NA,"HDY","RE",210,0,12,"ALL","FW_VYP","L1_Ridge","linear",2020-07-03 21:21:02,34903.2085432887,NA,NA,NA,-3.51487313402852,0.000136786512668977,8.32168198367535e-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Nelder-Mead38",1.95250153130737,NA,37253.3375437325,107,NA,NA,0,FALSE,TRUE,1.268,0.000419566626184642,NA,0.999999418940322,0.000183994298297415,NA,"QLT","RE",210,0,12,"ALL","FW_VYP","L1_Ridge","linear",2020-07-03 21:21:06,37253.3375437325,NA,NA,NA,NA,NA,NA,-1.87125142676582,0.000362814893419801,0.000146234049635938,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Nelder-Mead48",0.206499642899793,NA,23711.1412979161,117,NA,NA,0,FALSE,TRUE,1.361,0.000109559266390243,NA,0.999999925053966,6.31606144666055e-05,NA,"MOM","RE",210,0,12,"ALL","FW_VYP","L1_Ridge","linear",2020-07-03 21:21:09,23711.1412979161,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.11914031808072,0.000149520681598017,9.46647921371666e-05,NA,NA,NA,NA,NA,NA
