"","MKT","HML","value","fevals","gevals","niter","convcode","kkt1","kkt2","xtime","SE.MKT","SE.HML","Wald.p.value.MKT_1","SE.MKT.indep","SE.HML.indep","Factor","Type","max.month","lambda","kernel.bandwidth","CV.key","weighting","error.fun","sdf.model","datetime","validation.error","SMB","SE.SMB","SE.SMB.indep","HDY","SE.HDY","SE.HDY.indep","QLT","SE.QLT","SE.QLT.indep","MOM","SE.MOM","SE.MOM.indep","ESG","SE.ESG","SE.ESG.indep","LOV","SE.LOV","SE.LOV.indep"
"Nelder-Mead",1.32096610282533,-0.848409966526742,20293.3595771208,63,NA,NA,0,TRUE,TRUE,0.810000000000002,0.671547558917463,7.50659761305809,5.79375880604971e-10,0.85500009857019,3.31936554647712,"HML","BO",120,0,12,"ALL","FW_VYP","L2_Lasso","linear",2020-07-06 11:44:34,20293.3595771208,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Nelder-Mead1",1.43897448463195,NA,20844.0628650319,63,NA,NA,0,TRUE,TRUE,0.899999999999977,16.0431279495187,NA,0,7.57838499764459,NA,"SMB","BO",120,0,12,"ALL","FW_VYP","L2_Lasso","linear",2020-07-06 11:44:36,20844.0628650319,0.555222229666487,134.307191617013,65.2564632803389,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Nelder-Mead2",1.57161625616238,NA,21903.8039803096,69,NA,NA,0,TRUE,TRUE,0.92999999999995,1.00390674901546,NA,1.90958360235527e-14,0.866309828802622,NA,"HDY","BO",120,0,12,"ALL","FW_VYP","L2_Lasso","linear",2020-07-06 11:44:39,21903.8039803096,NA,NA,NA,0.512527813814051,14.9106929374603,6.52788051314351,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Nelder-Mead3",1.25091956181568,NA,18820.3452555193,63,NA,NA,0,TRUE,TRUE,0.829999999999984,3.75064464228427,NA,0.000576773851110879,5.98104175445545,NA,"QLT","BO",120,0,12,"ALL","FW_VYP","L2_Lasso","linear",2020-07-06 11:44:41,18820.3452555193,NA,NA,NA,NA,NA,NA,0.709936494356952,6.02500573762674,9.37736886424872,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Nelder-Mead4",1.09449318391647,NA,18533.6278652762,69,NA,NA,0,TRUE,TRUE,0.92999999999995,1.85294455319656,NA,0.00090241213831066,0.795915233311933,NA,"MOM","BO",120,0,12,"ALL","FW_VYP","L2_Lasso","linear",2020-07-06 11:44:43,18533.6278652762,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.3720966256788,2.64337096404884,1.20587466518515,NA,NA,NA,NA,NA,NA
"Nelder-Mead5",1.59449929009942,NA,21763.8259667311,71,NA,NA,0,TRUE,TRUE,1,1.43211872985805,NA,0,0.95846410031875,NA,"ESG","BO",120,0,12,"ALL","FW_VYP","L2_Lasso","linear",2020-07-06 11:44:46,21763.8259667311,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.06219368947566,29.1767114531889,14.071927054888,NA,NA,NA
"Nelder-Mead6",1.23573355366795,NA,15243.3246197469,147,NA,NA,0,TRUE,TRUE,1.91000000000003,27.6453734908642,NA,0,12.3969967561149,NA,"LOV","BO",120,0,12,"ALL","FW_VYP","L2_Lasso","linear",2020-07-06 11:44:49,15243.3246197469,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.38208072235744,39.2423543796163,27.883374041357
"Nelder-Mead7",0.963273474856306,-0.603699218886913,2630.88432736235,57,NA,NA,0,TRUE,TRUE,0.560000000000002,4.16667215019553,12.9515216259033,1.54432022725359e-13,1.87218541068534,8.7314931301642,"HML","DD",120,0,12,"ALL","FW_VYP","L2_Lasso","linear",2020-07-06 11:44:52,2630.88432736235,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Nelder-Mead11",0.87151826705213,NA,1800.66553928825,61,NA,NA,0,TRUE,TRUE,0.639999999999986,5.4800524192303,NA,0,3.26231927758639,NA,"SMB","DD",120,0,12,"ALL","FW_VYP","L2_Lasso","linear",2020-07-06 11:44:53,1800.66553928825,0.748627753549999,30.1025805867344,19.2706823235916,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Nelder-Mead21",1.1126053761335,NA,2585.19108558667,67,NA,NA,0,TRUE,TRUE,0.680000000000007,1.20497890935848,NA,0,1.19146429828271,NA,"HDY","DD",120,0,12,"ALL","FW_VYP","L2_Lasso","linear",2020-07-06 11:44:55,2585.19108558667,NA,NA,NA,0.903512604891976,37.6527610624708,18.2009234999653,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
