"","MKT","HML","value","fevals","gevals","niter","convcode","kkt1","kkt2","xtimes","SE.MKT","SE.HML","Wald.p.value.MKT_1","SE.MKT.indep","SE.HML.indep","Factor","Type","max.month","lambda","kernel.bandwidth","CV.key","weighting","error.fun","sdf.model","datetime","validation.error","SMB","SE.SMB","SE.SMB.indep","HDY","SE.HDY","SE.HDY.indep","QLT","SE.QLT","SE.QLT.indep","MOM","SE.MOM","SE.MOM.indep","ESG","SE.ESG","SE.ESG.indep","LOV","SE.LOV","SE.LOV.indep"
"Nelder-Mead",1.2758262804976,-0.810345098093219,26784.7514769177,125,NA,NA,0,TRUE,TRUE,1.34299999999996,1.62142826568594,6.41568731483664,1.35359367603449e-07,1.07910260795912,2.60634132391218,"HML","BO",210,0,12,"ALL","FW_VYP","L2_Lasso","linear",2020-07-03 21:07:39,26784.7514769177,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Nelder-Mead1",1.31545732811865,NA,25481.6629005338,65,NA,NA,0,TRUE,TRUE,0.658000000000015,4.70284131018239,NA,0,2.60810319426946,NA,"SMB","BO",210,0,12,"ALL","FW_VYP","L2_Lasso","linear",2020-07-03 21:07:41,25481.6629005338,0.834597428594134,36.99340909941,23.0987786215344,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Nelder-Mead2",1.5288278999984,NA,27756.9022360772,61,NA,NA,0,TRUE,TRUE,0.569999999999993,0.978095048785155,NA,0,0.894727012669229,NA,"HDY","BO",210,0,12,"ALL","FW_VYP","L2_Lasso","linear",2020-07-03 21:07:43,27756.9022360772,NA,NA,NA,0.902761368404754,13.9494221602193,6.08440989409262,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Nelder-Mead3",1.21160803697348,NA,24968.2521308503,59,NA,NA,0,TRUE,TRUE,0.557999999999993,7.55845790877177,NA,0,3.14003705107463,NA,"QLT","BO",210,0,12,"ALL","FW_VYP","L2_Lasso","linear",2020-07-03 21:07:44,24968.2521308503,NA,NA,NA,NA,NA,NA,0.65993459932215,25.6253432982723,10.8863582213364,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Nelder-Mead4",1.11276984746255,NA,25425.1886284249,69,NA,NA,0,TRUE,TRUE,0.652999999999963,1.96094135441356,NA,0.00293081569109299,0.831333935778625,NA,"MOM","BO",210,0,12,"ALL","FW_VYP","L2_Lasso","linear",2020-07-03 21:07:46,25425.1886284249,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.14356803781138,2.82167504827935,1.15027574561778,NA,NA,NA,NA,NA,NA
"Nelder-Mead5",1.54462197660469,NA,27775.7020226923,75,NA,NA,0,TRUE,TRUE,0.702999999999975,1.09799555137225,NA,0,0.957199693191671,NA,"ESG","BO",210,0,12,"ALL","FW_VYP","L2_Lasso","linear",2020-07-03 21:07:48,27775.7020226923,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.15609793646727,25.6253177001042,12.0823525547907,NA,NA,NA
"Nelder-Mead6",1.19675716457842,NA,20766.6306364345,81,NA,NA,0,TRUE,TRUE,0.754999999999995,34.928127223296,NA,0,18.2469156499724,NA,"LOV","BO",210,0,12,"ALL","FW_VYP","L2_Lasso","linear",2020-07-03 21:07:50,20766.6306364345,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.81143406492831,40.9924697426694,28.4202236545801
"Nelder-Mead7",0.970916261027742,-0.634265129587584,3063.66450271195,61,NA,NA,0,TRUE,TRUE,0.425000000000011,4.21114576108166,13.071245044942,2.99760216648792e-15,1.87332754421453,8.83581268431962,"HML","DD",210,0,12,"ALL","FW_VYP","L2_Lasso","linear",2020-07-03 21:07:52,3063.66450271195,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Nelder-Mead11",0.846392273441915,NA,2011.66679502501,59,NA,NA,0,TRUE,TRUE,0.440999999999974,4.93919397577628,NA,0,2.93561101496571,NA,"SMB","DD",210,0,12,"ALL","FW_VYP","L2_Lasso","linear",2020-07-03 21:07:53,2011.66679502501,0.81833493345875,26.6876847942921,17.1354537488381,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Nelder-Mead21",1.11796202330297,NA,2985.45330902224,59,NA,NA,0,TRUE,TRUE,0.447000000000003,1.14224033905548,NA,0,1.16847718398192,NA,"HDY","DD",210,0,12,"ALL","FW_VYP","L2_Lasso","linear",2020-07-03 21:07:55,2985.45330902224,NA,NA,NA,1.02770067885649,34.0331056922101,16.3315894950569,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Nelder-Mead31",0.920671516630318,NA,2638.62114289251,63,NA,NA,0,TRUE,TRUE,0.474000000000046,1.81287899992973,NA,0.00872448720626584,0.906032615697082,NA,"QLT","DD",210,0,12,"ALL","FW_VYP","L2_Lasso","linear",2020-07-03 21:07:56,2638.62114289251,NA,NA,NA,NA,NA,NA,0.632626963261828,5.0872925908783,3.44815907683745,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Nelder-Mead41",1.13618354800569,NA,3206.99028556233,55,NA,NA,0,TRUE,TRUE,0.413000000000011,1.7955860315338,NA,0.791015368484417,3.0145904802255,NA,"MOM","DD",210,0,12,"ALL","FW_VYP","L2_Lasso","linear",2020-07-03 21:07:58,3206.99028556233,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.192829061923432,3.65345481387308,2.22020934314246,NA,NA,NA,NA,NA,NA
"Nelder-Mead51",1.18471358995725,NA,2896.42127952588,71,NA,NA,0,TRUE,TRUE,0.533000000000015,3.79694397079049,NA,0,2.07727974348681,NA,"ESG","DD",210,0,12,"ALL","FW_VYP","L2_Lasso","linear",2020-07-03 21:08:00,2896.42127952588,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.90150368527244,16.9708194219239,7.60425117445832,NA,NA,NA
"Nelder-Mead61",1.02877046269499,NA,2691.11549088115,61,NA,NA,0,TRUE,TRUE,0.459000000000003,1.39781284650443,NA,3.03504634868723e-07,2.89557432790754,NA,"LOV","DD",210,0,12,"ALL","FW_VYP","L2_Lasso","linear",2020-07-03 21:08:01,2691.11549088115,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.24436821495169,4.37247477643785,8.02228874302053
"Nelder-Mead8",0.821944101970748,-1.71009151364121,1462.89252290189,73,NA,NA,0,TRUE,TRUE,0.449999999999989,48.5405736839459,71.1855892689223,0,22.2634402895162,34.4513883772821,"HML","FOF",210,0,12,"ALL","FW_VYP","L2_Lasso","linear",2020-07-03 21:08:03,1462.89252290189,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Nelder-Mead12",1.45096569913908,NA,1406.31318957977,67,NA,NA,0,TRUE,TRUE,0.425000000000011,6.99336600131957,NA,0,3.76921876655228,NA,"SMB","FOF",210,0,12,"ALL","FW_VYP","L2_Lasso","linear",2020-07-03 21:08:05,1406.31318957977,-0.952275393500009,21.1524443456616,9.75870923534193,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Nelder-Mead22",1.15814637481336,NA,1538.47233924644,69,NA,NA,0,TRUE,TRUE,0.435999999999979,4.21431038357815,NA,0,3.42605775246282,NA,"HDY","FOF",210,0,12,"ALL","FW_VYP","L2_Lasso","linear",2020-07-03 21:08:07,1538.47233924644,NA,NA,NA,-2.08476425472286,7.23164392965521,3.50648046349301,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Nelder-Mead32",1.2154235324997,NA,1894.64891141,45,NA,NA,0,TRUE,TRUE,0.287000000000035,9.63336330201442,NA,0.248093362092495,5.86932165009181,NA,"QLT","FOF",210,0,12,"ALL","FW_VYP","L2_Lasso","linear",2020-07-03 21:08:08,1894.64891141,NA,NA,NA,NA,NA,NA,0.0845269081590231,9.18326881988961,10.8714052511241,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Nelder-Mead42",0.582395883351126,NA,975.106057010287,139,NA,NA,0,FALSE,TRUE,0.865000000000009,5.95386234939208,NA,0,2.30154585821735,NA,"MOM","FOF",210,0,12,"ALL","FW_VYP","L2_Lasso","linear",2020-07-03 21:08:10,975.106057010287,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.44277879604786,6.90111698630214,2.85980281851817,NA,NA,NA,NA,NA,NA
"Nelder-Mead52",1.22813148673377,NA,1892.41417530954,67,NA,NA,0,TRUE,TRUE,0.41700000000003,15.7214700011797,NA,0,18.5877958178142,NA,"ESG","FOF",210,0,12,"ALL","FW_VYP","L2_Lasso","linear",2020-07-03 21:08:12,1892.41417530954,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.19194086750613,123.021949131819,139.353746632946,NA,NA,NA
"Nelder-Mead62",1.28967916604711,NA,1526.75341901076,153,NA,NA,0,TRUE,TRUE,0.954999999999984,6.67169509201417,NA,0,4.07024088980389,NA,"LOV","FOF",210,0,12,"ALL","FW_VYP","L2_Lasso","linear",2020-07-03 21:08:13,1526.75341901076,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.81413110245417,25.5585527122381,9.95708917242831
"Nelder-Mead9",0.55420564345986,-1.32632960785353,3448.74426027856,67,NA,NA,0,TRUE,TRUE,0.263000000000034,7.19554137069791,8.67702458348312,0,4.29138190781804,6.12976830281956,"HML","INF",210,0,12,"ALL","FW_VYP","L2_Lasso","linear",2020-07-03 21:08:15,3448.74426027856,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Nelder-Mead13",1.00572991291695,NA,3523.56187052624,63,NA,NA,0,TRUE,TRUE,0.248999999999967,5.52632936628209,NA,0,4.92465128734848,NA,"SMB","INF",210,0,12,"ALL","FW_VYP","L2_Lasso","linear",2020-07-03 21:08:16,3523.56187052624,-0.927850337944824,26.7604143117703,21.8433437005901,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Nelder-Mead23",0.770841678644548,NA,3580.2032615388,63,NA,NA,0,TRUE,TRUE,0.231000000000051,1.38371943339818,NA,0,2.67833510796125,NA,"HDY","INF",210,0,12,"ALL","FW_VYP","L2_Lasso","linear",2020-07-03 21:08:17,3580.2032615388,NA,NA,NA,-2.50833459557518,27.5892866816925,16.0607874968834,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Nelder-Mead33",0.628698625055221,NA,3745.16300497387,57,NA,NA,0,TRUE,TRUE,0.22399999999999,2.34998435289771,NA,0,1.75128436947878,NA,"QLT","INF",210,0,12,"ALL","FW_VYP","L2_Lasso","linear",2020-07-03 21:08:18,3745.16300497387,NA,NA,NA,NA,NA,NA,1.18557386880011,8.26291288770927,5.9417625956669,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Nelder-Mead43",0.386624560144088,NA,3391.30334836697,61,NA,NA,0,TRUE,TRUE,0.237000000000023,6.7965365822427,NA,0.0153262295144198,2.99236855639421,NA,"MOM","INF",210,0,12,"ALL","FW_VYP","L2_Lasso","linear",2020-07-03 21:08:19,3391.30334836697,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.87986343029504,2.33167269296531,3.59743006965805,NA,NA,NA,NA,NA,NA
"Nelder-Mead53",0.968802731228061,NA,3948.6303127648,85,NA,NA,0,TRUE,TRUE,0.331999999999994,1.7507126851881,NA,0,1.95422647116098,NA,"ESG","INF",210,0,12,"ALL","FW_VYP","L2_Lasso","linear",2020-07-03 21:08:20,3948.6303127648,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.24542980209226,27.4495651045434,17.4024202467499,NA,NA,NA
"Nelder-Mead63",0.914108081581071,NA,3909.50463185831,61,NA,NA,0,TRUE,TRUE,0.234999999999957,1.68760000020832,NA,0.00174414576097115,1.8228977408636,NA,"LOV","INF",210,0,12,"ALL","FW_VYP","L2_Lasso","linear",2020-07-03 21:08:21,3909.50463185831,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.660206692595966,5.50712510464929,6.43302563029709
"Nelder-Mead10",1.06021781970048,-0.136030178359943,742.957655070182,45,NA,NA,0,TRUE,TRUE,0.349000000000046,1.07660719146214,23.9031310992703,0.00458090755283214,1.50167049382957,11.5334181295407,"HML","MEZZ",210,0,12,"ALL","FW_VYP","L2_Lasso","linear",2020-07-03 21:08:23,742.957655070182,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Nelder-Mead14",1.04243805091555,NA,705.802915831476,61,NA,NA,0,TRUE,TRUE,0.484999999999957,7.21192069498505,NA,0,3.61147041081126,NA,"SMB","MEZZ",210,0,12,"ALL","FW_VYP","L2_Lasso","linear",2020-07-03 21:08:25,705.802915831476,0.389451263156116,35.2979824493407,19.9755054110481,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Nelder-Mead24",1.11257131840548,NA,737.093383851015,55,NA,NA,0,TRUE,TRUE,0.413000000000011,2.97448371583553,NA,0,1.78792619336982,NA,"HDY","MEZZ",210,0,12,"ALL","FW_VYP","L2_Lasso","linear",2020-07-03 21:08:26,737.093383851015,NA,NA,NA,0.35078649478869,68.2434842551507,40.1638052332998,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Nelder-Mead34",0.906938886397983,NA,656.067066947201,59,NA,NA,0,TRUE,TRUE,0.453000000000031,2.55983443472973,NA,7.64145191567422e-10,3.826927823446,NA,"QLT","MEZZ",210,0,12,"ALL","FW_VYP","L2_Lasso","linear",2020-07-03 21:08:27,656.067066947201,NA,NA,NA,NA,NA,NA,0.699489342648304,9.19982109213145,5.09879125009917,NA,NA,NA,NA,NA,NA,NA,NA,NA
