"","MKT","HML","value","fevals","gevals","niter","convcode","kkt1","kkt2","xtime","SE.MKT","SE.HML","Wald.p.value.MKT_1","SE.MKT.indep","SE.HML.indep","Factor","Type","max.month","lambda","kernel.bandwidth","CV.key","weighting","error.fun","sdf.model","datetime","validation.error","SMB","SE.SMB","SE.SMB.indep","HDY","SE.HDY","SE.HDY.indep","QLT","SE.QLT","SE.QLT.indep","MOM","SE.MOM","SE.MOM.indep","ESG","SE.ESG","SE.ESG.indep","LOV","SE.LOV","SE.LOV.indep"
"Nelder-Mead",1.26460161979955,-1.17269290640128,79162.8782728833,97,NA,NA,0,FALSE,TRUE,1.42000000000007,0.000354593269388751,0.00140400316978855,0.999998508638334,0.000298722411030478,0.000619983097259194,"HML","BO",120,0,12,"ALL","FW_VYP","L1_Ridge","linear",2020-07-06 11:51:43,79162.8782728833,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Nelder-Mead1",1.35802028499608,NA,83537.5360277013,111,NA,NA,0,FALSE,TRUE,1.65000000000009,0.00570666698372272,NA,0.99999696959838,0.00459802555168884,NA,"SMB","BO",120,0,12,"ALL","FW_VYP","L1_Ridge","linear",2020-07-06 11:51:46,83537.5360277013,0.866646331673218,0.000586042447444654,0.000343237957317866,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Nelder-Mead2",1.55875300276655,NA,87666.501536068,95,NA,NA,0,FALSE,TRUE,1.22000000000003,0.00034863003655383,NA,0.999997913648884,0.000313788187339178,NA,"HDY","BO",120,0,12,"ALL","FW_VYP","L1_Ridge","linear",2020-07-06 11:51:49,87666.501536068,NA,NA,NA,1.12857190963414,0.00172061225404775,0.000760462552984334,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Nelder-Mead3",1.28110049699519,NA,75731.1684526029,99,NA,NA,0,FALSE,TRUE,1.29999999999995,0.000143612298977628,NA,0.999999997454021,0.00011580582557997,NA,"QLT","BO",120,0,12,"ALL","FW_VYP","L1_Ridge","linear",2020-07-06 11:51:51,75731.1684526029,NA,NA,NA,NA,NA,NA,0.671120345745378,5.75972077323459e-05,5.09450950307788e-05,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Nelder-Mead4",0.880998547613906,NA,69319.0555729183,105,NA,NA,0,FALSE,TRUE,1.33000000000004,0.000381152402845763,NA,0.999999944825512,0.000154250062502793,NA,"MOM","BO",120,0,12,"ALL","FW_VYP","L1_Ridge","linear",2020-07-06 11:51:54,69319.0555729183,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.94306894097304,0.00017261954139516,9.86340188231996e-05,NA,NA,NA,NA,NA,NA
"Nelder-Mead5",1.63159720792836,NA,87386.5131316328,113,NA,NA,0,FALSE,TRUE,1.45000000000005,0.000391786254333234,NA,0.999996027239449,0.000279015843607328,NA,"ESG","BO",120,0,12,"ALL","FW_VYP","L1_Ridge","linear",2020-07-06 11:51:57,87386.5131316328,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.01910956362348,0.000432282029395691,0.000188787913995874,NA,NA,NA
"Nelder-Mead6",1.30171960201668,NA,58287.1871063171,107,NA,NA,0,FALSE,TRUE,1.38999999999999,7.45811838750648e-05,NA,0.99999928604867,5.20725443112591e-05,NA,"LOV","BO",120,0,12,"ALL","FW_VYP","L1_Ridge","linear",2020-07-06 11:52:00,58287.1871063171,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.18077123883729,0.000380198484903567,0.000179935147426004
"Nelder-Mead7",0.983031675025109,-0.353862768232588,9860.21463105562,133,NA,NA,0,FALSE,TRUE,1.32000000000005,7.30567510588486e-05,0.000225655409850558,0.999999996794036,0.00012782080096402,0.000110298431824654,"HML","DD",120,0,12,"ALL","FW_VYP","L1_Ridge","linear",2020-07-06 11:52:04,9860.21463105562,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Nelder-Mead11",0.881000905722639,NA,7300.88281914154,265,NA,NA,0,FALSE,TRUE,2.67000000000007,8.24220341448912e-05,NA,0.999999997215295,8.38250430425469e-05,NA,"SMB","DD",120,0,12,"ALL","FW_VYP","L1_Ridge","linear",2020-07-06 11:52:08,7300.88281914154,0.8640181160383,9.09949767292429e-05,6.22119064422977e-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Nelder-Mead21",1.07542449623717,NA,8667.7995182115,119,NA,NA,0,FALSE,TRUE,1.16999999999996,3.05838481941558e-05,NA,0.999999994569345,4.67415032511455e-05,NA,"HDY","DD",120,0,12,"ALL","FW_VYP","L1_Ridge","linear",2020-07-06 11:52:10,8667.7995182115,NA,NA,NA,0.9011186706593,0.000114133869857586,5.73498480144246e-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Nelder-Mead31",0.813080540175976,NA,8228.88721492681,127,NA,NA,0,FALSE,TRUE,1.25,0.000132568863317825,NA,0.999999999877248,7.98007504840144e-05,NA,"QLT","DD",120,0,12,"ALL","FW_VYP","L1_Ridge","linear",2020-07-06 11:52:12,8228.88721492681,NA,NA,NA,NA,NA,NA,0.938174695254838,2.70375104975204e-05,4.31034223882208e-05,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Nelder-Mead41",1.18441903042374,NA,9848.86668584436,117,NA,NA,0,FALSE,TRUE,1.13,0.000127089521273196,NA,0.999999995059439,6.32276749116494e-05,NA,"MOM","DD",120,0,12,"ALL","FW_VYP","L1_Ridge","linear",2020-07-06 11:52:16,9848.86668584436,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.303842433080304,0.000250624928101602,9.82651123670763e-05,NA,NA,NA,NA,NA,NA
"Nelder-Mead51",1.20044746482693,NA,8409.53041678535,145,NA,NA,0,FALSE,TRUE,1.41999999999996,0.000108603228274542,NA,0.999996793556758,5.80808891508365e-05,NA,"ESG","DD",120,0,12,"ALL","FW_VYP","L1_Ridge","linear",2020-07-06 11:52:19,8409.53041678535,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.11514980865822,0.000309397393018537,0.000130517137474332,NA,NA,NA
"Nelder-Mead61",0.96013067140143,NA,8958.27909993816,163,NA,NA,0,FALSE,TRUE,1.56000000000006,0.000129496159480444,NA,0.999999731991017,0.000189443424983088,NA,"LOV","DD",120,0,12,"ALL","FW_VYP","L1_Ridge","linear",2020-07-06 11:52:21,8958.27909993816,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.30603938620847,0.000557212368287322,0.000485431475636742
"Nelder-Mead8",0.97614042140557,-1.32602304296968,4809.25417419142,181,NA,NA,0,FALSE,TRUE,1.60000000000002,0.000189906827866114,0.000173760560368147,0.999999974425261,7.99561342959184e-05,6.58880202963464e-05,"HML","FOF",120,0,12,"ALL","FW_VYP","L1_Ridge","linear",2020-07-06 11:52:26,4809.25417419142,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Nelder-Mead12",1.45444481706104,NA,4481.48842255123,123,NA,NA,0,FALSE,TRUE,1.05999999999995,0.000180589818865366,NA,0.999999937576914,0.000104971238456452,NA,"SMB","FOF",120,0,12,"ALL","FW_VYP","L1_Ridge","linear",2020-07-06 11:52:29,4481.48842255123,-0.845770065945183,0.000322538707131063,0.000147693847785556,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Nelder-Mead22",1.16552600169043,NA,5094.14482442141,133,NA,NA,0,FALSE,TRUE,1.15999999999997,8.65209279474237e-05,NA,0.999999844838188,6.97635322424039e-05,NA,"HDY","FOF",120,0,12,"ALL","FW_VYP","L1_Ridge","linear",2020-07-06 11:52:33,5094.14482442141,NA,NA,NA,-1.91537950494407,0.000284168656412923,0.000133943939444848,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Nelder-Mead32",1.35707670903191,NA,5704.01218490517,157,NA,NA,0,FALSE,TRUE,1.31000000000006,0.000148513121763603,NA,0.999999994549477,9.04823729554086e-05,NA,"QLT","FOF",120,0,12,"ALL","FW_VYP","L1_Ridge","linear",2020-07-06 11:52:35,5704.01218490517,NA,NA,NA,NA,NA,NA,-0.238332824692156,0.000220846567286212,9.55693856622116e-05,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Nelder-Mead42",0.59737018179171,NA,2966.21893816651,357,NA,NA,0,FALSE,TRUE,3.10000000000002,0.000105652890751092,NA,0.999999987333871,4.10011673150159e-05,NA,"MOM","FOF",120,0,12,"ALL","FW_VYP","L1_Ridge","linear",2020-07-06 11:52:39,2966.21893816651,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.33767640184828,8.12895336677955e-05,3.61287853657106e-05,NA,NA,NA,NA,NA,NA
"Nelder-Mead52",1.25699468118367,NA,5785.17819266548,111,NA,NA,0,FALSE,TRUE,1,5.59326203457501e-05,NA,0.999999980366151,6.32031817523781e-05,NA,"ESG","FOF",120,0,12,"ALL","FW_VYP","L1_Ridge","linear",2020-07-06 11:52:43,5785.17819266548,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.4835783520818,0.000131041861997597,6.6772019023044e-05,NA,NA,NA
"Nelder-Mead62",1.34798156654451,NA,5672.59433268402,113,NA,NA,0,FALSE,TRUE,0.970000000000027,0.000121545995709223,NA,0.999999994736404,8.04004936387442e-05,NA,"LOV","FOF",120,0,12,"ALL","FW_VYP","L1_Ridge","linear",2020-07-06 11:52:46,5672.59433268402,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.403096808166687,0.000153661360926392,6.76408859387061e-05
"Nelder-Mead9",0.61400077676679,-1.21870624567568,10101.4674095954,239,NA,NA,0,FALSE,TRUE,1.32999999999993,0.000134195226173584,0.00013693650464891,0.999999992990057,6.97577354589348e-05,7.05115848315348e-05,"HML","INF",120,0,12,"ALL","FW_VYP","L1_Ridge","linear",2020-07-06 11:52:50,10101.4674095954,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Nelder-Mead13",1.04485487657266,NA,10463.4184330193,143,NA,NA,0,FALSE,TRUE,0.829999999999927,7.56546955803105e-05,NA,0.999999978416637,8.10484055910243e-05,NA,"SMB","INF",120,0,12,"ALL","FW_VYP","L1_Ridge","linear",2020-07-06 11:52:52,10463.4184330193,-1.30887955121788,0.000156616214772468,0.000125820733210257,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
