"","MKT","HML","value","fevals","gevals","niter","convcode","kkt1","kkt2","xtimes","SE.MKT","SE.HML","Wald.p.value.MKT_1","SE.MKT.indep","SE.HML.indep","Factor","Type","max.month","lambda","kernel.bandwidth","CV.key","weighting","error.fun","sdf.model","datetime","validation.error","SMB","SE.SMB","SE.SMB.indep","HDY","SE.HDY","SE.HDY.indep","QLT","SE.QLT","SE.QLT.indep","MOM","SE.MOM","SE.MOM.indep","ESG","SE.ESG","SE.ESG.indep","LOV","SE.LOV","SE.LOV.indep"
"Nelder-Mead",1.27872843904836,-0.272833149036029,92112.2696977128,71,NA,NA,0,FALSE,TRUE,1.29,0.0026662096416766,0.00481881159959954,0.999997941529001,0.00186432888301624,0.00198836248092852,"HML","BO",150,0,12,"ALL","EW_VYP","L1_Ridge","linear",2020-07-03 21:45:53,92112.2696977128,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Nelder-Mead1",1.30539569609122,NA,82612.3814367279,127,NA,NA,0,FALSE,TRUE,2.156,0.000140561098440441,NA,0.999999982480249,0.00012707711914166,NA,"SMB","BO",150,0,12,"ALL","EW_VYP","L1_Ridge","linear",2020-07-03 21:45:57,82612.3814367279,0.805029989931696,0.000216687987970543,0.000147990390924774,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Nelder-Mead2",1.62066444990466,NA,84296.8485730457,105,NA,NA,0,FALSE,TRUE,1.893,0.000245146501993613,NA,0.99999955167892,0.00016127582918253,NA,"HDY","BO",150,0,12,"ALL","EW_VYP","L1_Ridge","linear",2020-07-03 21:46:02,84296.8485730457,NA,NA,NA,1.66881108066856,0.000486192671092134,0.000240196928860827,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Nelder-Mead3",1.00855612995885,NA,77583.0303040386,141,NA,NA,0,FALSE,TRUE,2.34,0.000241780493957692,NA,0.99999999918642,9.31803170575523e-05,NA,"QLT","BO",150,0,12,"ALL","EW_VYP","L1_Ridge","linear",2020-07-03 21:46:07,77583.0303040386,NA,NA,NA,NA,NA,NA,1.13686123044648,3.48363628436507e-05,3.74056589929041e-05,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Nelder-Mead4",0.929163400352652,NA,76813.5879466995,155,NA,NA,0,FALSE,TRUE,2.871,0.000299633629119087,NA,0.999999991658388,0.000112356391873141,NA,"MOM","BO",150,0,12,"ALL","EW_VYP","L1_Ridge","linear",2020-07-03 21:46:14,76813.5879466995,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.39818579925397,9.90184156561105e-05,5.83739347366764e-05,NA,NA,NA,NA,NA,NA
"Nelder-Mead5",1.47693424634385,NA,90121.5879287397,139,NA,NA,0,FALSE,TRUE,2.536,0.000271376392760457,NA,0.999995177448637,0.000206360253828101,NA,"ESG","BO",150,0,12,"ALL","EW_VYP","L1_Ridge","linear",2020-07-03 21:46:19,90121.5879287397,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.38848303013487,0.000468797294284028,0.000191614484835679,NA,NA,NA
"Nelder-Mead6",1.24791958838115,NA,63985.4184851213,115,NA,NA,0,FALSE,TRUE,1.978,0.000145603853771838,NA,0.999999835934127,0.000131497752468659,NA,"LOV","BO",150,0,12,"ALL","EW_VYP","L1_Ridge","linear",2020-07-03 21:46:23,63985.4184851213,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.11362118551997,0.000274249892785227,0.000151562439128716
"Nelder-Mead7",0.993602519960854,-0.558674497372266,12722.1936738821,105,NA,NA,0,FALSE,TRUE,1.249,0.000116137633397463,0.000318086814496944,0.99999998433153,7.49206824170112e-05,0.000133277919532688,"HML","DD",150,0,12,"ALL","EW_VYP","L1_Ridge","linear",2020-07-03 21:45:55,12722.1936738821,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Nelder-Mead11",1.02532481064865,NA,11872.0294414507,137,NA,NA,0,FALSE,TRUE,1.61,0.000154293733449062,NA,0.999999995849827,9.12524651878589e-05,NA,"SMB","DD",150,0,12,"ALL","EW_VYP","L1_Ridge","linear",2020-07-03 21:45:58,11872.0294414507,0.766193382387853,0.000118942598400278,7.95161612072334e-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Nelder-Mead21",1.08507840172768,NA,13085.4677080253,121,NA,NA,0,FALSE,TRUE,1.69,6.51326441357324e-05,NA,0.999999999134294,8.70879782410265e-05,NA,"HDY","DD",150,0,12,"ALL","EW_VYP","L1_Ridge","linear",2020-07-03 21:46:02,13085.4677080253,NA,NA,NA,0.180331873316587,0.000214534796994279,0.000106140177411686,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Nelder-Mead31",0.959573294378286,NA,11801.8440887069,121,NA,NA,0,FALSE,TRUE,1.478,0.000122344657695069,NA,0.99999999150729,7.62954079864748e-05,NA,"QLT","DD",150,0,12,"ALL","EW_VYP","L1_Ridge","linear",2020-07-03 21:46:05,11801.8440887069,NA,NA,NA,NA,NA,NA,0.577807034468766,0.000233870029155294,0.000107970924688375,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Nelder-Mead41",1.02989571551944,NA,12872.1837432474,107,NA,NA,0,FALSE,TRUE,1.333,0.00011769513133604,NA,0.999999998727333,7.69282724234952e-05,NA,"MOM","DD",150,0,12,"ALL","EW_VYP","L1_Ridge","linear",2020-07-03 21:46:09,12872.1837432474,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.190113371592869,0.000248888232940757,0.000118041921573307,NA,NA,NA,NA,NA,NA
"Nelder-Mead51",1.05764276774883,NA,13101.3926224561,107,NA,NA,0,FALSE,TRUE,1.422,6.06557283996795e-05,NA,0.999999997027768,0.000131514734520714,NA,"ESG","DD",150,0,12,"ALL","EW_VYP","L1_Ridge","linear",2020-07-03 21:46:13,13101.3926224561,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.243831641809723,0.000316559019589041,0.000206579326956147,NA,NA,NA
"Nelder-Mead61",1.03248841550983,NA,10694.3551057684,101,NA,NA,0,FALSE,TRUE,1.184,0.00012312098795733,NA,0.999999976297589,7.00131662225068e-05,NA,"LOV","DD",150,0,12,"ALL","EW_VYP","L1_Ridge","linear",2020-07-03 21:46:16,10694.3551057684,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.3682836206945,0.000160857084873384,0.000158625813809818
"Nelder-Mead8",1.00019223592675,-1.56550155637175,4707.10535574818,133,NA,NA,0,FALSE,TRUE,1.245,0.000109213032133798,0.000153244491799137,0.999999971217976,6.38992252329471e-05,5.75791145625191e-05,"HML","FOF",150,0,12,"ALL","EW_VYP","L1_Ridge","linear",2020-07-03 21:45:54,4707.10535574818,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Nelder-Mead12",1.51646709677003,NA,4341.66064905344,93,NA,NA,0,FALSE,TRUE,0.852,0.000170710972087594,NA,0.999999766785675,0.000109742696354658,NA,"SMB","FOF",150,0,12,"ALL","EW_VYP","L1_Ridge","linear",2020-07-03 21:45:58,4341.66064905344,-1.03929170840786,0.00057390565244336,0.000263792580974691,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Nelder-Mead22",1.23254288005927,NA,5189.86151987545,169,NA,NA,0,FALSE,TRUE,1.808,8.24766466707439e-05,NA,0.999999967762187,5.08542240045656e-05,NA,"HDY","FOF",150,0,12,"ALL","EW_VYP","L1_Ridge","linear",2020-07-03 21:46:04,5189.86151987545,NA,NA,NA,-1.95961560830451,0.000120450354295302,5.51280464473614e-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Nelder-Mead32",1.29943149884721,NA,6489.85941522268,127,NA,NA,0,FALSE,TRUE,1.306,6.08977440523841e-05,NA,0.999999999518656,7.70518698945046e-05,NA,"QLT","FOF",150,0,12,"ALL","EW_VYP","L1_Ridge","linear",2020-07-03 21:46:08,6489.85941522268,NA,NA,NA,NA,NA,NA,0.140013053327909,0.000175863408469721,6.79708038444339e-05,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Nelder-Mead42",0.63837931000236,NA,3186.63375622229,141,NA,NA,0,FALSE,TRUE,1.48,0.000122733871928669,NA,0.999999991908373,4.59047146739742e-05,NA,"MOM","FOF",150,0,12,"ALL","EW_VYP","L1_Ridge","linear",2020-07-03 21:46:12,3186.63375622229,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.42693673990957,6.37930384783731e-05,2.98036520845081e-05,NA,NA,NA,NA,NA,NA
"Nelder-Mead52",1.78592477153911,NA,5925.3827925368,183,NA,NA,0,FALSE,TRUE,1.869,0.000111843472474644,NA,0.99998802900953,6.02738714226762e-05,NA,"ESG","FOF",150,0,12,"ALL","EW_VYP","L1_Ridge","linear",2020-07-03 21:46:15,5925.3827925368,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17.7657658477593,0.000270616612241889,0.00010917277681285,NA,NA,NA
"Nelder-Mead62",1.31081865959528,NA,6437.18863625152,105,NA,NA,0,FALSE,TRUE,1.144,6.58074895391552e-05,NA,0.999999999450843,7.49227300348663e-05,NA,"LOV","FOF",150,0,12,"ALL","EW_VYP","L1_Ridge","linear",2020-07-03 21:46:18,6437.18863625152,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.231189846736002,8.63471459884136e-05,4.26192733331951e-05
"Nelder-Mead9",0.458256397044848,-1.78555834458944,11996.9034037132,133,NA,NA,0,FALSE,TRUE,0.963000000000001,8.61354535928667e-05,9.43358148959793e-05,0.999999992325404,6.05645159643326e-05,4.72835020958479e-05,"HML","INF",150,0,12,"ALL","EW_VYP","L1_Ridge","linear",2020-07-03 21:46:20,11996.9034037132,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Nelder-Mead13",1.02730736347723,NA,11980.3298209362,129,NA,NA,0,FALSE,TRUE,0.753,6.78454732112693e-05,NA,0.999999744124362,6.3087143494162e-05,NA,"SMB","INF",150,0,12,"ALL","EW_VYP","L1_Ridge","linear",2020-07-03 21:46:22,11980.3298209362,-2.13076040533718,0.000334984902346515,0.0001849674581563,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Nelder-Mead23",0.658873498053674,NA,14250.6186166513,147,NA,NA,0,FALSE,TRUE,0.914999999999999,0.000146625821716122,NA,0.999999988187748,9.9843423738369e-05,NA,"HDY","INF",150,0,12,"ALL","EW_VYP","L1_Ridge","linear",2020-07-03 21:46:25,14250.6186166513,NA,NA,NA,-1.35209027014647,0.000148166215067705,7.75287414427423e-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
