"","MKT","HML","value","fevals","gevals","niter","convcode","kkt1","kkt2","xtime","SE.MKT","SE.HML","Wald.p.value.MKT_1","SE.MKT.indep","SE.HML.indep","Factor","Type","max.month","lambda","kernel.bandwidth","CV.key","weighting","error.fun","sdf.model","datetime","validation.error","SMB","SE.SMB","SE.SMB.indep","HDY","SE.HDY","SE.HDY.indep","QLT","SE.QLT","SE.QLT.indep","MOM","SE.MOM","SE.MOM.indep","ESG","SE.ESG","SE.ESG.indep","LOV","SE.LOV","SE.LOV.indep"
"Nelder-Mead",1.39045812849158,0.0663837107667634,25108.8019627329,57,NA,NA,0,TRUE,TRUE,1.29999999999998,1.41835463836463,10.2048074787296,0.490684027490418,1.03584322311834,4.02197427377444,"HML","BO",240,0,12,"ALL","EW_VYP","L2_Lasso","linear",2020-07-06 11:40:14,25108.8019627329,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Nelder-Mead1",1.28596095461589,NA,21671.9539433063,63,NA,NA,0,TRUE,TRUE,0.909999999999997,1.12183292669731,NA,2.89568369282733e-11,1.0224420672391,NA,"SMB","BO",240,0,12,"ALL","EW_VYP","L2_Lasso","linear",2020-07-06 11:40:16,21671.9539433063,0.799108719389824,8.90665532644747,6.3035736065403,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Nelder-Mead2",1.48298388838016,NA,22924.105362927,65,NA,NA,0,TRUE,TRUE,1.11000000000001,1.13509579359799,NA,0,0.843623777190314,NA,"HDY","BO",240,0,12,"ALL","EW_VYP","L2_Lasso","linear",2020-07-06 11:40:19,22924.105362927,NA,NA,NA,1.28094271123205,20.2231763270551,10.4637762980005,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Nelder-Mead3",1.15730650314983,NA,23424.0995500891,59,NA,NA,0,TRUE,TRUE,1,2.99746371760454,NA,0,1.28608900136634,NA,"QLT","BO",240,0,12,"ALL","EW_VYP","L2_Lasso","linear",2020-07-06 11:40:22,23424.0995500891,NA,NA,NA,NA,NA,NA,0.653220773635144,15.3757903690396,5.79861741562451,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Nelder-Mead4",1.07023826959664,NA,22929.9196701036,63,NA,NA,0,TRUE,TRUE,1,1.94330919595436,NA,0.00811289923220604,0.755891480650043,NA,"MOM","BO",240,0,12,"ALL","EW_VYP","L2_Lasso","linear",2020-07-06 11:40:26,22929.9196701036,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.985129909290168,3.02559432892513,1.27232886732584,NA,NA,NA,NA,NA,NA
"Nelder-Mead5",1.46157586014965,NA,24665.3490857699,83,NA,NA,0,TRUE,TRUE,1.33000000000001,0.958858095748698,NA,0,0.926933972683834,NA,"ESG","BO",240,0,12,"ALL","EW_VYP","L2_Lasso","linear",2020-07-06 11:40:28,24665.3490857699,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.64077166792774,36.8333253605446,15.7283696602204,NA,NA,NA
"Nelder-Mead6",1.20154626844362,NA,17995.0431957467,67,NA,NA,0,TRUE,TRUE,0.900000000000006,2.4909932745939,NA,0,2.53857204946991,NA,"LOV","BO",240,0,12,"ALL","EW_VYP","L2_Lasso","linear",2020-07-06 11:40:31,17995.0431957467,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.31103582334826,6.71817845866154,6.12289541870364
"Nelder-Mead7",0.941453457355419,-0.244074068223654,4209.02643949018,49,NA,NA,0,TRUE,TRUE,0.469999999999999,6.12274057829452,12.4725069157128,0.0269144204604137,2.97767549944026,4.94308337354148,"HML","DD",240,0,12,"ALL","EW_VYP","L2_Lasso","linear",2020-07-06 11:40:33,4209.02643949018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Nelder-Mead11",0.838644212858997,NA,3657.29179098936,53,NA,NA,0,TRUE,TRUE,0.52000000000001,2.87825393316479,NA,0,1.47961689510007,NA,"SMB","DD",240,0,12,"ALL","EW_VYP","L2_Lasso","linear",2020-07-06 11:40:35,3657.29179098936,0.870201770972116,15.2477706115736,9.51407776826023,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Nelder-Mead21",1.00345270906109,NA,4220.21756018709,43,NA,NA,0,TRUE,TRUE,0.439999999999998,3.60469228554426,NA,0.900297650189718,2.16869177348192,NA,"HDY","DD",240,0,12,"ALL","EW_VYP","L2_Lasso","linear",2020-07-06 11:40:37,4220.21756018709,NA,NA,NA,0.166088643146213,2.76916373913182,2.23573435105309,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Nelder-Mead31",0.892324022256071,NA,4135.58971437165,47,NA,NA,0,TRUE,TRUE,0.519999999999982,5.19705286359199,NA,0.000356046234267549,2.10491550793202,NA,"QLT","DD",240,0,12,"ALL","EW_VYP","L2_Lasso","linear",2020-07-06 11:40:38,4135.58971437165,NA,NA,NA,NA,NA,NA,0.363638039378566,12.4956979165012,5.62434948997481,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Nelder-Mead41",1.00970221564639,NA,4224.53065015024,43,NA,NA,0,TRUE,TRUE,0.409999999999997,7.92430657698716,NA,0.894777724928511,3.78868434588385,NA,"MOM","DD",240,0,12,"ALL","EW_VYP","L2_Lasso","linear",2020-07-06 11:40:41,4224.53065015024,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.0526121949660592,10.4202118241277,4.43305031663782,NA,NA,NA,NA,NA,NA
"Nelder-Mead51",1.016615909338,NA,4215.77134329179,71,NA,NA,0,TRUE,TRUE,0.730000000000018,3.80146613105139,NA,0,2.1588918420215,NA,"ESG","DD",240,0,12,"ALL","EW_VYP","L2_Lasso","linear",2020-07-06 11:40:43,4215.77134329179,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.83717284500599,7.55027563513626,4.68898425752773,NA,NA,NA
"Nelder-Mead61",0.926921503504258,NA,3606.51037434659,61,NA,NA,0,TRUE,TRUE,0.680000000000007,4.98832402819777,NA,0,3.05447702274542,NA,"LOV","DD",240,0,12,"ALL","EW_VYP","L2_Lasso","linear",2020-07-06 11:40:45,3606.51037434659,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.28747140770548,9.58140841380752,4.7270555688321
"Nelder-Mead8",0.754027401827569,-2.2630342142519,1490.09647721953,99,NA,NA,0,TRUE,TRUE,0.859999999999985,2.62638122009307,45.4878855575607,0,1.5753738514452,17.0161115653577,"HML","FOF",240,0,12,"ALL","EW_VYP","L2_Lasso","linear",2020-07-06 11:40:48,1490.09647721953,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Nelder-Mead12",1.53023751201682,NA,1359.00423476301,67,NA,NA,0,TRUE,TRUE,0.539999999999992,3.09803544919365,NA,0,2.18556141819652,NA,"SMB","FOF",240,0,12,"ALL","EW_VYP","L2_Lasso","linear",2020-07-06 11:40:50,1359.00423476301,-1.14030874166426,9.67672212897252,4.22670188880682,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Nelder-Mead22",1.18013594002953,NA,1576.15467421942,205,NA,NA,0,TRUE,TRUE,1.75999999999999,3.37594251195047,NA,5.69498013969216e-07,2.08881510254481,NA,"HDY","FOF",240,0,12,"ALL","EW_VYP","L2_Lasso","linear",2020-07-06 11:40:55,1576.15467421942,NA,NA,NA,-2.7129072551048,1.95810824600526,1.58537245599929,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Nelder-Mead32",1.39243624797316,NA,2091.35805609116,61,NA,NA,0,TRUE,TRUE,0.550000000000011,8.0083291110172,NA,7.80222027275679e-05,3.30360492307348,NA,"QLT","FOF",240,0,12,"ALL","EW_VYP","L2_Lasso","linear",2020-07-06 11:40:57,2091.35805609116,NA,NA,NA,NA,NA,NA,-0.1077141850006,11.782645714655,7.38527713881758,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Nelder-Mead42",0.597445866283596,NA,1016.72233910687,77,NA,NA,0,FALSE,TRUE,0.659999999999997,23.5670256056925,NA,0,8.79346065463857,NA,"MOM","FOF",240,0,12,"ALL","EW_VYP","L2_Lasso","linear",2020-07-06 11:40:58,1016.72233910687,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.49932879265821,25.8918565466572,9.76534272400392,NA,NA,NA,NA,NA,NA
