"X","Type","max.month","MKT","SE.MKT","SE.MKT.indep","Factor","Coef","SE.Coef","SE.Coef.indep","t.MKT","t.Coef","sig","t.MKT.indep","t.Coef.indep","sig.indep","vintage","weighting","nc_tag","nc_label"
246,"PE",150,0.999963438845607,1.09949815889697,1.16540507048249,"Alpha",7.6108460876541e-05,0.0519950274480644,0.0219920207884014,0.909472590521464,0.00146376422154142,FALSE,0.858039375469348,0.00346073067176622,FALSE,2011,"EW","","100% NAV as Cashflow"
245,"PE",150,1.02863764968497,2.50111672145237,1.68473651389106,"EG",-0.065280479528883,23.07166414653,10.4549534461295,0.411271349658425,-0.00282946557796097,FALSE,0.61056292257193,-0.00624397610809547,FALSE,2011,"EW","","100% NAV as Cashflow"
243,"PE",150,1.02454166076714,2.27360791064234,1.75195288602261,"IA",-0.171424636135998,7.55692336435404,4.00602790819409,0.450623722749841,-0.022684448137268,FALSE,0.584799779115703,-0.0427916729649734,FALSE,2011,"EW","","100% NAV as Cashflow"
242,"PE",150,1.03269629957904,6.96441371195732,5.89090992680227,"ME",1.04312553305263,5.62218547357663,4.67386891874092,0.14828187156745,0.185537374737129,FALSE,0.175303359313051,0.223182453592138,FALSE,2011,"EW","","100% NAV as Cashflow"
241,"PE",150,0.96484375,1.47976037344828,1.25907837233144,"MKT",0.96484375,1.47976037344828,1.25907837233144,0.6520270222885,0.6520270222885,FALSE,0.766309525445501,0.766309525445501,FALSE,2011,"EW","","100% NAV as Cashflow"
244,"PE",150,1.15221398654721,0.848656394376304,0.949463701182296,"ROE",-0.252515698059869,4.02345750573439,1.58000301721858,1.35769198721939,-0.0627608711412942,FALSE,1.21354190277358,-0.159819756866284,FALSE,2011,"EW","","100% NAV as Cashflow"
294,"PE",180,0.998587918173539,0.982178483101642,1.11929330861383,"Alpha",-0.00072070139099492,0.0491547768028298,0.0195860831203878,1.01670718240546,-0.0146618790252228,FALSE,0.892159285228126,-0.0367966063742841,FALSE,2011,"EW","","100% NAV as Cashflow"
293,"PE",180,1.04776066508348,1.66410870600082,1.37156362782797,"EG",-0.170184568772675,8.8770236146165,3.92955751571198,0.62962272915539,-0.0191713547424225,FALSE,0.7639169221356,-0.0433088377233842,FALSE,2011,"EW","","100% NAV as Cashflow"
291,"PE",180,0.984837052815419,2.69990281296499,2.0738914844602,"IA",-0.296764763515966,5.98690163572468,3.21187755684901,0.364767593887532,-0.0495690060690373,FALSE,0.47487395565046,-0.0923960388474787,FALSE,2011,"EW","","100% NAV as Cashflow"
290,"PE",180,0.928083289439243,2.23656777909721,1.38095979782505,"ME",0.846129220139939,3.588709095796,2.565474010156,0.414958714022905,0.235775371464669,FALSE,0.672056703533972,0.329813990237417,FALSE,2011,"EW","","100% NAV as Cashflow"
289,"PE",180,0.8697265625,1.9092706446137,1.24147731228264,"MKT",0.8697265625,1.9092706446137,1.24147731228264,0.455528169855652,0.455528169855652,FALSE,0.700557757999523,0.700557757999523,FALSE,2011,"EW","","100% NAV as Cashflow"
292,"PE",180,1.14245860823512,0.93311368903952,1.47497387890633,"ROE",-0.343062667028789,3.36030871495823,1.28979448528336,1.22435092492436,-0.102092604022263,FALSE,0.77456192585745,-0.265982426613818,FALSE,2011,"EW","","100% NAV as Cashflow"
342,"PE",210,0.995399288394653,0.922771031069585,1.07700175099146,"Alpha",-0.00142063270659356,0.118697685062036,0.0449944705815328,1.07870669416321,-0.0119684954753,FALSE,0.924231819937446,-0.0315734953258153,FALSE,2011,"EW","","100% NAV as Cashflow"
341,"PE",210,1.02279811708286,3.40855543927341,1.30473012538113,"EG",-0.234392424205726,5.51999166166165,2.40067406669548,0.300067913022088,-0.0424624598318991,FALSE,0.783915460512638,-0.0976360879044136,FALSE,2011,"EW","","100% NAV as Cashflow"
339,"PE",210,0.898231380021024,37.4195174821974,21.25392534824,"IA",-0.310296649333031,69.8216761711352,39.1316056565294,0.0240043549585685,-0.00444413062459979,FALSE,0.0422619052859055,-0.00792956598961473,FALSE,2011,"EW","","100% NAV as Cashflow"
338,"PE",210,0.80221134131134,2.14539888271658,1.23838695659489,"ME",0.603016479268262,4.11585822989546,1.8771549513907,0.373921767077436,0.146510507793554,FALSE,0.647787298662388,0.321239585907127,FALSE,2011,"EW","","100% NAV as Cashflow"
337,"PE",210,0.78046875,1.67017745331126,1.04759425365348,"MKT",0.78046875,1.67017745331126,1.04759425365348,0.467296902166089,0.467296902166089,FALSE,0.745010529866997,0.745010529866997,FALSE,2011,"EW","","100% NAV as Cashflow"
340,"PE",210,1.10402928616786,5.07689855054886,3.58146518460288,"ROE",-0.410043165455863,10.4048241645063,4.94606533602558,0.217461364487676,-0.0394089471357558,FALSE,0.30826190658343,-0.0829029011139901,FALSE,2011,"EW","","100% NAV as Cashflow"
390,"PE",240,0.864927280756864,0.974309211520832,0.87565578062063,"Alpha",-0.00119203186856429,0.0710998779814235,0.0275110275677399,0.887733863674315,-0.0167655965440016,FALSE,0.987748039696418,-0.0433292382710595,FALSE,2011,"EW","","100% NAV as Cashflow"
389,"PE",240,1.00762395057191,6.19237997430004,2.20333119799025,"EG",-0.286825119359855,11.6048582030484,4.71835099831761,0.162719980807671,-0.0247159520901781,FALSE,0.45731842379893,-0.0607892713920873,FALSE,2011,"EW","","100% NAV as Cashflow"
387,"PE",240,0.83512352448306,9.30065570970207,5.21727184043481,"IA",-0.321692977561906,17.7640767124822,9.49643484182141,0.0897918975338365,-0.0181091864648312,FALSE,0.160069007332664,-0.0338751313435228,FALSE,2011,"EW","","100% NAV as Cashflow"
386,"PE",240,0.72904694294557,1.82715731473712,0.994118209468833,"ME",0.269639987149276,2.83813095152125,1.16064265831242,0.399006115710656,0.0950061825035761,FALSE,0.733360415292168,0.23231955608226,FALSE,2011,"EW","","100% NAV as Cashflow"
385,"PE",240,0.72421875,1.96487935294618,1.14685551482507,"MKT",0.72421875,1.96487935294618,1.14685551482507,0.368581790487081,0.368581790487081,FALSE,0.631482118399601,0.631482118399601,FALSE,2011,"EW","","100% NAV as Cashflow"
388,"PE",240,1.0653329985209,9.3451320647347,5.16393758597533,"ROE",-0.448781507563035,13.7976117600536,6.40128072761036,0.113998709824669,-0.0325260280813476,FALSE,0.206302454432103,-0.0701080809700043,FALSE,2011,"EW","","100% NAV as Cashflow"
438,"PE",270,0.915195819599333,1.25392834459597,0.893075094213823,"Alpha",-0.00184158872555136,0.141181304736349,0.05353315882899,0.729862933191944,-0.0130441401500748,FALSE,1.0247691661416,-0.0344008977955935,FALSE,2011,"EW","","100% NAV as Cashflow"
437,"PE",270,0.965087689187601,8.20164968508168,2.92323273591642,"EG",-0.278855495938888,17.3803473424551,6.78965747586384,0.117669947662242,-0.0160442993712632,FALSE,0.330143979755704,-0.0410706279263976,FALSE,2011,"EW","","100% NAV as Cashflow"
435,"PE",270,0.794236870101576,7.20173589012778,3.98195803254649,"IA",-0.298099600692171,14.4135796851219,7.53947800218535,0.110284087367092,-0.020681857470832,FALSE,0.199458875158877,-0.0395384933288174,FALSE,2011,"EW","","100% NAV as Cashflow"
434,"PE",270,0.707998522184789,2.16285363783158,1.16799623239272,"ME",0.0631846013478935,2.33898904512489,0.890889113739422,0.327344629243895,0.0270136371436147,FALSE,0.606165073610217,0.0709230816422059,FALSE,2011,"EW","","100% NAV as Cashflow"
433,"PE",270,0.7056640625,1.89693172667993,1.09773092492638,"MKT",0.7056640625,1.89693172667993,1.09773092492638,0.372002878424663,0.372002878424663,FALSE,0.642838829148706,0.642838829148706,FALSE,2011,"EW","","100% NAV as Cashflow"
436,"PE",270,1.01761944994796,6.19532124735171,3.4681117242748,"ROE",-0.432902642316185,9.95461726761958,4.36877298965784,0.16425612318053,-0.043487622947025,FALSE,0.293421761134512,-0.0990902121353048,FALSE,2011,"EW","","100% NAV as Cashflow"
486,"PE",300,0.934039175290553,1.86394469968947,1.09678355988383,"Alpha",-0.00203986523623545,0.197215320178254,0.0681831919819621,0.50110884483116,-0.01034334064104,FALSE,0.851616681225132,-0.0299174206566201,FALSE,2011,"EW","","100% NAV as Cashflow"
485,"PE",300,0.941456172221297,7.29322464975005,2.58601418340316,"EG",-0.260295288402995,16.8027443593888,6.32015212032844,0.129086407924314,-0.0154912366001421,FALSE,0.364056847894915,-0.0411849720461267,FALSE,2011,"EW","","100% NAV as Cashflow"
483,"PE",300,0.781476667508468,7.53604228321068,4.13355991282838,"IA",-0.269739525565546,15.5983064186681,8.13909908352873,0.103698551327067,-0.0172928725930605,FALSE,0.189056572056251,-0.0331412018452292,FALSE,2011,"EW","","100% NAV as Cashflow"
482,"PE",300,0.708167497254908,2.1415379601261,1.16007881766967,"ME",0.0275021848268808,2.29954292220222,0.871701787042978,0.330681739217552,0.0119598484382899,FALSE,0.610447744126087,0.0315499924810007,FALSE,2011,"EW","","100% NAV as Cashflow"
481,"PE",300,0.706640625,1.90040783233945,1.10024084339621,"MKT",0.706640625,1.90040783233945,1.10024084339621,0.371836304279018,0.371836304279018,FALSE,0.642259946302984,0.642259946302984,FALSE,2011,"EW","","100% NAV as Cashflow"
484,"PE",300,0.997942867517486,5.80069480019821,3.22918496900772,"ROE",-0.414761389065825,9.61362889659503,4.15647749229912,0.172038506056789,-0.0431430621596727,FALSE,0.30903862030057,-0.0997867520837706,FALSE,2011,"EW","","100% NAV as Cashflow"
534,"PE",330,0.937741269883675,2.00880488235985,1.15718260504475,"Alpha",-0.00207241032651356,0.208436969502525,0.0719187905166088,0.466815507129822,-0.00994262357325462,FALSE,0.810365853924508,-0.0288159785728733,FALSE,2011,"EW","","100% NAV as Cashflow"
533,"PE",330,0.939817427985691,7.16703078116615,2.54187570992445,"EG",-0.258595379980397,16.5615018045537,6.22680622258058,0.131130653220492,-0.0156142470068321,FALSE,0.369733824638351,-0.0415293764952312,FALSE,2011,"EW","","100% NAV as Cashflow"
531,"PE",330,0.780276013381115,7.66324216880287,4.19879142446489,"IA",-0.265070802727908,15.9405542062483,8.31881208301886,0.101820612763306,-0.0166287068378091,FALSE,0.185833477899073,-0.0318640209783072,FALSE,2011,"EW","","100% NAV as Cashflow"
530,"PE",330,0.708535896800458,2.14095783421321,1.16027596094868,"ME",0.0239069658331574,2.29629020007117,0.870049250750755,0.330943414894876,0.0104111256636537,FALSE,0.610661532814259,0.027477715557514,FALSE,2011,"EW","","100% NAV as Cashflow"
