"X","Type","max.month","MKT","SE.MKT","SE.MKT.indep","Factor","Coef","SE.Coef","SE.Coef.indep","t.MKT","t.Coef","sig","t.MKT.indep","t.Coef.indep","sig.indep","vintage","weighting"
6,"PE",0,1.00578658640661,1.60670643004168,1.81154328290507,"Alpha",0.00399728015089124,0.00368028282177217,0.00432589419428173,0.625992756113211,1.08613395884788,FALSE,0.555209801442716,0.924035580013752,FALSE,2011,"EW"
5,"PE",0,0.980216139027175,1.27474748740849,0.931666024099517,"EG",0.518913266960976,0.884316435013678,0.701115303275032,0.768949261488575,0.586795909716356,FALSE,1.05211107164135,0.740125432346208,FALSE,2011,"EW"
3,"PE",0,1.18428310727904,0.636743338888884,0.484498824061367,"IA",0.9128668159261,1.30697380710248,1.08887142794118,1.85990655095915,0.698458386055875,FALSE,2.44434671141542,0.838360519434451,FALSE,2011,"EW"
2,"PE",0,1.31098984904488,0.888434889435147,0.90784086454223,"ME",0.895512613934852,6.14984162424619,5.09154515757683,1.4756172507795,0.145615557058287,FALSE,1.44407450716149,0.175882288425199,FALSE,2011,"EW"
1,"PE",0,1.28359375,0.795983557256225,0.713749618464607,"MKT",1.28359375,0.795983557256225,0.713749618464607,1.61258827308516,1.61258827308516,FALSE,1.79838099635166,1.79838099635166,FALSE,2011,"EW"
4,"PE",0,1.05099417912479,1.54882326582192,1.2101540661536,"ROE",0.661758869758523,1.52773990950153,1.19244358303884,0.678575924262769,0.433161996778916,FALSE,0.868479649426217,0.554960317763703,FALSE,2011,"EW"
54,"PE",1,1.00586824511489,0.788132777007891,0.809266979293589,"Alpha",0.00395831707599007,0.000981940772552354,0.00115492397798641,1.27626749509597,4.03111591516995,FALSE,1.24293746174212,3.42733993876491,FALSE,2011,"EW"
53,"PE",1,0.986694627150428,1.26129813094709,0.920232629026546,"EG",0.524674497789237,0.872651682935168,0.691168484507934,0.782285014891391,0.601241604238351,FALSE,1.07222304016126,0.759112299749562,FALSE,2011,"EW"
51,"PE",1,1.19670795286511,0.651778749577715,0.492350741822206,"IA",0.873574325152731,1.33071354204349,1.10384704198051,1.83606469778349,0.656470605845973,FALSE,2.43060048703503,0.791390737964359,FALSE,2011,"EW"
50,"PE",1,1.30982959291964,0.903480534493322,0.900036564470208,"ME",0.818709573286788,5.83186321125331,4.82208243751772,1.44975961618719,0.140385592670793,FALSE,1.45530708931881,0.169783404555032,FALSE,2011,"EW"
49,"PE",1,1.2810546875,0.795357804818235,0.713554690311522,"MKT",1.2810546875,0.795357804818235,0.713554690311522,1.61066463387854,1.61066463387854,FALSE,1.79531394705109,1.79531394705109,FALSE,2011,"EW"
52,"PE",1,1.06465042202053,3.03266627173184,2.37567472620882,"ROE",0.628443601589788,2.87912035529605,2.25800499070846,0.351060857551117,0.218276252478916,FALSE,0.448146545600346,0.27831807466139,FALSE,2011,"EW"
102,"PE",30,0.581685560823369,0.0207010879732791,0.0215315883823835,"Alpha",0.00572673906505091,0.000534060315028849,0.000291199985046751,28.0992748581237,10.7230192993118,TRUE,27.0154505321719,19.6660005464338,TRUE,2011,"EW"
101,"PE",30,1.00197232399412,2.22414744061439,1.68574358255031,"EG",0.392915721008126,1.59377938691975,1.28947891206916,0.450497258274091,0.246530808613043,FALSE,0.59438003167615,0.304708915617421,FALSE,2011,"EW"
99,"PE",30,1.17662538347868,49.7987041436472,37.0557836356684,"IA",0.559326526523364,108.162894449931,80.7283554095301,0.023627630552085,0.00517114976783723,FALSE,0.0317528134082181,0.00692850143776538,FALSE,2011,"EW"
98,"PE",30,1.32899165034164,0.883073291170638,1.03922273279949,"ME",0.924620566600015,10.6180584700415,8.49939515689412,1.50496189119238,0.0870800032989836,FALSE,1.27883235075272,0.108786631228697,FALSE,2011,"EW"
97,"PE",30,1.246484375,0.786965283641705,0.711046569002204,"MKT",1.246484375,0.786965283641705,0.711046569002204,1.58391278612934,1.58391278612934,FALSE,1.75302776124659,1.75302776124659,FALSE,2011,"EW"
100,"PE",30,1.05601007278019,2.73076683716595,2.18364803089097,"ROE",0.494274929857056,2.2608542820346,1.79451355107761,0.38670825293753,0.21862308145408,FALSE,0.483599031456236,0.275436721868298,FALSE,2011,"EW"
150,"PE",60,1.00473276061774,3.43731643727962,1.77892038621086,"Alpha",0.00292626205326553,0.0236959127162766,0.0153257658547818,0.292301502916883,0.123492270093293,FALSE,0.564799171680664,0.190937410958324,FALSE,2011,"EW"
149,"PE",60,1.0333471746435,8.04599585352996,6.00791550936043,"EG",0.295911651218921,6.82583593064713,4.91209554664572,0.12842999094887,0.0433517087468094,FALSE,0.171997620977447,0.0602414282069468,FALSE,2011,"EW"
147,"PE",60,1.18457168577952,23.851970735015,17.4260309109605,"IA",0.385499636525492,50.7262632912302,36.7695733042386,0.0496634722111475,0.00759960642699536,FALSE,0.0679771367233405,0.0104842020693521,FALSE,2011,"EW"
146,"PE",60,1.32506251489106,0.896619879452182,1.09065737589013,"ME",0.990953595862334,11.7864959520794,9.39094937394453,1.47784199888658,0.0840753350182509,FALSE,1.21492096801676,0.105522195510048,FALSE,2011,"EW"
145,"PE",60,1.26796875,0.79215216042365,0.712572499213508,"MKT",1.26796875,0.79215216042365,0.712572499213508,1.60066312174403,1.60066312174403,FALSE,1.77942420090518,1.77942420090518,FALSE,2011,"EW"
148,"PE",60,1.12840129032586,1.89572020672403,1.67993277515363,"ROE",0.270615486010843,1.92934210735575,1.43846415825908,0.595236199056946,0.140263090189709,FALSE,0.671694312424298,0.188128070106633,FALSE,2011,"EW"
198,"PE",120,0.770646230621536,17.2191438824973,7.82371884474997,"Alpha",0.0027218732522181,0.169156632439067,0.0807994095535056,0.044755200135407,0.0160908455847781,FALSE,0.0985012685033628,0.0336867963176843,FALSE,2011,"EW"
197,"PE",120,1.05257239722268,2.32028320759573,1.99887251757913,"EG",0.0669724440478603,1.83813339921283,1.24299119629789,0.453639621998278,0.03643502918588,FALSE,0.526583055180262,0.0538800630666816,FALSE,2011,"EW"
195,"PE",120,1.1043037428346,1.50152938749419,1.50189602014119,"IA",0.0351111624913756,19.9146060736094,13.8008048817427,0.735452633849215,0.00176308596622981,FALSE,0.735273100151625,0.00254413875076407,FALSE,2011,"EW"
194,"PE",120,1.13770375362592,5.71167457542558,5.22584007933977,"ME",1.00076049158406,14.8354890328549,12.6834789027644,0.19918917623929,0.0674571960093638,FALSE,0.21770734204512,0.0789026811378968,FALSE,2011,"EW"
193,"PE",120,1.115625,0.523313350458182,0.874795024015994,"MKT",1.115625,0.523313350458182,0.874795024015994,2.13184891809702,2.13184891809702,TRUE,1.27529874927547,1.27529874927547,FALSE,2011,"EW"
196,"PE",120,1.17686364173933,1.11283515938189,0.917456308166082,"ROE",-0.0889965152207879,3.21581083099646,1.65276622000737,1.05753635820871,-0.0276746736353305,FALSE,1.2827462531614,-0.0538470076066723,FALSE,2011,"EW"
246,"PE",150,0.999963438845607,1.09949815889697,1.16540507048249,"Alpha",7.6108460876541e-05,0.0519950274480644,0.0219920207884014,0.909472590521464,0.00146376422154142,FALSE,0.858039375469348,0.00346073067176622,FALSE,2011,"EW"
245,"PE",150,1.02863764968497,2.50111672145237,1.68473651389106,"EG",-0.065280479528883,23.07166414653,10.4549534461295,0.411271349658425,-0.00282946557796097,FALSE,0.61056292257193,-0.00624397610809547,FALSE,2011,"EW"
243,"PE",150,1.02454166076714,2.27360791064234,1.75195288602261,"IA",-0.171424636135998,7.55692336435404,4.00602790819409,0.450623722749841,-0.022684448137268,FALSE,0.584799779115703,-0.0427916729649734,FALSE,2011,"EW"
242,"PE",150,1.03269629957904,6.96441371195732,5.89090992680227,"ME",1.04312553305263,5.62218547357663,4.67386891874092,0.14828187156745,0.185537374737129,FALSE,0.175303359313051,0.223182453592138,FALSE,2011,"EW"
241,"PE",150,0.96484375,1.47976037344828,1.25907837233144,"MKT",0.96484375,1.47976037344828,1.25907837233144,0.6520270222885,0.6520270222885,FALSE,0.766309525445501,0.766309525445501,FALSE,2011,"EW"
244,"PE",150,1.15221398654721,0.848656394376304,0.949463701182296,"ROE",-0.252515698059869,4.02345750573439,1.58000301721858,1.35769198721939,-0.0627608711412942,FALSE,1.21354190277358,-0.159819756866284,FALSE,2011,"EW"
294,"PE",180,0.998587918173539,0.982178483101642,1.11929330861383,"Alpha",-0.00072070139099492,0.0491547768028298,0.0195860831203878,1.01670718240546,-0.0146618790252228,FALSE,0.892159285228126,-0.0367966063742841,FALSE,2011,"EW"
293,"PE",180,1.04776066508348,1.66410870600082,1.37156362782797,"EG",-0.170184568772675,8.8770236146165,3.92955751571198,0.62962272915539,-0.0191713547424225,FALSE,0.7639169221356,-0.0433088377233842,FALSE,2011,"EW"
291,"PE",180,0.984837052815419,2.69990281296499,2.0738914844602,"IA",-0.296764763515966,5.98690163572468,3.21187755684901,0.364767593887532,-0.0495690060690373,FALSE,0.47487395565046,-0.0923960388474787,FALSE,2011,"EW"
290,"PE",180,0.928083289439243,2.23656777909721,1.38095979782505,"ME",0.846129220139939,3.588709095796,2.565474010156,0.414958714022905,0.235775371464669,FALSE,0.672056703533972,0.329813990237417,FALSE,2011,"EW"
289,"PE",180,0.8697265625,1.9092706446137,1.24147731228264,"MKT",0.8697265625,1.9092706446137,1.24147731228264,0.455528169855652,0.455528169855652,FALSE,0.700557757999523,0.700557757999523,FALSE,2011,"EW"
292,"PE",180,1.14245860823512,0.93311368903952,1.47497387890633,"ROE",-0.343062667028789,3.36030871495823,1.28979448528336,1.22435092492436,-0.102092604022263,FALSE,0.77456192585745,-0.265982426613818,FALSE,2011,"EW"
342,"PE",210,0.995399288394653,0.922771031069585,1.07700175099146,"Alpha",-0.00142063270659356,0.118697685062036,0.0449944705815328,1.07870669416321,-0.0119684954753,FALSE,0.924231819937446,-0.0315734953258153,FALSE,2011,"EW"
341,"PE",210,1.02279811708286,3.40855543927341,1.30473012538113,"EG",-0.234392424205726,5.51999166166165,2.40067406669548,0.300067913022088,-0.0424624598318991,FALSE,0.783915460512638,-0.0976360879044136,FALSE,2011,"EW"
339,"PE",210,0.898231380021024,37.4195174821974,21.25392534824,"IA",-0.310296649333031,69.8216761711352,39.1316056565294,0.0240043549585685,-0.00444413062459979,FALSE,0.0422619052859055,-0.00792956598961473,FALSE,2011,"EW"
