"","MKT","value","fevals","gevals","niter","convcode","kkt1","kkt2","xtimes","SE.MKT","Wald.p.value.MKT_1","Factor","Type","max.quarter","lambda","CV.key","weighting","error.fun","sdf.model","datetime","validation.error","ME","SE.ME","IA","SE.IA","ROE","SE.ROE","EG","SE.EG"
"Nelder-Mead",2.525,152.689549581396,28,NA,NA,0,TRUE,TRUE,36.484,0.526822124812017,0.421741413849106,"MKT","PE",60,0,"ALL","EW","L2_Lasso","exp.aff",2020-04-09 12:31:40,152.689549581396,NA,NA,NA,NA,NA,NA,NA,NA
"Nelder-Mead1",1.58839488118538,146.748548466392,61,NA,NA,0,TRUE,TRUE,81.735,0.518034780177365,0.852388743460913,"ME","PE",60,0,"ALL","EW","L2_Lasso","exp.aff",2020-04-09 12:35:30,146.748548466392,1.22986697528395,0.507072423594211,NA,NA,NA,NA,NA,NA
"Nelder-Mead2",2.14589803072123,147.581918883111,63,NA,NA,0,TRUE,TRUE,68.47,0.453207366973282,0.0694804082211634,"IA","PE",60,0,"ALL","EW","L2_Lasso","exp.aff",2020-04-09 12:38:30,147.581918883111,NA,NA,2.44712823798072,0.946165124584503,NA,NA,NA,NA
"Nelder-Mead3",1.93687505939444,139.148263575286,85,NA,NA,0,TRUE,TRUE,86.234,0.665136743371573,0.582076836310877,"ROE","PE",60,0,"ALL","EW","L2_Lasso","exp.aff",2020-04-09 12:41:56,139.148263575286,NA,NA,NA,NA,1.80842946308725,0.673302012738722,NA,NA
"Nelder-Mead4",1.9891595921209,144.720174495068,71,NA,NA,0,TRUE,TRUE,73.681,0.553553559545723,0.051984988918689,"EG","PE",60,0,"ALL","EW","L2_Lasso","exp.aff",2020-04-09 12:45:06,144.720174495068,NA,NA,NA,NA,NA,NA,2.47996215529822,1.03555973557988
"Nelder-Mead5",2.3296875,169.37447101965,28,NA,NA,0,TRUE,TRUE,11.449,0.554694026552276,0.460775965484512,"MKT","VC",60,0,"ALL","EW","L2_Lasso","exp.aff",2020-04-09 12:30:26,169.37447101965,NA,NA,NA,NA,NA,NA,NA,NA
"Nelder-Mead11",3.48020536018555,142.147144161945,65,NA,NA,0,TRUE,TRUE,27.045,0.733637999719884,0.0191084887452297,"ME","VC",60,0,"ALL","EW","L2_Lasso","exp.aff",2020-04-09 12:31:38,142.147144161945,-2.17705792571569,0.582819407507396,NA,NA,NA,NA,NA,NA
"Nelder-Mead21",2.19641112436858,163.972852260451,63,NA,NA,0,TRUE,TRUE,26.495,0.554116074374023,0.00918898752796793,"IA","VC",60,0,"ALL","EW","L2_Lasso","exp.aff",2020-04-09 12:33:46,163.972852260451,NA,NA,-2.8190318275032,1.02704310530002,NA,NA,NA,NA
"Nelder-Mead31",2.77378416275378,158.550935829193,55,NA,NA,0,TRUE,TRUE,20.594,0.460079763992793,0.278382456328568,"ROE","VC",60,0,"ALL","EW","L2_Lasso","exp.aff",2020-04-09 12:35:43,158.550935829193,NA,NA,NA,NA,-1.91543163752031,0.655929564315944,NA,NA
"Nelder-Mead41",2.39810067340732,168.541752482959,61,NA,NA,0,TRUE,TRUE,20.461,0.546324026422432,0.501001368447757,"EG","VC",60,0,"ALL","EW","L2_Lasso","exp.aff",2020-04-09 12:36:36,168.541752482959,NA,NA,NA,NA,NA,NA,-0.88999945819378,0.991518976454862
