"","MKT","value","fevals","gevals","niter","convcode","kkt1","kkt2","xtimes","SE.MKT","Wald.p.value.MKT_1","Factor","Type","max.quarter","lambda","CV.key","weighting","error.fun","sdf.model","datetime","validation.error","ME","SE.ME","IA","SE.IA","ROE","SE.ROE","EG","SE.EG"
"Nelder-Mead",2.646875,151.442481948407,28,NA,NA,0,TRUE,TRUE,30.788,0.546513199546303,0.368099536052084,"MKT","PE",60,0,"1994","EW","L2_Lasso","exp.aff",2020-04-09 10:18:57,1316.61985332901,NA,NA,NA,NA,NA,NA,NA,NA
"Nelder-Mead1",1.13326829976029,145.809700000471,79,NA,NA,0,TRUE,TRUE,89.815,0.883577042841213,0.351972146645559,"ME","PE",60,0,"1994","EW","L2_Lasso","exp.aff",2020-04-09 10:22:14,1641.27238016352,1.7546814130831,0.876902136954663,NA,NA,NA,NA,NA,NA
"Nelder-Mead2",2.16251908406116,147.309674333833,71,NA,NA,0,TRUE,TRUE,58.152,0.49301120950689,0.00497504894926026,"IA","PE",60,0,"1994","EW","L2_Lasso","exp.aff",2020-04-09 10:24:36,1283.5597523578,NA,NA,2.65288825268318,1.25932700320624,NA,NA,NA,NA
"Nelder-Mead3",2.0392421507323,134.097543219383,73,NA,NA,0,TRUE,TRUE,60.621,0.837109985394484,0.339822271534066,"ROE","PE",60,0,"1994","EW","L2_Lasso","exp.aff",2020-04-09 10:27:03,2019.54805142486,NA,NA,NA,NA,2.24534343380666,0.687786229610081,NA,NA
"Nelder-Mead4",2.10338364404925,144.64418316683,75,NA,NA,0,TRUE,TRUE,61.493,0.610747093040655,0.00582038177295896,"EG","PE",60,0,"1994","EW","L2_Lasso","exp.aff",2020-04-09 10:29:31,1368.22344411668,NA,NA,NA,NA,NA,NA,2.55628595181166,1.34725660106422
"Nelder-Mead5",2.1515625,104.593309165203,24,NA,NA,0,TRUE,TRUE,7.469,0.705142017659083,0.416782964367971,"MKT","VC",60,0,"1994","EW","L2_Lasso","exp.aff",2020-04-09 10:17:57,3134.13584748918,NA,NA,NA,NA,NA,NA,NA,NA
"Nelder-Mead11",1.46243285706056,103.934155528184,57,NA,NA,0,TRUE,TRUE,18.407,0.726776042295857,0.875427430211045,"ME","VC",60,0,"1994","EW","L2_Lasso","exp.aff",2020-04-09 10:18:44,4115.7838954379,0.766498257659794,0.678455941818447,NA,NA,NA,NA,NA,NA
"Nelder-Mead21",2.04289811468193,104.11730670234,61,NA,NA,0,TRUE,TRUE,19.825,0.674510581331746,0.220284915712256,"IA","VC",60,0,"1994","EW","L2_Lasso","exp.aff",2020-04-09 10:19:33,3432.44733019518,NA,NA,1.06093944886967,1.50215621080881,NA,NA,NA,NA
"Nelder-Mead31",1.43967857293974,99.5465058766284,53,NA,NA,0,TRUE,TRUE,17.276,0.707630368767233,0.389416463104415,"ROE","VC",60,0,"1994","EW","L2_Lasso","exp.aff",2020-04-09 10:20:20,4638.15304302364,NA,NA,NA,NA,1.88231437546419,0.681276184586116,NA,NA
"Nelder-Mead41",1.27608770895684,97.4774983430799,63,NA,NA,0,TRUE,TRUE,20.797,0.682615974699145,0.00041071841176199,"EG","VC",60,0,"1994","EW","L2_Lasso","exp.aff",2020-04-09 10:21:10,4211.21130014996,NA,NA,NA,NA,NA,NA,3.0814180848726,1.28665744199754
