"","MKT","value","fevals","gevals","niter","convcode","kkt1","kkt2","xtimes","SE.MKT","Wald.p.value.MKT_1","Factor","Type","max.quarter","lambda","CV.key","weighting","error.fun","sdf.model","datetime","validation.error","ME","SE.ME","IA","SE.IA","ROE","SE.ROE","EG","SE.EG"
"Nelder-Mead",2.775,173.297858492995,26,NA,NA,0,TRUE,TRUE,16.714,0.619110696134985,0.27180231405919,"MKT","PE",40,0,"2006","EW","L2_Lasso","exp.aff",2020-04-09 11:25:52,339.784039023752,NA,NA,NA,NA,NA,NA,NA,NA
"Nelder-Mead1",2.1953810545294,156.357628637158,63,NA,NA,0,TRUE,TRUE,40.798,0.627669621686796,0.514942343995166,"ME","PE",40,0,"2006","EW","L2_Lasso","exp.aff",2020-04-09 11:27:35,413.865495867805,1.7178229000126,0.619689718961682,NA,NA,NA,NA,NA,NA
"Nelder-Mead2",2.65972687920972,161.332636698838,65,NA,NA,0,TRUE,TRUE,41.224,0.643488722866054,0.013688843682953,"IA","PE",40,0,"2006","EW","L2_Lasso","exp.aff",2020-04-09 11:29:05,374.035298114205,NA,NA,3.02990317549228,0.875184247578142,NA,NA,NA,NA
"Nelder-Mead3",1.50442092606304,146.671731846539,57,NA,NA,0,TRUE,TRUE,25.353,0.600926869905079,0.451020668590502,"ROE","PE",40,0,"2006","EW","L2_Lasso","exp.aff",2020-04-09 11:30:13,336.687989444339,NA,NA,NA,NA,2.19141425981284,0.639231504907592,NA,NA
"Nelder-Mead4",1.96946477275579,157.919254796893,69,NA,NA,0,TRUE,TRUE,30.361,0.578134858920256,0.00811972082781787,"EG","PE",40,0,"2006","EW","L2_Lasso","exp.aff",2020-04-09 11:31:27,314.177935123,NA,NA,NA,NA,NA,NA,2.73854307136159,1.17339218150595
"Nelder-Mead5",2.90546875,203.612117649667,30,NA,NA,0,TRUE,TRUE,7.447,0.74275680420488,0.156980590399074,"MKT","VC",40,0,"2006","EW","L2_Lasso","exp.aff",2020-04-09 11:25:27,295.142026332569,NA,NA,NA,NA,NA,NA,NA,NA
"Nelder-Mead11",3.43785243023833,172.610481904513,69,NA,NA,0,TRUE,TRUE,17.477,0.820656196643366,0.0396174393810013,"ME","VC",40,0,"2006","EW","L2_Lasso","exp.aff",2020-04-09 11:26:07,343.212032882866,-2.02857839120408,0.501963592813606,NA,NA,NA,NA,NA,NA
"Nelder-Mead21",2.63610665290253,199.716056196814,53,NA,NA,0,TRUE,TRUE,13.358,0.799360403557072,0.0395128993467924,"IA","VC",40,0,"2006","EW","L2_Lasso","exp.aff",2020-04-09 11:27:14,313.319111862486,NA,NA,-2.09357856391871,1.13736906030881,NA,NA,NA,NA
"Nelder-Mead31",3.32470236566568,194.019830710477,77,NA,NA,0,TRUE,TRUE,19.788,0.720092701919981,0.0958159147795988,"ROE","VC",40,0,"2006","EW","L2_Lasso","exp.aff",2020-04-09 11:27:57,313.03052122549,NA,NA,NA,NA,-1.65120153990449,0.751616878207412,NA,NA
"Nelder-Mead41",2.90543935190435,203.611823501576,53,NA,NA,0,TRUE,TRUE,13.526,0.764784868418746,0.348767779364262,"EG","VC",40,0,"2006","EW","L2_Lasso","exp.aff",2020-04-09 11:28:34,295.27328917114,NA,NA,NA,NA,NA,NA,-0.015792799945484,1.53981901570558
