"","MKT","value","fevals","gevals","niter","convcode","kkt1","kkt2","xtimes","SE.MKT","Wald.p.value.MKT_1","Factor","Type","max.quarter","lambda","CV.key","weighting","error.fun","sdf.model","datetime","validation.error","ME","SE.ME","IA","SE.IA","ROE","SE.ROE","EG","SE.EG"
"Nelder-Mead",2.834375,143.485086626019,30,NA,NA,0,TRUE,TRUE,31.126,0.505456738571132,0.353824153850512,"MKT","PE",40,0,"1997","EW","L2_Lasso","exp.aff",2020-04-09 10:30:49,962.514855431991,NA,NA,NA,NA,NA,NA,NA,NA
"Nelder-Mead1",1.5941630009171,139.348752472829,57,NA,NA,0,TRUE,TRUE,59.779,0.560901713875284,0.756860717456113,"ME","PE",40,0,"1997","EW","L2_Lasso","exp.aff",2020-04-09 10:33:36,674.737510418232,1.5380836523597,0.600313368774021,NA,NA,NA,NA,NA,NA
"Nelder-Mead2",2.3040956411619,137.874435464725,71,NA,NA,0,TRUE,TRUE,58.14,0.422498686672025,0.00197964762166825,"IA","PE",40,0,"1997","EW","L2_Lasso","exp.aff",2020-04-09 10:35:58,852.219553681779,NA,NA,2.94827037351987,1.23982741961441,NA,NA,NA,NA
"Nelder-Mead3",2.10784153693769,126.223388988948,67,NA,NA,0,TRUE,TRUE,53.961,0.0149946430252075,0.998005617808388,"ROE","PE",40,0,"1997","EW","L2_Lasso","exp.aff",2020-04-09 10:38:14,709.882856423003,NA,NA,NA,NA,2.54210220581626,0.0277753784169876,NA,NA
"Nelder-Mead4",2.21651852790537,135.72516569196,73,NA,NA,0,TRUE,TRUE,59.118,0.610531681725319,0.00317902881239795,"EG","PE",40,0,"1997","EW","L2_Lasso","exp.aff",2020-04-09 10:40:36,746.911927143054,NA,NA,NA,NA,NA,NA,2.72977135306249,1.3725245613767
"Nelder-Mead5",2.65390625,129.175957594397,28,NA,NA,0,TRUE,TRUE,7.141,0.631864776550778,0.296002124329363,"MKT","VC",40,0,"1997","EW","L2_Lasso","exp.aff",2020-04-09 10:29:48,1040.95073423523,NA,NA,NA,NA,NA,NA,NA,NA
"Nelder-Mead11",1.94885260073307,127.300319739971,61,NA,NA,0,TRUE,TRUE,15.782,0.841996798207982,0.764625669598494,"ME","VC",40,0,"1997","EW","L2_Lasso","exp.aff",2020-04-09 10:30:27,1377.89996646515,1.16391310955087,0.943625516505875,NA,NA,NA,NA,NA,NA
"Nelder-Mead21",2.5599075421015,128.174223790456,137,NA,NA,0,TRUE,TRUE,36.025,0.606952765818697,0.0180034638515024,"IA","VC",40,0,"1997","EW","L2_Lasso","exp.aff",2020-04-09 10:31:33,1056.15109717443,NA,NA,1.42673283598781,2.04731722696339,NA,NA,NA,NA
"Nelder-Mead31",1.73235584348566,120.591019100457,69,NA,NA,0,TRUE,TRUE,18.009,0.688984980877404,0.108777402015365,"ROE","VC",40,0,"1997","EW","L2_Lasso","exp.aff",2020-04-09 10:32:17,1293.41060924506,NA,NA,NA,NA,2.49936208608603,0.912085107524792,NA,NA
"Nelder-Mead41",1.68846365775175,114.304858989731,75,NA,NA,0,TRUE,TRUE,20.09,0.659585222367151,4.3293449604298e-05,"EG","VC",40,0,"1997","EW","L2_Lasso","exp.aff",2020-04-09 10:33:03,1059.84026932427,NA,NA,NA,NA,NA,NA,4.13078490405078,1.13509655846755
"Nelder-Mead6",1.925,174.770117126411,26,NA,NA,0,TRUE,TRUE,3.574,1.36378848113661,0.20712719550758,"MKT","PD",40,0,"1997","EW","L2_Lasso","exp.aff",2020-04-09 10:29:40,2990.65983194031,NA,NA,NA,NA,NA,NA,NA,NA
"Nelder-Mead12",0.585232537748583,167.593078478323,61,NA,NA,0,TRUE,TRUE,8.75,0.00217584724744062,0.999994637107417,"ME","PD",40,0,"1997","EW","L2_Lasso","exp.aff",2020-04-09 10:30:01,2112.06633020574,1.66670373254914,0.00198077050125184,NA,NA,NA,NA,NA,NA
"Nelder-Mead22",1.52120082453624,169.403531834283,69,NA,NA,0,TRUE,TRUE,9.504,1.18062681250073,0,"IA","PD",40,0,"1997","EW","L2_Lasso","exp.aff",2020-04-09 10:30:23,2698.22971774952,NA,NA,2.4290597397635,3.93331165798917,NA,NA,NA,NA
"Nelder-Mead32",1.62247895234718,152.581739475337,67,NA,NA,0,TRUE,TRUE,9.583,5.25629105666339,5.01311547829175e-09,"ROE","PD",40,0,"1997","EW","L2_Lasso","exp.aff",2020-04-09 10:30:45,1896.1439253078,NA,NA,NA,NA,2.05724679405499,4.27754045896275,NA,NA
"Nelder-Mead42",1.53722157524963,159.023021331537,73,NA,NA,0,TRUE,TRUE,10.667,2.95087988278707,0,"EG","PD",40,0,"1997","EW","L2_Lasso","exp.aff",2020-04-09 10:31:10,2266.4552781971,NA,NA,NA,NA,NA,NA,2.76665720507095,12.2603630405103
"Nelder-Mead7",1.203125,153.643253541446,14,NA,NA,0,TRUE,TRUE,3.538,0.893890141889733,0.855919067688694,"MKT","RE",40,0,"1997","EW","L2_Lasso","exp.aff",2020-04-09 10:31:23,1821.13648035177,NA,NA,NA,NA,NA,NA,NA,NA
"Nelder-Mead13",0.0787501125742882,150.793794594152,59,NA,NA,0,TRUE,TRUE,16.343,2.06784710760883,1.15255839721051e-05,"ME","RE",40,0,"1997","EW","L2_Lasso","exp.aff",2020-04-09 10:32:05,1141.63997821066,1.35146363918129,2.17640616902964,NA,NA,NA,NA,NA,NA
"Nelder-Mead23",0.967666324437732,152.538573600466,55,NA,NA,0,TRUE,TRUE,15.303,0.85465759549734,0.00905060276064951,"IA","RE",40,0,"1997","EW","L2_Lasso","exp.aff",2020-04-09 10:32:46,1658.24412572133,NA,NA,1.32829856200519,2.30340859507059,NA,NA,NA,NA
"Nelder-Mead33",0.639879581236668,124.433413124549,67,NA,NA,0,TRUE,TRUE,18.545,1.42264800263216,1.66533453693773e-15,"ROE","RE",40,0,"1997","EW","L2_Lasso","exp.aff",2020-04-09 10:33:30,5601.38641405391,NA,NA,NA,NA,4.6462199400941,1.76065679498561,NA,NA
"Nelder-Mead43",0.743587113891755,145.574683125919,57,NA,NA,0,TRUE,TRUE,12.231,0.931047038896913,0,"EG","RE",40,0,"1997","EW","L2_Lasso","exp.aff",2020-04-09 10:34:01,1276.53423359462,NA,NA,NA,NA,NA,NA,3.5455939515073,3.69042910062644
"Nelder-Mead8",1.84453125,590.960754481476,24,NA,NA,0,TRUE,TRUE,0.935000000000002,1.50758104603241,0.202947327048385,"MKT","NATRES",40,0,"1997","EW","L2_Lasso","exp.aff",2020-04-09 10:33:05,7053.04391655308,NA,NA,NA,NA,NA,NA,NA,NA
"Nelder-Mead14",1.39875134097929,587.82368813913,57,NA,NA,0,TRUE,TRUE,2.22899999999998,2.79532891048581,0.438440456741132,"ME","NATRES",40,0,"1997","EW","L2_Lasso","exp.aff",2020-04-09 10:33:10,6021.31664766214,0.669696025894154,3.1805462119325,NA,NA,NA,NA,NA,NA
"Nelder-Mead24",1.7972867378965,590.433459999367,51,NA,NA,0,TRUE,TRUE,1.99700000000001,1.56883847767965,0.185140311694693,"IA","NATRES",40,0,"1997","EW","L2_Lasso","exp.aff",2020-04-09 10:33:16,6409.77591788367,NA,NA,0.403218859247863,4.34503202789926,NA,NA,NA,NA
"Nelder-Mead34",0.835346158088357,512.548249096684,61,NA,NA,0,TRUE,TRUE,2.34,1.91018961034526,0,"ROE","NATRES",40,0,"1997","EW","L2_Lasso","exp.aff",2020-04-09 10:33:21,10403.7155680403,NA,NA,NA,NA,4.3622860113064,2.09243432857488,NA,NA
"Nelder-Mead44",1.48086711557948,573.112742160091,61,NA,NA,0,TRUE,TRUE,2.37099999999998,1.54444318844423,2.50910403565285e-14,"EG","NATRES",40,0,"1997","EW","L2_Lasso","exp.aff",2020-04-09 10:33:27,5257.65043607268,NA,NA,NA,NA,NA,NA,1.98133189990532,3.94013782975444
