"","MKT","value","fevals","gevals","niter","convcode","kkt1","kkt2","xtimes","SE.MKT","Wald.p.value.MKT_1","Factor","Type","max.quarter","lambda","CV.key","weighting","error.fun","sdf.model","datetime","validation.error","ME","SE.ME","IA","SE.IA","ROE","SE.ROE","EG","SE.EG"
"Nelder-Mead",2.721875,151.480414205655,28,NA,NA,0,TRUE,TRUE,22.715,0.61498686532712,0.289631428702444,"MKT","PE",60,0,"2000","EW","L2_Lasso","exp.aff",2020-04-09 11:02:39,1107.81431172666,NA,NA,NA,NA,NA,NA,NA,NA
"Nelder-Mead1",1.86001797169447,147.816738280498,57,NA,NA,0,TRUE,TRUE,52.637,0.650509053824983,0.85909732499887,"ME","PE",60,0,"2000","EW","L2_Lasso","exp.aff",2020-04-09 11:05:02,1038.89926391993,1.16129317209125,0.626131135349165,NA,NA,NA,NA,NA,NA
"Nelder-Mead2",2.24993633070727,143.59597376144,79,NA,NA,0,TRUE,TRUE,54.802,0.453462012415388,0.00328396355066307,"IA","PE",60,0,"2000","EW","L2_Lasso","exp.aff",2020-04-09 11:07:08,1150.2267646252,NA,NA,2.94844493158189,1.14732007688176,NA,NA,NA,NA
"Nelder-Mead3",2.10510356139505,140.543191771034,73,NA,NA,0,TRUE,TRUE,49.42,0.895556295618444,0.680888290615276,"ROE","PE",60,0,"2000","EW","L2_Lasso","exp.aff",2020-04-09 11:09:07,957.647199729482,NA,NA,NA,NA,1.60992322405756,0.755694314754847,NA,NA
"Nelder-Mead4",2.18974937059849,144.068544506531,71,NA,NA,0,TRUE,TRUE,47.314,0.628094015431789,0.0304506491243696,"EG","PE",60,0,"2000","EW","L2_Lasso","exp.aff",2020-04-09 11:11:02,1066.46643974355,NA,NA,NA,NA,NA,NA,2.23116366013259,1.27951090735718
"Nelder-Mead5",3.7625,175.46795468692,32,NA,NA,0,TRUE,TRUE,6.659,0.536058342101779,0.138643572113503,"MKT","VC",60,0,"2000","EW","L2_Lasso","exp.aff",2020-04-09 11:01:55,232.667581113879,NA,NA,NA,NA,NA,NA,NA,NA
"Nelder-Mead11",3.95841022561301,163.470188507608,65,NA,NA,0,TRUE,TRUE,12.886,0.895383528901183,0.000218180065836737,"ME","VC",60,0,"2000","EW","L2_Lasso","exp.aff",2020-04-09 11:02:25,200.850693967447,-1.51403670606949,1.17894458347417,NA,NA,NA,NA,NA,NA
"Nelder-Mead21",3.6198604749352,173.010693533354,67,NA,NA,0,TRUE,TRUE,14.828,0.600986502993263,0.00101304712321404,"IA","VC",60,0,"2000","EW","L2_Lasso","exp.aff",2020-04-09 11:03:00,222.36586556323,NA,NA,-1.52968558046705,1.98628273674438,NA,NA,NA,NA
"Nelder-Mead31",3.90262031610362,168.704069855534,71,NA,NA,0,TRUE,TRUE,16.242,0.600038186323045,0.0593829111177795,"ROE","VC",60,0,"2000","EW","L2_Lasso","exp.aff",2020-04-09 11:03:36,222.506581469482,NA,NA,NA,NA,-1.36037509632644,1.06545038768068,NA,NA
"Nelder-Mead41",3.77696484002137,175.353083868846,71,NA,NA,0,TRUE,TRUE,15.802,0.600865568501834,0.162427176770985,"EG","VC",60,0,"2000","EW","L2_Lasso","exp.aff",2020-04-09 11:04:13,231.472099441391,NA,NA,NA,NA,NA,NA,-0.264484369236868,1.64243815912891
"Nelder-Mead6",1.78515625,184.520642562943,24,NA,NA,0,TRUE,TRUE,3.109,2.43495786307969,0.0558989796019728,"MKT","PD",60,0,"2000","EW","L2_Lasso","exp.aff",2020-04-09 11:01:48,1973.86009683048,NA,NA,NA,NA,NA,NA,NA,NA
"Nelder-Mead12",0.832670704353087,178.547281773655,55,NA,NA,0,TRUE,TRUE,6.347,1.97403670012194,0.09217479248501,"ME","PD",60,0,"2000","EW","L2_Lasso","exp.aff",2020-04-09 11:02:04,1611.07610601727,1.27316423470834,1.58637549479183,NA,NA,NA,NA,NA,NA
"Nelder-Mead22",1.35574823666317,177.398032047351,71,NA,NA,0,TRUE,TRUE,8.031,2.16440099337031,0,"IA","PD",60,0,"2000","EW","L2_Lasso","exp.aff",2020-04-09 11:02:22,1855.86511088779,NA,NA,2.58314747133243,3.94312273414099,NA,NA,NA,NA
"Nelder-Mead32",1.50756486686533,175.07755527499,59,NA,NA,0,TRUE,TRUE,6.784,17.6561914232606,0,"ROE","PD",60,0,"2000","EW","L2_Lasso","exp.aff",2020-04-09 11:02:40,1633.74758280105,NA,NA,NA,NA,1.12290017775285,17.0982699468896,NA,NA
"Nelder-Mead42",1.44336945445982,173.062085666161,63,NA,NA,0,TRUE,TRUE,8.216,3.60727390694175,0,"EG","PD",60,0,"2000","EW","L2_Lasso","exp.aff",2020-04-09 11:02:59,1789.75541158506,NA,NA,NA,NA,NA,NA,2.16577742526808,6.69208227726183
"Nelder-Mead7",1.29140625,156.139661708212,22,NA,NA,0,TRUE,TRUE,5.34100000000001,0.875328277698224,0.79866429928333,"MKT","RE",60,0,"2000","EW","L2_Lasso","exp.aff",2020-04-09 11:03:14,3004.65284799613,NA,NA,NA,NA,NA,NA,NA,NA
"Nelder-Mead13",0.131187994295568,152.221357040898,57,NA,NA,0,TRUE,TRUE,14.635,1.50465363383263,0.0016357060840535,"ME","RE",60,0,"2000","EW","L2_Lasso","exp.aff",2020-04-09 11:03:49,2650.26306474724,1.47441247448083,1.62412341305055,NA,NA,NA,NA,NA,NA
"Nelder-Mead23",1.06983400894387,155.052047028698,59,NA,NA,0,TRUE,TRUE,15.402,0.908336048496774,0.0122166208732932,"IA","RE",60,0,"2000","EW","L2_Lasso","exp.aff",2020-04-09 11:04:27,3045.3495876585,NA,NA,1.27707208408683,2.33722720083141,NA,NA,NA,NA
"Nelder-Mead33",0.632269779480685,130.802885000516,65,NA,NA,0,TRUE,TRUE,17.183,1.63832868463353,5.31719201890546e-07,"ROE","RE",60,0,"2000","EW","L2_Lasso","exp.aff",2020-04-09 11:05:05,2431.9136534536,NA,NA,NA,NA,3.2893397680976,1.48982140942908,NA,NA
"Nelder-Mead43",0.793518116348612,145.37790737613,63,NA,NA,0,TRUE,TRUE,12.356,0.969691929941871,0,"EG","RE",60,0,"2000","EW","L2_Lasso","exp.aff",2020-04-09 11:05:34,2846.92713201663,NA,NA,NA,NA,NA,NA,3.92432651302279,4.15413716497629
"Nelder-Mead8",1.853125,587.038973645217,26,NA,NA,0,TRUE,TRUE,0.952999999999975,1.56361424786669,0.182217488712155,"MKT","NATRES",60,0,"2000","EW","L2_Lasso","exp.aff",2020-04-09 11:04:15,14970.5905303821,NA,NA,NA,NA,NA,NA,NA,NA
