"","MKT","value","fevals","gevals","niter","convcode","kkt1","kkt2","xtimes","SE.MKT","Wald.p.value.MKT_1","Factor","Type","max.quarter","lambda","CV.key","weighting","error.fun","sdf.model","datetime","validation.error","ME","SE.ME","IA","SE.IA","ROE","SE.ROE","EG","SE.EG"
"Nelder-Mead",2.58671875,150.72491778524,28,NA,NA,0,TRUE,TRUE,31.699,0.579175742062634,0.358101320860444,"MKT","PE",60,0,"1991","EW","L2_Lasso","exp.aff",2020-04-09 09:54:56,3307.45649470008,NA,NA,NA,NA,NA,NA,NA,NA
"Nelder-Mead1",1.30542212584842,143.113028229258,51,NA,NA,0,TRUE,TRUE,64.432,0.667284345543484,0.687125591573714,"ME","PE",60,0,"1991","EW","L2_Lasso","exp.aff",2020-04-09 09:58:07,3679.28327502105,1.51130609492102,0.649192254482377,NA,NA,NA,NA,NA,NA
"Nelder-Mead2",2.12638192543783,146.161658869121,73,NA,NA,0,TRUE,TRUE,71.522,0.523820024739148,0.023746145525968,"IA","PE",60,0,"1991","EW","L2_Lasso","exp.aff",2020-04-09 10:00:55,3135.62294769492,NA,NA,2.52198716528546,1.12261307150387,NA,NA,NA,NA
"Nelder-Mead3",2.102379434637,130.667740723954,75,NA,NA,0,TRUE,TRUE,66.768,0.789675701438483,0.138056838663948,"ROE","PE",60,0,"1991","EW","L2_Lasso","exp.aff",2020-04-09 10:03:35,4626.64197813755,NA,NA,NA,NA,2.38685841571785,0.764939271520266,NA,NA
"Nelder-Mead4",2.02849601149738,142.386121284771,75,NA,NA,0,TRUE,TRUE,67.54,0.591025978298891,0.000960620498689835,"EG","PE",60,0,"1991","EW","L2_Lasso","exp.aff",2020-04-09 10:06:17,3299.40952107676,NA,NA,NA,NA,NA,NA,2.9689947629318,1.31067554492483
"Nelder-Mead5",0.8734375,131.950496511502,16,NA,NA,0,TRUE,TRUE,4.94,0.542107616745412,0.94529966455877,"MKT","VC",60,0,"1991","EW","L2_Lasso","exp.aff",2020-04-09 09:54:01,2979.91177356017,NA,NA,NA,NA,NA,NA,NA,NA
"Nelder-Mead11",3.34784316830336,121.075961122798,71,NA,NA,0,TRUE,TRUE,26.845,1.0616845525877,0.000333179846892628,"ME","VC",60,0,"1991","EW","L2_Lasso","exp.aff",2020-04-09 09:55:07,2981.85444352838,-2.02512065917254,0.8416633859989,NA,NA,NA,NA,NA,NA
"Nelder-Mead21",0.857759094238281,131.945648226942,35,NA,NA,0,TRUE,TRUE,13.667,0.53962533217809,0.990657226558245,"IA","VC",60,0,"1991","EW","L2_Lasso","exp.aff",2020-04-09 09:56:36,2980.96369997342,NA,NA,0.113871002197266,1.01029413257718,NA,NA,NA,NA
"Nelder-Mead31",1.28052818886936,130.84029037679,45,NA,NA,0,TRUE,TRUE,16.519,0.516012033502054,0.842757904355605,"ROE","VC",60,0,"1991","EW","L2_Lasso","exp.aff",2020-04-09 09:58:09,2929.13500545562,NA,NA,NA,NA,-0.874937714636326,0.643114951161019,NA,NA
"Nelder-Mead41",0.442251100297289,130.158760412113,55,NA,NA,0,TRUE,TRUE,20.529,0.555929250638267,0.10719047035509,"EG","VC",60,0,"1991","EW","L2_Lasso","exp.aff",2020-04-09 09:58:57,2985.83506974739,NA,NA,NA,NA,NA,NA,1.77850024593808,1.22288507154707
"Nelder-Mead6",1.4796875,203.218163533362,22,NA,NA,0,TRUE,TRUE,2.978,2.4671980720183,0.236617354159841,"MKT","PD",60,0,"1991","EW","L2_Lasso","exp.aff",2020-04-09 09:53:34,2891.91240570077,NA,NA,NA,NA,NA,NA,NA,NA
"Nelder-Mead12",0.321079511755688,182.012324328232,73,NA,NA,0,TRUE,TRUE,9.88,4.5636388976536,0,"ME","PD",60,0,"1991","EW","L2_Lasso","exp.aff",2020-04-09 09:53:59,2318.50368448348,1.63345979937349,3.94007973755151,NA,NA,NA,NA,NA,NA
"Nelder-Mead22",1.02377892851674,192.341147839506,65,NA,NA,0,TRUE,TRUE,10.283,2.87073260011482,0,"IA","PD",60,0,"1991","EW","L2_Lasso","exp.aff",2020-04-09 09:54:24,2277.63782190398,NA,NA,3.33569639487377,4.43589164063474,NA,NA,NA,NA
"Nelder-Mead32",1.33250983067954,167.205988403773,61,NA,NA,0,TRUE,TRUE,9.708,10.254126397132,0,"ROE","PD",60,0,"1991","EW","L2_Lasso","exp.aff",2020-04-09 09:54:48,4485.0598449347,NA,NA,NA,NA,2.17682212759839,9.72932010178406,NA,NA
"Nelder-Mead42",1.13669065290902,178.525374479419,59,NA,NA,0,TRUE,TRUE,9.01899999999999,0.00304518966446914,0.998684232722028,"EG","PD",60,0,"1991","EW","L2_Lasso","exp.aff",2020-04-09 09:55:12,3416.83824651215,NA,NA,NA,NA,NA,NA,3.36725054839776,0.0153495267890206
"Nelder-Mead7",1.09765625,157.546947075797,16,NA,NA,0,TRUE,TRUE,4.238,0.929388099187986,0.927682851951669,"MKT","RE",60,0,"1991","EW","L2_Lasso","exp.aff",2020-04-09 09:55:27,7325.54842254788,NA,NA,NA,NA,NA,NA,NA,NA
"Nelder-Mead13",0.077091793671206,153.056225029689,51,NA,NA,0,TRUE,TRUE,14.993,1.39688043388636,0.0131986169490379,"ME","RE",60,0,"1991","EW","L2_Lasso","exp.aff",2020-04-09 09:56:10,5926.13014318523,1.25670682942,1.44210659712669,NA,NA,NA,NA,NA,NA
"Nelder-Mead23",0.871742546993143,156.486758054184,53,NA,NA,0,TRUE,TRUE,15.204,0.903393491875945,0.0153214315528327,"IA","RE",60,0,"1991","EW","L2_Lasso","exp.aff",2020-04-09 09:56:52,6072.00729527175,NA,NA,1.29277616434763,2.21284152582839,NA,NA,NA,NA
"Nelder-Mead33",0.747572013632115,137.169790033662,59,NA,NA,0,TRUE,TRUE,16.901,1.07568746449187,0.0455844897087001,"ROE","RE",60,0,"1991","EW","L2_Lasso","exp.aff",2020-04-09 09:57:35,567.768063762235,NA,NA,NA,NA,2.62164706208193,0.951216501744082,NA,NA
"Nelder-Mead43",0.621720782968628,148.891743709815,55,NA,NA,0,TRUE,TRUE,15.428,0.977587630087169,0,"EG","RE",60,0,"1991","EW","L2_Lasso","exp.aff",2020-04-09 09:58:14,2372.65495531522,NA,NA,NA,NA,NA,NA,3.55218046275695,3.94536899361016
"Nelder-Mead8",1.190625,676.349230333602,16,NA,NA,0,TRUE,TRUE,0.597000000000008,1.37974052779139,0.792540529854338,"MKT","NATRES",60,0,"1991","EW","L2_Lasso","exp.aff",2020-04-09 09:58:16,14795.608017378,NA,NA,NA,NA,NA,NA,NA,NA
"Nelder-Mead14",-0.474033183813701,637.688608570401,61,NA,NA,0,TRUE,TRUE,2.411,3.43837007976684,0,"ME","NATRES",60,0,"1991","EW","L2_Lasso","exp.aff",2020-04-09 09:58:21,36204.0746858896,2.17761400282517,4.84135910298709,NA,NA,NA,NA,NA,NA
"Nelder-Mead24",0.907942523251407,657.159634217247,49,NA,NA,0,TRUE,TRUE,1.97400000000002,1.33453333035527,0,"IA","NATRES",60,0,"1991","EW","L2_Lasso","exp.aff",2020-04-09 09:58:26,15440.0993455005,NA,NA,2.01923639516754,5.86203278480653,NA,NA,NA,NA
"Nelder-Mead34",1.02461830055504,645.575198792758,55,NA,NA,0,TRUE,TRUE,2.238,1.34496369259401,3.66373598126302e-15,"ROE","NATRES",60,0,"1991","EW","L2_Lasso","exp.aff",2020-04-09 09:58:32,5547.38425753432,NA,NA,NA,NA,2.59277676235638,3.13912168931182,NA,NA
"Nelder-Mead44",0.80936565823777,652.584208932778,53,NA,NA,0,TRUE,TRUE,2.18300000000005,1.42625841728862,0,"EG","NATRES",60,0,"1991","EW","L2_Lasso","exp.aff",2020-04-09 09:58:37,14317.942124804,NA,NA,NA,NA,NA,NA,2.29566930361416,5.70398353429906
